ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase3C_ladder_allowed_control_flag,molecular,0.010000,0.01000000,24,46,23.0300,0.959583,0.767500
phase3C_ladder_allowed_control_flag,molecular,0.011253,0.01125336,24,46,22.9255,0.955229,0.787000
phase3C_ladder_allowed_control_flag,molecular,0.012664,0.01266380,24,46,23.0285,0.959521,0.773000
phase3C_ladder_allowed_control_flag,molecular,0.014251,0.01425103,24,46,22.9895,0.957896,0.773000
phase3C_ladder_allowed_control_flag,molecular,0.016037,0.01603719,24,46,23.0145,0.958938,0.771500
phase3C_ladder_allowed_control_flag,molecular,0.018047,0.01804722,24,46,22.9990,0.958292,0.772500
phase3C_ladder_allowed_control_flag,molecular,0.020309,0.02030918,24,46,22.9375,0.955729,0.774000
phase3C_ladder_allowed_control_flag,molecular,0.022855,0.02285464,24,46,22.9895,0.957896,0.776500
phase3C_ladder_allowed_control_flag,molecular,0.025719,0.02571914,24,46,23.0120,0.958833,0.770500
phase3C_ladder_allowed_control_flag,molecular,0.028943,0.02894266,24,46,22.9935,0.958063,0.770500
phase3C_ladder_allowed_control_flag,molecular,0.032570,0.03257021,24,46,22.9670,0.956958,0.765500
phase3C_ladder_allowed_control_flag,molecular,0.036652,0.03665241,24,46,22.9505,0.956271,0.777500
phase3C_ladder_allowed_control_flag,molecular,0.041246,0.04124626,24,46,22.9675,0.956979,0.780500
phase3C_ladder_allowed_control_flag,molecular,0.046416,0.04641589,24,46,23.0055,0.958563,0.773000
phase3C_ladder_allowed_control_flag,molecular,0.052233,0.05223345,24,46,22.9590,0.956625,0.777000
phase3C_ladder_allowed_control_flag,molecular,0.058780,0.05878016,24,46,22.9810,0.957542,0.781500
phase3C_ladder_allowed_control_flag,molecular,0.066147,0.06614741,24,46,23.0030,0.958458,0.767500
phase3C_ladder_allowed_control_flag,molecular,0.074438,0.07443803,24,46,23.0145,0.958938,0.779000
phase3C_ladder_allowed_control_flag,molecular,0.083768,0.08376776,24,46,23.0005,0.958354,0.779000
phase3C_ladder_allowed_control_flag,molecular,0.094267,0.09426685,24,46,22.9795,0.957479,0.775500
phase3C_ladder_allowed_control_flag,molecular,0.106082,0.10608184,24,46,23.1065,0.962771,0.756500
phase3C_ladder_allowed_control_flag,molecular,0.119378,0.11937766,24,46,22.8925,0.953854,0.783500
phase3C_ladder_allowed_control_flag,molecular,0.134340,0.13433993,24,46,22.8915,0.953813,0.793000
phase3C_ladder_allowed_control_flag,molecular,0.151178,0.15117751,24,46,22.8935,0.953896,0.789500
phase3C_ladder_allowed_control_flag,molecular,0.170125,0.17012543,24,46,22.9895,0.957896,0.768000
phase3C_ladder_allowed_control_flag,molecular,0.191448,0.19144820,24,46,22.9580,0.956583,0.778500
phase3C_ladder_allowed_control_flag,molecular,0.215443,0.21544347,24,46,22.9880,0.957833,0.769000
phase3C_ladder_allowed_control_flag,molecular,0.242446,0.24244620,24,46,22.9460,0.956083,0.772500
phase3C_ladder_allowed_control_flag,molecular,0.272833,0.27283334,24,46,22.9455,0.956062,0.772000
phase3C_ladder_allowed_control_flag,molecular,0.307029,0.30702906,24,46,22.9610,0.956708,0.778500
phase3C_ladder_allowed_control_flag,molecular,0.345511,0.34551073,24,46,23.0525,0.960521,0.765000
phase3C_ladder_allowed_control_flag,molecular,0.388816,0.38881552,24,46,22.9940,0.958083,0.776000
phase3C_ladder_allowed_control_flag,molecular,0.437548,0.43754794,24,46,23.0520,0.960500,0.764500
phase3C_ladder_allowed_control_flag,molecular,0.492388,0.49238826,24,46,23.0150,0.958958,0.765000
phase3C_ladder_allowed_control_flag,molecular,0.554102,0.55410203,24,47,23.0115,0.958813,0.775000
phase3C_ladder_allowed_control_flag,molecular,0.623551,0.62355073,24,47,23.0415,0.960062,0.756500
phase3C_ladder_allowed_control_flag,molecular,0.701704,0.70170383,24,47,23.0585,0.960771,0.761500
phase3C_ladder_allowed_control_flag,molecular,0.789652,0.78965229,24,47,23.0515,0.960479,0.765500
phase3C_ladder_allowed_control_flag,molecular,0.888624,0.88862382,24,47,23.0390,0.959958,0.770500
phase3C_ladder_allowed_control_flag,molecular,1.000000,1.00000000,24,47,23.1405,0.964187,0.740500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.010000,0.01000000,24,42,21.0670,0.877792,0.947000
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.011253,0.01125336,24,42,20.9580,0.873250,0.958500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.012664,0.01266380,24,42,21.0730,0.878042,0.947500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.014251,0.01425103,24,42,20.9840,0.874333,0.954500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.016037,0.01603719,24,42,21.0330,0.876375,0.960000
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.018047,0.01804722,24,42,21.0305,0.876271,0.955500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.020309,0.02030918,24,42,20.8770,0.869875,0.964500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.022855,0.02285464,24,42,20.9720,0.873833,0.951500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.025719,0.02571914,24,42,21.0140,0.875583,0.956500
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.028943,0.02894266,24,42,20.9570,0.873208,0.956000
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.032570,0.03257021,24,42,20.9375,0.872396,0.959000
phase3C_ladder_allowed_vs_forbidden_code,molecular,0.036652,0.03665241,24,42,21.0600,0.877500,0.951000
