ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase3C_ladder_initial_multiplicity,unknown,0.010000,0.01000000,24,47,23.4590,0.977458,0.698500
phase3C_ladder_initial_multiplicity,unknown,0.011253,0.01125336,24,47,23.6200,0.984167,0.666000
phase3C_ladder_initial_multiplicity,unknown,0.012664,0.01266380,24,47,23.4940,0.978917,0.684000
phase3C_ladder_initial_multiplicity,unknown,0.014251,0.01425103,24,47,23.4740,0.978083,0.684000
phase3C_ladder_initial_multiplicity,unknown,0.016037,0.01603719,24,47,23.4910,0.978792,0.687000
phase3C_ladder_initial_multiplicity,unknown,0.018047,0.01804722,24,47,23.5610,0.981708,0.677000
phase3C_ladder_initial_multiplicity,unknown,0.020309,0.02030918,24,47,23.4560,0.977333,0.708000
phase3C_ladder_initial_multiplicity,unknown,0.022855,0.02285464,24,47,23.4445,0.976854,0.707000
phase3C_ladder_initial_multiplicity,unknown,0.025719,0.02571914,24,47,23.4275,0.976146,0.699500
phase3C_ladder_initial_multiplicity,unknown,0.028943,0.02894266,24,47,23.4805,0.978354,0.698500
phase3C_ladder_initial_multiplicity,unknown,0.032570,0.03257021,24,47,23.5735,0.982229,0.681500
phase3C_ladder_initial_multiplicity,unknown,0.036652,0.03665241,24,47,23.4915,0.978812,0.688000
phase3C_ladder_initial_multiplicity,unknown,0.041246,0.04124626,24,47,23.4980,0.979083,0.697000
phase3C_ladder_initial_multiplicity,unknown,0.046416,0.04641589,24,47,23.5400,0.980833,0.687000
phase3C_ladder_initial_multiplicity,unknown,0.052233,0.05223345,24,47,23.5240,0.980167,0.685000
phase3C_ladder_initial_multiplicity,unknown,0.058780,0.05878016,24,47,23.5340,0.980583,0.688500
phase3C_ladder_initial_multiplicity,unknown,0.066147,0.06614741,24,47,23.4310,0.976292,0.703500
phase3C_ladder_initial_multiplicity,unknown,0.074438,0.07443803,24,47,23.4195,0.975812,0.699000
phase3C_ladder_initial_multiplicity,unknown,0.083768,0.08376776,24,47,23.5005,0.979187,0.702500
phase3C_ladder_initial_multiplicity,unknown,0.094267,0.09426685,24,47,23.5340,0.980583,0.693500
phase3C_ladder_initial_multiplicity,unknown,0.106082,0.10608184,24,47,23.5290,0.980375,0.694500
phase3C_ladder_initial_multiplicity,unknown,0.119378,0.11937766,24,47,23.4885,0.978687,0.696500
