ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase3C_ladder_route_charge_consistency_code,molecular,0.010000,0.01000000,24,42,20.9765,0.874021,0.956000
phase3C_ladder_route_charge_consistency_code,molecular,0.011253,0.01125336,24,42,21.0065,0.875271,0.947500
phase3C_ladder_route_charge_consistency_code,molecular,0.012664,0.01266380,24,42,20.9780,0.874083,0.949500
phase3C_ladder_route_charge_consistency_code,molecular,0.014251,0.01425103,24,42,20.9800,0.874167,0.950500
phase3C_ladder_route_charge_consistency_code,molecular,0.016037,0.01603719,24,42,20.9060,0.871083,0.954000
phase3C_ladder_route_charge_consistency_code,molecular,0.018047,0.01804722,24,42,20.9580,0.873250,0.952500
phase3C_ladder_route_charge_consistency_code,molecular,0.020309,0.02030918,24,42,20.9945,0.874771,0.952000
phase3C_ladder_route_charge_consistency_code,molecular,0.022855,0.02285464,24,42,21.0580,0.877417,0.955500
phase3C_ladder_route_charge_consistency_code,molecular,0.025719,0.02571914,24,42,21.1230,0.880125,0.944500
phase3C_ladder_route_charge_consistency_code,molecular,0.028943,0.02894266,24,42,20.9430,0.872625,0.959500
phase3C_ladder_route_charge_consistency_code,molecular,0.032570,0.03257021,24,42,21.0190,0.875792,0.951500
phase3C_ladder_route_charge_consistency_code,molecular,0.036652,0.03665241,24,42,20.9530,0.873042,0.943500
phase3C_ladder_route_charge_consistency_code,molecular,0.041246,0.04124626,24,42,21.0385,0.876604,0.952000
phase3C_ladder_route_charge_consistency_code,molecular,0.046416,0.04641589,24,42,21.0030,0.875125,0.956500
phase3C_ladder_route_charge_consistency_code,molecular,0.052233,0.05223345,24,42,21.0660,0.877750,0.950500
phase3C_ladder_route_charge_consistency_code,molecular,0.058780,0.05878016,24,42,20.9760,0.874000,0.955000
phase3C_ladder_route_charge_consistency_code,molecular,0.066147,0.06614741,24,42,20.9735,0.873896,0.949000
phase3C_ladder_route_charge_consistency_code,molecular,0.074438,0.07443803,24,42,21.0025,0.875104,0.957000
phase3C_ladder_route_charge_consistency_code,molecular,0.083768,0.08376776,24,42,20.9925,0.874687,0.952500
phase3C_ladder_route_charge_consistency_code,molecular,0.094267,0.09426685,24,42,21.0065,0.875271,0.952000
phase3C_ladder_route_charge_consistency_code,molecular,0.106082,0.10608184,24,42,20.9185,0.871604,0.958500
phase3C_ladder_route_charge_consistency_code,molecular,0.119378,0.11937766,24,42,20.9470,0.872792,0.953500
phase3C_ladder_route_charge_consistency_code,molecular,0.134340,0.13433993,24,42,21.0335,0.876396,0.946500
phase3C_ladder_route_charge_consistency_code,molecular,0.151178,0.15117751,24,42,20.9510,0.872958,0.958500
phase3C_ladder_route_charge_consistency_code,molecular,0.170125,0.17012543,24,42,21.0250,0.876042,0.947500
phase3C_ladder_route_charge_consistency_code,molecular,0.191448,0.19144820,24,42,21.0000,0.875000,0.946000
