ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
CD,molecular,0.010000,0.00250000,4,8,3.9750,0.993750,0.714000
CD,molecular,0.011253,0.00281334,4,8,3.9960,0.999000,0.701500
CD,molecular,0.012664,0.00316595,4,8,4.0005,1.000125,0.701000
CD,molecular,0.014251,0.00356276,4,8,3.9745,0.993625,0.705500
CD,molecular,0.016037,0.00400930,4,8,4.0275,1.006875,0.694500
CD,molecular,0.018047,0.00451180,4,8,4.0220,1.005500,0.679000
CD,molecular,0.020309,0.00507729,4,8,4.0535,1.013375,0.679000
CD,molecular,0.022855,0.00571366,4,8,4.0160,1.004000,0.684500
CD,molecular,0.025719,0.00642978,4,8,3.9565,0.989125,0.717000
CD,molecular,0.028943,0.00723567,4,8,3.9770,0.994250,0.707500
CD,molecular,0.032570,0.00814255,4,8,4.0240,1.006000,0.689000
CD,molecular,0.036652,0.00916310,4,8,4.0210,1.005250,0.695500
CD,molecular,0.041246,0.01031157,4,8,4.0310,1.007750,0.690500
CD,molecular,0.046416,0.01160397,4,8,4.0250,1.006250,0.697500
CD,molecular,0.052233,0.01305836,4,8,4.0085,1.002125,0.693000
CD,molecular,0.058780,0.01469504,4,8,3.9930,0.998250,0.694000
CD,molecular,0.066147,0.01653685,4,8,4.0245,1.006125,0.693500
CD,molecular,0.074438,0.01860951,4,8,4.0235,1.005875,0.695500
CD,molecular,0.083768,0.02094194,4,8,3.9835,0.995875,0.705000
CD,molecular,0.094267,0.02356671,4,8,3.9710,0.992750,0.720500
CD,molecular,0.106082,0.02652046,4,8,3.9595,0.989875,0.708000
CD,molecular,0.119378,0.02984442,4,8,3.9655,0.991375,0.700500
CD,molecular,0.134340,0.03358498,4,8,4.0180,1.004500,0.699500
CD,molecular,0.151178,0.03779438,4,8,3.9915,0.997875,0.701000
CD,molecular,0.170125,0.04253136,4,8,4.0030,1.000750,0.695000
CD,molecular,0.191448,0.04786205,4,8,3.9750,0.993750,0.705500
CD,molecular,0.215443,0.05386087,4,8,3.9980,0.999500,0.702500
CD,molecular,0.242446,0.06061155,4,8,3.9810,0.995250,0.709500
