name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"IC_BJT~1.TXT",73920,GIANT_COMPONENT_PERCOLATION,0.997254,,53,0.000717,0.555949,COMPLETE
"IC_BJT~2.TXT",73955,GIANT_COMPONENT_PERCOLATION,0.995119,,129,0.001744,0.824883,COMPLETE
"IC_BJT~3.TXT",73945,TAIL_FRAGMENTATION,0.994361,,103,0.001393,0.877800,COMPLETE
"IC_HIA~1.TXT",73984,GIANT_COMPONENT_PERCOLATION,0.996864,,86,0.001162,0.722559,COMPLETE
"IC_HIA~2.TXT",73941,GIANT_COMPONENT_PERCOLATION,0.995726,,135,0.001826,0.842216,COMPLETE
"IC_HIA~3.TXT",73960,TAIL_FRAGMENTATION,0.993564,,208,0.002812,0.936280,COMPLETE
"IC_MDJ~1.TXT",73966,TAIL_FRAGMENTATION,0.980167,,464,0.006273,0.989700,COMPLETE
"IC_MDJ~2.TXT",73985,TAIL_FRAGMENTATION,0.971413,,588,0.007948,0.996142,COMPLETE
"IC_MDJ~3.TXT",73945,TAIL_FRAGMENTATION,0.975008,,551,0.007451,0.996626,COMPLETE
"IC_SSE~1.TXT",73856,GIANT_COMPONENT_PERCOLATION,0.997035,,62,0.000839,0.588679,COMPLETE
"IC_SSE~2.TXT",73887,GIANT_COMPONENT_PERCOLATION,0.997429,,68,0.000920,0.599440,COMPLETE
"IC_SSE~3.TXT",73851,GIANT_COMPONENT_PERCOLATION,0.996696,,74,0.001002,0.709808,COMPLETE
"II_ERM~1.TXT",73471,GIANT_COMPONENT_PERCOLATION,0.997332,,62,0.000844,0.655792,COMPLETE
"II_ERM~2.TXT",73455,GIANT_COMPONENT_PERCOLATION,0.995603,,114,0.001552,0.767275,COMPLETE
"II_ERM~3.TXT",73493,TAIL_FRAGMENTATION,0.993727,,135,0.001837,0.810919,COMPLETE
"IU_INC~1.TXT",73990,TAIL_FRAGMENTATION,0.994837,,115,0.001554,0.803050,COMPLETE
"IU_INC~2.TXT",73984,TAIL_FRAGMENTATION,0.992079,,190,0.002568,0.927251,COMPLETE
"IU_MAJ~1.TXT",73909,GIANT_COMPONENT_PERCOLATION,0.996401,,80,0.001082,0.817549,COMPLETE
"IU_MAJ~2.TXT",73942,TAIL_FRAGMENTATION,0.990195,,212,0.002867,0.914759,COMPLETE
"IU_MAJ~3.TXT",73854,TAIL_FRAGMENTATION,0.983616,,371,0.005023,0.977849,COMPLETE
"IU_YSS~1.TXT",73926,GIANT_COMPONENT_PERCOLATION,0.995577,,100,0.001353,0.802323,COMPLETE
"IU_YSS~2.TXT",73958,GIANT_COMPONENT_PERCOLATION,0.996336,,97,0.001312,0.744040,COMPLETE
"IU_YSS~3.TXT",73966,GIANT_COMPONENT_PERCOLATION,0.995849,,124,0.001676,0.855301,COMPLETE
"JP_JHJ~1.TXT",73511,GIANT_COMPONENT_PERCOLATION,0.996871,,79,0.001075,0.703953,COMPLETE
"JP_JHJ~2.TXT",73608,TAIL_FRAGMENTATION,0.992188,,136,0.001848,0.855225,COMPLETE
"JP_JNU~1.TXT",73724,TAIL_FRAGMENTATION,0.986585,,279,0.003784,0.958283,COMPLETE
"JP_JNU~2.TXT",67067,TAIL_FRAGMENTATION,0.985910,,256,0.003817,0.954593,COMPLETE
"PS_TSK~1.TXT",73877,TAIL_FRAGMENTATION,0.993882,,152,0.002057,0.844028,COMPLETE
"PS_TSK~2.TXT",73828,TAIL_FRAGMENTATION,0.994352,,126,0.001707,0.818882,COMPLETE
