ladder_id,source_id,source_name,object_name,alias_names,supernova_type,classification_source,ra_deg,dec_deg,redshift,host_galaxy,band,stage_index,phase_name,time_mjd,time_since_discovery_days,time_since_peak_days,brightness_value,brightness_unit,brightness_error,detection_flag,quality_flag,slope_local,curvature_local,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,unns_interpretation,raw_reference
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56498.318,0.3179999999993015,-11.201999999997497,14.57,mag,,detection,usable,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56500.836,2.8360000000029686,-8.68399999999383,12.94,mag,,detection,usable,-0.6473391580610115,0.3687308734078127,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56500.894,2.894000000000233,-8.625999999996566,12.93,mag,,detection,usable,-0.17241379311157706,0.2917401420028295,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56501.252,3.2520000000004075,-8.267999999996391,12.89,mag,,detection,usable,-0.11173184357536212,0.20086742230133744,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56501.836,3.8360000000029686,-7.68399999999383,12.88,mag,,detection,usable,-0.01712328767115742,-1.4666683341528572,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56501.878,3.877999999996973,-7.641999999999825,12.86,mag,,detection,usable,-0.47619047625848326,-26.683087018045892,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56501.894,3.894000000000233,-7.625999999996566,12.84,mag,,detection,usable,-1.2499999997453148,2.365818738954842,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56502.836,4.836000000002969,-6.68399999999383,12.73,mag,,detection,usable,-0.11677282377885347,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56502.836,4.836000000002969,-6.68399999999383,12.77,mag,,detection,usable,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56503.78,5.779999999998836,-5.739999999997963,12.62,mag,,detection,usable,-0.15889830508544178,0.2888958501643461,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,1,rise,56504.39,6.389999999999418,-5.129999999997381,12.66,mag,,detection,usable,0.06557377049174222,-0.13916763391734954,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,2,peak,56505.42,7.419999999998254,-4.099999999998545,12.61,mag,,detection,usable,-0.04854368932044391,-0.02238080803228069,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,2,peak,56505.88,7.879999999997381,-3.639999999999418,12.58,mag,,detection,usable,-0.06521739130447023,0.03237742830741341,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,2,peak,56506.82,8.819999999999709,-2.6999999999970896,12.54,mag,,detection,usable,-0.042553191489257285,6.372780936973663,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,2,peak,56506.859,8.85899999999674,-2.661000000000058,12.66,mag,,detection,usable,3.0769230771573106,-28.57693183369079,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
B_SN2013ej_B,B1,Open Supernova Catalog / AstroCats,SN2013ej,"SN2013ej; PSN J01364816+1545310; <a id=""PSNJ01364816+1545310"">PSN J01364816+1545310</a>",II,Open Supernova Catalog / AstroCats,01:36:48.16,+15:45:31.0,0.002192,NGC 628,B,2,peak,56507.05,9.05000000000291,-2.469999999993888,12.62,mag,,detection,usable,-0.20942408376287316,1.582195760034559,peak,maximum_observable_response,ejecta_cooling,transition_state,observed post-collapse brightness-time ladder state,SN2013ej_OSC_raw.json::SN2013ej::photometry
