null_index,seed,swap_attempts,swap_accepted,mobility_fraction,mobile_groups,transition_groups,graph_signature,matches_real_graph,scale_persistence,time_persistence,stitch_defect
1,20260905,135,134,0.9925925925925926,3,3,c0f7df37eb125e4a3e44e4722db7df82aa56afde8873b387eeee62d098f52299,False,0.36538461538461536,,
2,20260906,135,135,1.0,3,3,76f47908fa9031887231db50f36449b1abe97087d4a9ec28a9a9289584da6a81,False,0.36538461538461536,,
3,20260907,135,135,1.0,3,3,edf5099b989b7e77d39faa5016055b8b3e589f2c184175c8a851835e408d0de5,False,0.36538461538461536,,
4,20260908,135,133,0.9851851851851852,3,3,f11c336eda229698a2452343b348653b4c06ae3f25e0bd2e39a1ceffc132702b,False,0.36538461538461536,,
5,20260909,135,135,1.0,3,3,f1a0164081dfdabfe9157c353a63af67ae730ca5d1ed102cf6ddca558d3aa000,False,0.375,,
6,20260910,135,135,1.0,3,3,2c2f9d0360a00bd2507652b04afaadc304bc33ac8f32e52b5d102debb5012202,False,0.375,,
7,20260911,135,134,0.9925925925925926,3,3,b3ab82d03b378ead3d1c6d90ce6e41b8114d192950539b8d16f500013679c7a2,False,0.36538461538461536,,
8,20260912,135,135,1.0,3,3,a9ef4496c298e861f205cf5d11d97376c552eaa7b901822c2b0005fca1fee8eb,False,0.375,,
9,20260913,135,135,1.0,3,3,47167dee756d0bcce63e8ba296b1ec0969aa3d54e6b25d2733e0ce5318e5b7cf,False,0.375,,
10,20260914,135,132,0.9777777777777777,3,3,c2074c461df18bac5bc2003a296c2583e3d9db51229e35f6c614356dddcb7868,False,0.375,,
11,20260915,135,133,0.9851851851851852,3,3,63f8085b5634359bbb130d3438874dcae62d949e626b07a2962c1b64fef52e47,False,0.375,,
12,20260916,135,133,0.9851851851851852,3,3,7fe743e4710467aba7e1a358ed74f065f33aa773f2ecc3e8b2d389dea1c16c5e,False,0.375,,
13,20260917,135,131,0.9703703703703703,3,3,ef1e452755759baf88390c44d36596faf1925a0781f07b4a628d88a79ee60c2c,False,0.375,,
14,20260918,135,133,0.9851851851851852,3,3,a30cdc960555feee17a1faf66c78549d9135608e5cb6164b950d3ecd9c0ad385,False,0.375,,
15,20260919,135,134,0.9925925925925926,3,3,df508d86f7368817184ad48b1333da18a8d434f7c2a40cfdc6c8e89ec128334a,False,0.375,,
16,20260920,135,134,0.9925925925925926,3,3,6b87710a38790d3bae351fc3eab04e7ce1741fba927f40a2a0ac56f9684810c6,False,0.375,,
17,20260921,135,134,0.9925925925925926,3,3,06c556e72fa775017eaed4fccffb440f6be13c24b6a6735a3ccad9e7ba3554a4,False,0.375,,
18,20260922,135,133,0.9851851851851852,3,3,294c5d2bfaa0945042a76a68956196fc05bca59cd774422ab293c63381ec1219,False,0.36538461538461536,,
19,20260923,135,133,0.9851851851851852,3,3,54cb50dae928386220a06e756265fb15e03cd74c07a69aee9b9fe5d5fb6bcc8b,False,0.375,,
20,20260924,135,134,0.9925925925925926,3,3,698fb59dfea23cb3057520ba99b066141d96af829428a5d94bb9f1dcb324cbc3,False,0.36538461538461536,,
21,20260925,135,135,1.0,3,3,75e248a98d94a5d6fcf703fe785b83bedc9535f91e34f4c556425b8c2a6ed9fe,False,0.375,,
22,20260926,135,135,1.0,3,3,5ab733c473c5bbbaa35893d27c774fd1cc279837f52a2c76bc4e6f9723f17567,False,0.375,,
23,20260927,135,135,1.0,3,3,759fea43a5fc25ca1f8e4d48c63917b54053af2800759f18ee3be30f1bd8bb38,False,0.36538461538461536,,
24,20260928,135,135,1.0,3,3,78a2cb6a00cbda216450b98436a304fce4022b7974760e37eb46c1696b5cc04b,False,0.375,,
25,20260929,135,134,0.9925925925925926,3,3,4b1553fa9b5d17e428bd2be710d8e209c675b37eecd344ef81b1fde0686a2030,False,0.36538461538461536,,
26,20260930,135,133,0.9851851851851852,3,3,3c43c08e464cb356fab6e4216c7c9b8561b6419408e6988991b412c3de7f3523,False,0.375,,
