summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.06800001114606857,82.32652282714844,-0.06800001114606857,,-0.06800001114606857,,-0.06800001114606857,,-0.06800001114606857,,-0.06800001114606857
,-0.06775001114606857,-390.3773498535156,-0.06775001114606857,,-0.06775001114606857,,-0.06798001114606857,,-0.06798001114606857,,-0.06798001114606857
,-0.06750001114606857,654.5396118164062,-0.06750001114606857,,-0.06750001114606857,,-0.06796001114606856,,-0.06796001114606856,,-0.06796001114606856
,-0.06725001114606857,-532.3812255859375,-0.06725001114606857,,-0.06725001114606857,,-0.06794001114606855,,-0.06794001114606855,,-0.06794001114606855
,-0.06700001114606857,-840.146240234375,-0.06700001114606857,,-0.06700001114606857,,-0.06792001114606855,,-0.06792001114606855,,-0.06792001114606855
,-0.06675001114606857,162.1562957763672,-0.06675001114606857,,-0.06675001114606857,,-0.06790001114606854,,-0.06790001114606854,,-0.06790001114606854
,-0.06650001114606857,747.6621704101562,-0.06650001114606857,,-0.06650001114606857,,-0.06788001114606854,,-0.06788001114606854,,-0.06788001114606854
,-0.06625001114606857,1810.4259033203125,-0.06625001114606857,,-0.06625001114606857,,-0.06786001114606853,,-0.06786001114606853,,-0.06786001114606853
,-0.06600001114606857,627.356689453125,-0.06600001114606857,,-0.06600001114606857,,-0.06784001114606852,,-0.06784001114606852,,-0.06784001114606852
,-0.06575001114606857,58.94947052001953,-0.06575001114606857,,-0.06575001114606857,,-0.06782001114606852,,-0.06782001114606852,,-0.06782001114606852
,-0.06550001114606857,-1253.5023193359375,-0.06550001114606857,,-0.06550001114606857,,-0.06780001114606851,,-0.06780001114606851,,-0.06780001114606851
,-0.06525001114606857,-1692.7421875,-0.06525001114606857,,-0.06525001114606857,,-0.0677800111460685,,-0.0677800111460685,,-0.0677800111460685
,-0.06500001114606857,-2022.13427734375,-0.06500001114606857,,-0.06500001114606857,,-0.0677600111460685,,-0.0677600111460685,,-0.0677600111460685
,-0.06475001114606857,-622.0518188476562,-0.06475001114606857,,-0.06475001114606857,,-0.0677400111460685,,-0.0677400111460685,,-0.0677400111460685
,-0.06450001114606857,1272.6798095703125,-0.06450001114606857,,-0.06450001114606857,,-0.06772001114606849,,-0.06772001114606849,,-0.06772001114606849
,-0.06425001114606857,7.6710710525512695,-0.06425001114606857,,-0.06425001114606857,,-0.06770001114606848,,-0.06770001114606848,,-0.06770001114606848
,-0.06400001114606857,-343.5494689941406,-0.06400001114606857,,-0.06400001114606857,,-0.06768001114606848,,-0.06768001114606848,,-0.06768001114606848
,-0.06375001114606857,-1266.9764404296875,-0.06375001114606857,,-0.06375001114606857,,-0.06766001114606847,,-0.06766001114606847,,-0.06766001114606847
