summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time,thomson_t_e_edge_median,thomson_t_e_profile_gradient_proxy,thomson_t_e_time,thomson_n_e_edge_median,thomson_n_e_profile_gradient_proxy,thomson_n_e_time
,-0.06700000911951065,-2509.6171875,-0.06700000911951065,,-0.06700000911951065,,-0.06700000911951065,,-0.06700000911951065,,-0.06700000911951065,,,-0.06700000911951065,,,-0.06700000911951065
,-0.06675000911951065,-2758.816162109375,-0.06675000911951065,,-0.06675000911951065,,-0.06698000911951064,,-0.06698000911951064,,-0.06698000911951064,,,-0.06200000911951065,,,-0.06200000911951065
,-0.06650000911951065,-2494.14892578125,-0.06650000911951065,,-0.06650000911951065,,-0.06696000911951064,,-0.06696000911951064,,-0.06696000911951064,,,-0.057000009119510656,,,-0.057000009119510656
,-0.06625000911951065,-1047.2373046875,-0.06625000911951065,,-0.06625000911951065,,-0.06694000911951063,,-0.06694000911951063,,-0.06694000911951063,,,-0.05200000911951066,,,-0.05200000911951066
,-0.06600000911951065,-1002.8815307617188,-0.06600000911951065,,-0.06600000911951065,,-0.06692000911951063,,-0.06692000911951063,,-0.06692000911951063,,,-0.04700000911951066,,,-0.04700000911951066
,-0.06575000911951065,963.6699829101562,-0.06575000911951065,,-0.06575000911951065,,-0.06690000911951062,,-0.06690000911951062,,-0.06690000911951062,,,-0.04200000911951066,,,-0.04200000911951066
,-0.06550000911951065,139.89256286621094,-0.06550000911951065,,-0.06550000911951065,,-0.06688000911951061,,-0.06688000911951061,,-0.06688000911951061,,,-0.037000009119510666,,,-0.037000009119510666
,-0.06525000911951065,421.10888671875,-0.06525000911951065,,-0.06525000911951065,,-0.06686000911951061,,-0.06686000911951061,,-0.06686000911951061,,,-0.03200000911951067,,,-0.03200000911951067
,-0.06500000911951065,70.295166015625,-0.06500000911951065,,-0.06500000911951065,,-0.0668400091195106,,-0.0668400091195106,,-0.0668400091195106,,,-0.02700000911951067,,,-0.02700000911951067
,-0.06475000911951065,-1112.82958984375,-0.06475000911951065,,-0.06475000911951065,,-0.0668200091195106,,-0.0668200091195106,,-0.0668200091195106,,,-0.022000009119510673,,,-0.022000009119510673
,-0.06450000911951065,-1575.4559326171875,-0.06450000911951065,,-0.06450000911951065,,-0.06680000911951059,,-0.06680000911951059,,-0.06680000911951059,,,-0.017000009119510676,,,-0.017000009119510676
,-0.06425000911951065,-678.899169921875,-0.06425000911951065,,-0.06425000911951065,,-0.06678000911951058,,-0.06678000911951058,,-0.06678000911951058,,,-0.012000009119510678,,,-0.012000009119510678
,-0.06400000911951065,-1901.3671875,-0.06400000911951065,,-0.06400000911951065,,-0.06676000911951058,,-0.06676000911951058,,-0.06676000911951058,,,-0.007000009119510681,,,-0.007000009119510681
,-0.06375000911951065,-2153.221923828125,-0.06375000911951065,,-0.06375000911951065,,-0.06674000911951057,,-0.06674000911951057,,-0.06674000911951057,,,-0.002000009119510676,,,-0.002000009119510676
,-0.06350000911951065,-2452.1904296875,-0.06350000911951065,,-0.06350000911951065,,-0.06672000911951056,,-0.06672000911951056,,-0.06672000911951056,,,0.0029999908804893144,,,0.0029999908804893144
,-0.06325000911951065,-1686.074462890625,-0.06325000911951065,,-0.06325000911951065,,-0.06670000911951056,,-0.06670000911951056,,-0.06670000911951056,,,0.007999990880489305,,,0.007999990880489305
,-0.06300000911951065,-1858.7169189453125,-0.06300000911951065,,-0.06300000911951065,,-0.06668000911951055,,-0.06668000911951055,,-0.06668000911951055,11.33386691249028,3.747505305731906,0.01299999088048931,4.8377160177181594e+17,8133304385877760.0,0.01299999088048931
,-0.06275000911951065,-543.2843017578125,-0.06275000911951065,,-0.06275000911951065,,-0.06666000911951055,,-0.06666000911951055,,-0.06666000911951055,11.33386691249028,3.747505305731906,0.017999990880489314,4.8377160177181594e+17,8133304385877760.0,0.017999990880489314
,-0.06250000911951065,1027.6123046875,-0.06250000911951065,,-0.06250000911951065,,-0.06664000911951054,,-0.06664000911951054,,-0.06664000911951054,11.33386691249028,3.747505305731906,0.022999990880489304,4.8377160177181594e+17,8133304385877760.0,0.022999990880489304
,-0.062250009119510646,1123.904541015625,-0.062250009119510646,,-0.062250009119510646,,-0.06662000911951053,,-0.06662000911951053,,-0.06662000911951053,11.33386691249028,3.747505305731906,0.027999990880489295,4.8377160177181594e+17,8133304385877760.0,0.027999990880489295
,-0.062000009119510646,326.6405944824219,-0.062000009119510646,,-0.062000009119510646,,-0.06660000911951053,,-0.06660000911951053,,-0.06660000911951053,16.78670624562745,6.586120692726041,0.0329999908804893,4.36924208161312e+17,1.0269790152349184e+16,0.0329999908804893
,-0.061750009119510646,-1993.5689697265625,-0.061750009119510646,,-0.061750009119510646,,-0.06658000911951052,,-0.06658000911951052,,-0.06658000911951052,16.78670624562745,6.586120692726041,0.037999990880489304,4.36924208161312e+17,1.0269790152349184e+16,0.037999990880489304
,-0.061500009119510646,-2193.2431640625,-0.061500009119510646,,-0.061500009119510646,,-0.06656000911951052,,-0.06656000911951052,,-0.06656000911951052,16.78670624562745,6.586120692726041,0.042999990880489294,4.36924208161312e+17,1.0269790152349184e+16,0.042999990880489294
,-0.061250009119510646,-2678.72509765625,-0.061250009119510646,,-0.061250009119510646,,-0.06654000911951051,,-0.06654000911951051,,-0.06654000911951051,16.78670624562745,6.586120692726041,0.047999990880489285,4.36924208161312e+17,1.0269790152349184e+16,0.047999990880489285
,-0.061000009119510645,-2293.941162109375,-0.061000009119510645,,-0.061000009119510645,,-0.0665200091195105,,-0.0665200091195105,,-0.0665200091195105,15.12669462169085,3.1605890767707177,0.05299999088048929,4.002890623387448e+17,1.935384140784768e+16,0.05299999088048929
,-0.060750009119510645,-1740.8013916015625,-0.060750009119510645,,-0.060750009119510645,,-0.0665000091195105,,-0.0665000091195105,,-0.0665000091195105,15.12669462169085,3.1605890767707177,0.057999990880489294,4.002890623387448e+17,1.935384140784768e+16,0.057999990880489294
,-0.060500009119510645,-2797.275146484375,-0.060500009119510645,,-0.060500009119510645,,-0.06648000911951049,,-0.06648000911951049,,-0.06648000911951049,15.12669462169085,3.1605890767707177,0.0629999908804893,4.002890623387448e+17,1.935384140784768e+16,0.0629999908804893
,-0.060250009119510645,-1634.01611328125,-0.060250009119510645,,-0.060250009119510645,,-0.06646000911951049,,-0.06646000911951049,,-0.06646000911951049,15.12669462169085,3.1605890767707177,0.06799999088048927,4.002890623387448e+17,1.935384140784768e+16,0.06799999088048927
,-0.060000009119510644,-3289.095703125,-0.060000009119510644,,-0.060000009119510644,,-0.06644000911951048,,-0.06644000911951048,,-0.06644000911951048,11.078441224095636,4.276059295561652,0.07299999088048928,1.0559319624234648e+18,1.982771953819725e+16,0.07299999088048928
,-0.059750009119510644,-2493.759765625,-0.059750009119510644,,-0.059750009119510644,,-0.06642000911951047,,-0.06642000911951047,,-0.06642000911951047,11.078441224095636,4.276059295561652,0.07799999088048928,1.0559319624234648e+18,1.982771953819725e+16,0.07799999088048928
,-0.059500009119510644,-2316.646728515625,-0.059500009119510644,,-0.059500009119510644,,-0.06640000911951047,,-0.06640000911951047,,-0.06640000911951047,11.078441224095636,4.276059295561652,0.08299999088048926,1.0559319624234648e+18,1.982771953819725e+16,0.08299999088048926
,-0.059250009119510644,-815.55810546875,-0.059250009119510644,,-0.059250009119510644,,-0.06638000911951046,,-0.06638000911951046,,-0.06638000911951046,11.078441224095636,4.276059295561652,0.08799999088048926,1.0559319624234648e+18,1.982771953819725e+16,0.08799999088048926
,-0.059000009119510644,1108.1788330078125,-0.059000009119510644,,-0.059000009119510644,,-0.06636000911951045,,-0.06636000911951045,,-0.06636000911951045,,8.29554400109673,0.09299999088048927,,4.113570566330867e+16,0.09299999088048927
,-0.05875000911951064,726.047119140625,-0.05875000911951064,,-0.05875000911951064,,-0.06634000911951045,,-0.06634000911951045,,-0.06634000911951045,,8.29554400109673,0.09799999088048927,,4.113570566330867e+16,0.09799999088048927
,-0.05850000911951064,1056.305908203125,-0.05850000911951064,,-0.05850000911951064,,-0.06632000911951044,,-0.06632000911951044,,-0.06632000911951044,,8.29554400109673,0.10299999088048928,,4.113570566330867e+16,0.10299999088048928
,-0.05825000911951064,-1562.9022216796875,-0.05825000911951064,,-0.05825000911951064,,-0.06630000911951044,,-0.06630000911951044,,-0.06630000911951044,,8.29554400109673,0.10799999088048925,,4.113570566330867e+16,0.10799999088048925
,-0.05800000911951064,-2479.19970703125,-0.05800000911951064,,-0.05800000911951064,,-0.06628000911951043,,-0.06628000911951043,,-0.06628000911951043,8.46909539218634,5.777067048888881,0.11299999088048926,4.9224555539740205e+17,5.642653272332467e+16,0.11299999088048926
,-0.05775000911951064,-1663.93017578125,-0.05775000911951064,,-0.05775000911951064,,-0.06626000911951042,,-0.06626000911951042,,-0.06626000911951042,8.46909539218634,5.777067048888881,0.11799999088048926,4.9224555539740205e+17,5.642653272332467e+16,0.11799999088048926
,-0.05750000911951064,-892.286376953125,-0.05750000911951064,,-0.05750000911951064,,-0.06624000911951042,,-0.06624000911951042,,-0.06624000911951042,8.46909539218634,5.777067048888881,0.12299999088048924,4.9224555539740205e+17,5.642653272332467e+16,0.12299999088048924
,-0.05725000911951064,-130.91549682617188,-0.05725000911951064,,-0.05725000911951064,,-0.06622000911951041,,-0.06622000911951041,,-0.06622000911951041,8.46909539218634,5.777067048888881,0.12799999088048925,4.9224555539740205e+17,5.642653272332467e+16,0.12799999088048925
,-0.05700000911951064,-1792.5640869140625,-0.05700000911951064,,-0.05700000911951064,,-0.0662000091195104,,-0.0662000091195104,,-0.0662000091195104,9.750905490168279,10.150245989549902,0.13299999088048925,4.970539585977413e+17,5.793106671329843e+16,0.13299999088048925
,-0.05675000911951064,-3158.343017578125,-0.05675000911951064,,-0.05675000911951064,,-0.0661800091195104,,-0.0661800091195104,,-0.0661800091195104,9.750905490168279,10.150245989549902,0.13799999088048925,4.970539585977413e+17,5.793106671329843e+16,0.13799999088048925
,-0.05650000911951064,-1996.533203125,-0.05650000911951064,,-0.05650000911951064,,-0.0661600091195104,,-0.0661600091195104,,-0.0661600091195104,9.750905490168279,10.150245989549902,0.14299999088048926,4.970539585977413e+17,5.793106671329843e+16,0.14299999088048926
,-0.05625000911951064,-1410.7135009765625,-0.05625000911951064,,-0.05625000911951064,,-0.06614000911951039,,-0.06614000911951039,,-0.06614000911951039,9.750905490168279,10.150245989549902,0.14799999088048924,4.970539585977413e+17,5.793106671329843e+16,0.14799999088048924
,-0.05600000911951064,105.36859893798828,-0.05600000911951064,,-0.05600000911951064,,-0.06612000911951038,,-0.06612000911951038,,-0.06612000911951038,,8.01688669449507,0.15299999088048924,,5.734680892592934e+16,0.15299999088048924
,-0.05575000911951064,891.2027587890625,-0.05575000911951064,,-0.05575000911951064,,-0.06610000911951038,,-0.06610000911951038,,-0.06610000911951038,,8.01688669449507,0.15799999088048924,,5.734680892592934e+16,0.15799999088048924
,-0.05550000911951064,1059.4998779296875,-0.05550000911951064,,-0.05550000911951064,,-0.06608000911951037,,-0.06608000911951037,,-0.06608000911951037,,8.01688669449507,0.16299999088048922,,5.734680892592934e+16,0.16299999088048922
,-0.05525000911951064,-382.97027587890625,-0.05525000911951064,,-0.05525000911951064,,-0.06606000911951036,,-0.06606000911951036,,-0.06606000911951036,,8.01688669449507,0.16799999088048923,,5.734680892592934e+16,0.16799999088048923
,-0.05500000911951064,-1363.5555419921875,-0.05500000911951064,,-0.05500000911951064,,-0.06604000911951036,,-0.06604000911951036,,-0.06604000911951036,16.759741282503448,6.557894763386713,0.17299999088048923,1.5584241252183823e+18,6.873510332037939e+16,0.17299999088048923
,-0.05475000911951064,-1637.4769287109375,-0.05475000911951064,,-0.05475000911951064,,-0.06602000911951035,,-0.06602000911951035,,-0.06602000911951035,16.759741282503448,6.557894763386713,0.17799999088048923,1.5584241252183823e+18,6.873510332037939e+16,0.17799999088048923
,-0.05450000911951064,-2680.15234375,-0.05450000911951064,,-0.05450000911951064,,-0.06600000911951034,,-0.06600000911951034,,-0.06600000911951034,16.759741282503448,6.557894763386713,0.18299999088048924,1.5584241252183823e+18,6.873510332037939e+16,0.18299999088048924
,-0.05425000911951064,-2681.940673828125,-0.05425000911951064,,-0.05425000911951064,,-0.06598000911951034,,-0.06598000911951034,,-0.06598000911951034,16.759741282503448,6.557894763386713,0.18799999088048924,1.5584241252183823e+18,6.873510332037939e+16,0.18799999088048924
,-0.05400000911951064,-2152.099853515625,-0.05400000911951064,,-0.05400000911951064,,-0.06596000911951033,,-0.06596000911951033,,-0.06596000911951033,60.34399855734458,6.337898179192223,0.19299999088048925,1.137616300869057e+18,3.684111237024666e+16,0.19299999088048925
,-0.05375000911951064,-4689.0322265625,-0.05375000911951064,,-0.05375000911951064,,-0.06594000911951033,,-0.06594000911951033,,-0.06594000911951033,60.34399855734458,6.337898179192223,0.1979999908804892,1.137616300869057e+18,3.684111237024666e+16,0.1979999908804892
,-0.05350000911951064,-5080.67919921875,-0.05350000911951064,,-0.05350000911951064,,-0.06592000911951032,,-0.06592000911951032,,-0.06592000911951032,60.34399855734458,6.337898179192223,0.2029999908804892,1.137616300869057e+18,3.684111237024666e+16,0.2029999908804892
,-0.05325000911951064,-4597.60498046875,-0.05325000911951064,,-0.05325000911951064,,-0.06590000911951031,,-0.06590000911951031,,-0.06590000911951031,60.34399855734458,6.337898179192223,0.2079999908804892,1.137616300869057e+18,3.684111237024666e+16,0.2079999908804892
,-0.05300000911951064,-3831.76611328125,-0.05300000911951064,,-0.05300000911951064,,-0.06588000911951031,,-0.06588000911951031,,-0.06588000911951031,4.374765001723169,2.372902798279304,0.2129999908804892,1.3716240429672323e+18,5.342967384695104e+16,0.2129999908804892
,-0.05275000911951064,-3166.98095703125,-0.05275000911951064,,-0.05275000911951064,,-0.0658600091195103,,-0.0658600091195103,,-0.0658600091195103,4.374765001723169,2.372902798279304,0.21799999088048921,1.3716240429672323e+18,5.342967384695104e+16,0.21799999088048921
,-0.05250000911951064,-2103.95849609375,-0.05250000911951064,,-0.05250000911951064,,-0.0658400091195103,,-0.0658400091195103,,-0.0658400091195103,4.374765001723169,2.372902798279304,0.22299999088048922,1.3716240429672323e+18,5.342967384695104e+16,0.22299999088048922
,-0.05225000911951064,-1674.3665771484375,-0.05225000911951064,,-0.05225000911951064,,-0.06582000911951029,,-0.06582000911951029,,-0.06582000911951029,4.374765001723169,2.372902798279304,0.22799999088048922,1.3716240429672323e+18,5.342967384695104e+16,0.22799999088048922
