summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time,thomson_t_e_edge_median,thomson_t_e_profile_gradient_proxy,thomson_t_e_time,thomson_n_e_edge_median,thomson_n_e_profile_gradient_proxy,thomson_n_e_time
,-0.05880001187324524,3036.057373046875,-0.05880001187324524,,-0.05880001187324524,,-0.05880001187324524,,-0.05880001187324524,,-0.05880001187324524,,,-0.05880001187324524,,,-0.05880001187324524
,-0.05855001187324524,3678.50439453125,-0.05855001187324524,,-0.05855001187324524,,-0.05878001187324524,,-0.05878001187324524,,-0.05878001187324524,,,-0.05380001187324524,,,-0.05380001187324524
,-0.05830001187324524,4752.49267578125,-0.05830001187324524,,-0.05830001187324524,,-0.05876001187324524,,-0.05876001187324524,,-0.05876001187324524,,,-0.048800011873245244,,,-0.048800011873245244
,-0.05805001187324524,5764.79931640625,-0.05805001187324524,,-0.05805001187324524,,-0.05874001187324524,,-0.05874001187324524,,-0.05874001187324524,,,-0.04380001187324525,,,-0.04380001187324525
,-0.05780001187324524,7237.9638671875,-0.05780001187324524,,-0.05780001187324524,,-0.05872001187324524,,-0.05872001187324524,,-0.05872001187324524,,,-0.03880001187324525,,,-0.03880001187324525
,-0.05755001187324524,6876.38232421875,-0.05755001187324524,,-0.05755001187324524,,-0.05870001187324524,,-0.05870001187324524,,-0.05870001187324524,,,-0.03380001187324525,,,-0.03380001187324525
,-0.05730001187324524,5558.767578125,-0.05730001187324524,,-0.05730001187324524,,-0.058680011873245244,,-0.058680011873245244,,-0.058680011873245244,,,-0.028800011873245254,,,-0.028800011873245254
,-0.05705001187324524,4368.43115234375,-0.05705001187324524,,-0.05705001187324524,,-0.058660011873245245,,-0.058660011873245245,,-0.058660011873245245,,,-0.023800011873245257,,,-0.023800011873245257
,-0.05680001187324524,4405.509765625,-0.05680001187324524,,-0.05680001187324524,,-0.058640011873245246,,-0.058640011873245246,,-0.058640011873245246,,,-0.01880001187324526,,,-0.01880001187324526
,-0.05655001187324524,4512.2783203125,-0.05655001187324524,,-0.05655001187324524,,-0.05862001187324525,,-0.05862001187324525,,-0.05862001187324525,,,-0.013800011873245262,,,-0.013800011873245262
,-0.05630001187324524,3781.805419921875,-0.05630001187324524,,-0.05630001187324524,,-0.05860001187324525,,-0.05860001187324525,,-0.05860001187324525,,,-0.008800011873245264,,,-0.008800011873245264
,-0.05605001187324524,2779.549560546875,-0.05605001187324524,,-0.05605001187324524,,-0.05858001187324525,,-0.05858001187324525,,-0.05858001187324525,,,-0.0038000118732452667,,,-0.0038000118732452667
,-0.05580001187324524,1914.7039794921875,-0.05580001187324524,,-0.05580001187324524,,-0.05856001187324525,,-0.05856001187324525,,-0.05856001187324525,,,0.0011999881267547308,,,0.0011999881267547308
,-0.055550011873245236,2098.095703125,-0.055550011873245236,,-0.055550011873245236,,-0.05854001187324525,,-0.05854001187324525,,-0.05854001187324525,,,0.006199988126754735,,,0.006199988126754735
,-0.055300011873245236,1951.20166015625,-0.055300011873245236,,-0.055300011873245236,,-0.05852001187324525,,-0.05852001187324525,,-0.05852001187324525,,,0.011199988126754726,,,0.011199988126754726
,-0.055050011873245236,4390.6640625,-0.055050011873245236,,-0.055050011873245236,,-0.05850001187324525,,-0.05850001187324525,,-0.05850001187324525,,,0.016199988126754716,,,0.016199988126754716
,-0.054800011873245236,5896.1328125,-0.054800011873245236,,-0.054800011873245236,,-0.05848001187324525,,-0.05848001187324525,,-0.05848001187324525,,9.122301415825916,0.02119998812675472,,1.4848278226017608e+18,0.02119998812675472
,-0.054550011873245235,5665.22216796875,-0.054550011873245235,,-0.054550011873245235,,-0.05846001187324525,,-0.05846001187324525,,-0.05846001187324525,64.82962425544628,13.365550150756121,0.026199988126754725,1.2271618951336402e+18,7.219995401668659e+17,0.026199988126754725
