label,array_path,source,values_shape,values_dtype,time_shape,time_min,time_max,time_count,finite_count,total_count,finite_fraction,min,p05,median,mean,p95,max,std,chunks,total_chunks,downloaded_chunks,missing_chunks
summary_power_nbi,summary/power_nbi,summary,"(1781,)",float64,"(1781,)",-0.06920000910758972,0.3757999908924107,1781,1544,1781,0.86692869174621,-2.562020778656006,-1.0981959104537964,-0.36612653732299805,-0.05974773985425425,1.0981959104537964,2.562020778656006,0.7577027485359669,[1781],1,1,0
summary_ip,summary/ip,summary,"(1781,)",float64,"(1781,)",-0.06920000910758972,0.3757999908924107,1781,1781,1781,1.0,-28768.5546875,-5163.09423828125,563247.5,431547.92525718425,753973.375,1086388.125,319036.6676796468,[1781],1,1,0
interferometer_n_e_line,interferometer/n_e_line,interferometer,"(1781,)",float64,"(1781,)",-0.06920000910758972,0.3757999908924107,1781,1544,1781,0.86692869174621,-2.2326507191759012e+18,8.81207304932819e+17,1.0668132954580346e+20,8.050013321114021e+19,1.2781812601369489e+20,1.4416207125166424e+20,4.626857919725385e+19,[1781],1,1,0
dalpha_voltage,spectrometer_visible/filter_spectrometer_dalpha_voltage,spectrometer_visible,"(3, 22260)",float64,"(22260,)",-0.06920000910758972,0.3759799908925466,22260,57897,66780,0.8669811320754717,-0.01220703125,-0.009765625,0.4150390625,0.5089823694853576,1.1181640625,3.43505859375,0.42873863634110015,"[2, 11130]",4,4,0
soft_x_lower,soft_x_rays/horizontal_cam_lower,soft_x_rays,"(18, 22260)",float64,"(22260,)",-0.06920000910758972,0.3759799908925466,22260,347382,400680,0.8669811320754717,-0.008716583251953125,-0.0019073486328125,0.00034332275390625,0.012708925097111298,0.082244873046875,0.269775390625,0.030939462983907096,"[5, 11130]",8,8,0
soft_x_upper,soft_x_rays/horizontal_cam_upper,soft_x_rays,"(18, 22260)",float64,"(22260,)",-0.06920000910758972,0.3759799908925466,22260,347382,400680,0.8669811320754717,-0.07808685302734375,-0.01194000244140625,0.00057220458984375,0.00927131191135306,0.0650787353515625,0.2374267578125,0.027800142745240418,"[5, 11130]",8,8,0
thomson_t_e,thomson_scattering/t_e,thomson_scattering,"(120, 90)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,4623,10800,0.4280555555555556,2.156654007564927,92.62249201932177,434.4385235469381,414.4430438584526,668.3754573921525,922.0930503170969,174.16717301684733,"[120, 90]",1,1,0
thomson_n_e,thomson_scattering/n_e,thomson_scattering,"(120, 90)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,4623,10800,0.4280555555555556,1.8583523386621283e+17,1.077146540630366e+19,2.491900042638726e+19,2.4377733576445174e+19,3.820432482215415e+19,5.130505935019005e+19,7.912150935891794e+18,"[120, 90]",1,1,0
equilibrium_q95,equilibrium/q95,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,4.993806838989258,5.114097428321839,6.1541595458984375,6.28384984864129,7.8501458883285515,8.37411880493164,0.9224776661775461,[90],1,1,0
equilibrium_elongation,equilibrium/elongation,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,1.5310146808624268,1.5596070528030395,1.8155022263526917,1.7923676592332345,1.9589629948139191,1.9843664169311523,0.12088236172091794,[90],1,1,0
equilibrium_triangularity_upper,equilibrium/triangularity_upper,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,0.1837916076183319,0.2043394461274147,0.3166922926902771,0.29676778255789366,0.3415778800845146,0.3671126067638397,0.04826424371142663,[90],1,1,0
equilibrium_triangularity_lower,equilibrium/triangularity_lower,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,0.1837916076183319,0.2043394461274147,0.3599862605333328,0.33177133318450713,0.42033889144659037,0.43501949310302734,0.07345563444729312,[90],1,1,0
equilibrium_minor_radius,equilibrium/minor_radius,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,0.4275266230106354,0.44097511768341063,0.5589934885501862,0.5348692260406636,0.5805041342973709,0.590376615524292,0.048935925314700195,[90],1,1,0
equilibrium_beta_normal,equilibrium/beta_normal,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,0.22377929091453552,0.2885019749403,0.7451137900352478,0.6850567123404255,0.9527277678251266,1.0628447532653809,0.22120208240424985,[90],1,1,0
equilibrium_beta_pol,equilibrium/beta_pol,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,0.06606782227754593,0.07555960714817048,0.13532116264104843,0.13182828423601609,0.17105770856142044,0.23715966939926147,0.03223665355997572,[90],1,1,0
equilibrium_whmd,equilibrium/whmd,equilibrium,"(90,)",float64,"(90,)",-0.06920000910758972,0.3757999908924107,90,54,90,0.6,27856.2578125,38631.7828125,152243.3984375,126177.93008535879,174650.06640625,185226.046875,47131.203283128016,[90],1,1,0
