summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time,thomson_t_e_edge_median,thomson_t_e_profile_gradient_proxy,thomson_t_e_time,thomson_n_e_edge_median,thomson_n_e_profile_gradient_proxy,thomson_n_e_time
,-0.05620000511407852,1885.8856201171875,-0.05620000511407852,,-0.05620000511407852,,-0.05620000511407852,,-0.05620000511407852,,-0.05620000511407852,,,-0.05620000511407852,,,-0.05620000511407852
,-0.05595000511407852,1398.9547119140625,-0.05595000511407852,,-0.05595000511407852,,-0.05618000511407852,,-0.05618000511407852,,-0.05618000511407852,,,-0.051200005114078524,,,-0.051200005114078524
,-0.05570000511407852,2656.91015625,-0.05570000511407852,,-0.05570000511407852,,-0.05616000511407852,,-0.05616000511407852,,-0.05616000511407852,,,-0.04620000511407853,,,-0.04620000511407853
,-0.05545000511407852,1644.458984375,-0.05545000511407852,,-0.05545000511407852,,-0.056140005114078524,,-0.056140005114078524,,-0.056140005114078524,,,-0.04120000511407853,,,-0.04120000511407853
,-0.05520000511407852,3958.087646484375,-0.05520000511407852,,-0.05520000511407852,,-0.056120005114078525,,-0.056120005114078525,,-0.056120005114078525,,,-0.03620000511407853,,,-0.03620000511407853
,-0.05495000511407852,2510.854248046875,-0.05495000511407852,,-0.05495000511407852,,-0.056100005114078526,,-0.056100005114078526,,-0.056100005114078526,,,-0.031200005114078534,,,-0.031200005114078534
,-0.05470000511407852,2520.518310546875,-0.05470000511407852,,-0.05470000511407852,,-0.05608000511407853,,-0.05608000511407853,,-0.05608000511407853,,,-0.026200005114078537,,,-0.026200005114078537
,-0.05445000511407852,162.1802520751953,-0.05445000511407852,,-0.05445000511407852,,-0.05606000511407853,,-0.05606000511407853,,-0.05606000511407853,,,-0.02120000511407854,,,-0.02120000511407854
,-0.05420000511407852,3110.68408203125,-0.05420000511407852,,-0.05420000511407852,,-0.05604000511407853,,-0.05604000511407853,,-0.05604000511407853,,,-0.01620000511407854,,,-0.01620000511407854
,-0.05395000511407852,4677.544921875,-0.05395000511407852,,-0.05395000511407852,,-0.05602000511407853,,-0.05602000511407853,,-0.05602000511407853,,,-0.011200005114078544,,,-0.011200005114078544
,-0.05370000511407852,4767.90380859375,-0.05370000511407852,,-0.05370000511407852,,-0.05600000511407853,,-0.05600000511407853,,-0.05600000511407853,,,-0.006200005114078547,,,-0.006200005114078547
,-0.05345000511407852,7002.06103515625,-0.05345000511407852,,-0.05345000511407852,,-0.05598000511407853,,-0.05598000511407853,,-0.05598000511407853,,,-0.0012000051140785492,,,-0.0012000051140785492
,-0.05320000511407852,5146.1953125,-0.05320000511407852,,-0.05320000511407852,,-0.05596000511407853,,-0.05596000511407853,,-0.05596000511407853,,,0.0037999948859214483,,,0.0037999948859214483
,-0.05295000511407852,3700.97021484375,-0.05295000511407852,,-0.05295000511407852,,-0.05594000511407853,,-0.05594000511407853,,-0.05594000511407853,,,0.008799994885921453,,,0.008799994885921453
,-0.05270000511407852,3354.414306640625,-0.05270000511407852,,-0.05270000511407852,,-0.05592000511407853,,-0.05592000511407853,,-0.05592000511407853,,,0.013799994885921443,,,0.013799994885921443
,-0.05245000511407852,3695.2666015625,-0.05245000511407852,,-0.05245000511407852,,-0.055900005114078534,,-0.055900005114078534,,-0.055900005114078534,,,0.018799994885921434,,,0.018799994885921434
,-0.05220000511407852,4735.04443359375,-0.05220000511407852,,-0.05220000511407852,,-0.055880005114078535,,-0.055880005114078535,,-0.055880005114078535,,,0.02379999488592144,,,0.02379999488592144
,-0.05195000511407852,3984.983154296875,-0.05195000511407852,,-0.05195000511407852,,-0.055860005114078536,,-0.055860005114078536,,-0.055860005114078536,,10.47332566398552,0.028799994885921443,,1.1427484060130576e+16,0.028799994885921443
,-0.05170000511407852,4236.36279296875,-0.05170000511407852,,-0.05170000511407852,,-0.055840005114078536,,-0.055840005114078536,,-0.055840005114078536,36.36953111849338,17.643504597310155,0.03379999488592143,4.260177079270904e+18,2.897523504364452e+17,0.03379999488592143
,-0.05145000511407852,3353.033447265625,-0.05145000511407852,,-0.05145000511407852,,-0.05582000511407854,,-0.05582000511407854,,-0.05582000511407854,,11.046426702870974,0.038799994885921424,,6.126670841496484e+17,0.038799994885921424
,-0.05120000511407852,1724.1619873046875,-0.05120000511407852,,-0.05120000511407852,,-0.05580000511407854,,-0.05580000511407854,,-0.05580000511407854,,15.476420574983635,0.04379999488592143,,1.8505012936293056e+16,0.04379999488592143
,-0.05095000511407852,2500.152587890625,-0.05095000511407852,,-0.05095000511407852,,-0.05578000511407854,,-0.05578000511407854,,-0.05578000511407854,351.01746603693874,20.006695144430836,0.04879999488592143,1.3164097951434146e+17,3.029386022089869e+16,0.04879999488592143
,-0.05070000511407852,4399.8017578125,-0.05070000511407852,,-0.05070000511407852,,-0.05576000511407854,,-0.05576000511407854,,-0.05576000511407854,,6.891481620075702,0.05379999488592142,,4.1678327437608346e+17,0.05379999488592142
,-0.05045000511407852,4215.39404296875,-0.05045000511407852,,-0.05045000511407852,,-0.05574000511407854,,-0.05574000511407854,,-0.05574000511407854,,15.977767082641321,0.058799994885921414,,4.128889075653765e+17,0.058799994885921414
,-0.050200005114078516,5730.64990234375,-0.050200005114078516,,-0.050200005114078516,,-0.05572000511407854,,-0.05572000511407854,,-0.05572000511407854,34.92401127687827,9.445662983567061,0.06379999488592142,4356077617245464.0,2.243838586183056e+16,0.06379999488592142
,-0.049950005114078516,4763.79345703125,-0.049950005114078516,,-0.049950005114078516,,-0.05570000511407854,,-0.05570000511407854,,-0.05570000511407854,88.00627395216193,17.80238371955498,0.06879999488592142,7.710203143677786e+16,1.5385485893115856e+16,0.06879999488592142
,-0.049700005114078516,2924.279052734375,-0.049700005114078516,,-0.049700005114078516,,-0.05568000511407854,,-0.05568000511407854,,-0.05568000511407854,25.998777902886445,14.910885963279014,0.07379999488592143,6.93510345646067e+17,4.986311931311452e+17,0.07379999488592143
,-0.049450005114078516,3301.738037109375,-0.049450005114078516,,-0.049450005114078516,,-0.055660005114078544,,-0.055660005114078544,,-0.055660005114078544,1.3830633206409653,18.112218340669898,0.0787999948859214,1.3934469268860854e+19,4.2723314531710054e+17,0.0787999948859214
,-0.049200005114078516,3478.14501953125,-0.049200005114078516,,-0.049200005114078516,,-0.055640005114078545,,-0.055640005114078545,,-0.055640005114078545,,14.72304295520587,0.08379999488592141,,2.857983365103379e+16,0.08379999488592141
,-0.048950005114078515,2293.826904296875,-0.048950005114078515,,-0.048950005114078515,,-0.055620005114078545,,-0.055620005114078545,,-0.055620005114078545,66.7963851371425,24.16527991439503,0.08879999488592141,1.3853465557473339e+17,2.0713715029755936e+16,0.08879999488592141
,-0.048700005114078515,3782.795166015625,-0.048700005114078515,,-0.048700005114078515,,-0.055600005114078546,,-0.055600005114078546,,-0.055600005114078546,39.36466386557202,18.800646555625462,0.09379999488592139,1.5373858482447194e+18,4.930923766523392e+17,0.09379999488592139
,-0.048450005114078515,1466.0693359375,-0.048450005114078515,,-0.048450005114078515,,-0.05558000511407855,,-0.05558000511407855,,-0.05558000511407855,40.26332709558855,20.909586453025724,0.0987999948859214,8.07699737535761e+17,6.970629018609193e+17,0.0987999948859214
,-0.048200005114078515,1385.0947265625,-0.048200005114078515,,-0.048200005114078515,,-0.05556000511407855,,-0.05556000511407855,,-0.05556000511407855,16.168343297418375,12.788483675201888,0.1037999948859214,1.9194168600687475e+17,2.2427212800910656e+16,0.1037999948859214
,-0.047950005114078514,915.3304443359375,-0.047950005114078514,,-0.047950005114078514,,-0.05554000511407855,,-0.05554000511407855,,-0.05554000511407855,179.5282906396797,22.47803495090028,0.1087999948859214,8.30194097466662e+16,2.4582931569356704e+16,0.1087999948859214
,-0.047700005114078514,-227.16876220703125,-0.047700005114078514,,-0.047700005114078514,,-0.05552000511407855,,-0.05552000511407855,,-0.05552000511407855,36.49560773322371,12.820189458158438,0.11379999488592141,5.551466848493511e+18,6.052967484461404e+17,0.11379999488592141
,-0.047450005114078514,630.9380493164062,-0.047450005114078514,,-0.047450005114078514,,-0.05550000511407855,,-0.05550000511407855,,-0.05550000511407855,37.8093605914606,12.779230265967271,0.11879999488592138,6.354537845317986e+18,5.6447504158117274e+17,0.11879999488592138
,-0.047200005114078514,2790.526123046875,-0.047200005114078514,,-0.047200005114078514,,-0.05548000511407855,,-0.05548000511407855,,-0.05548000511407855,28.079994585209874,10.618073133148698,0.12379999488592139,2.7389249277303155e+17,3.2815128699811616e+16,0.12379999488592139
,-0.046950005114078514,3843.5712890625,-0.046950005114078514,,-0.046950005114078514,,-0.05546000511407855,,-0.05546000511407855,,-0.05546000511407855,72.31839671868539,12.92093540513008,0.1287999948859214,1.5182438659753398e+17,3.018946000549747e+16,0.1287999948859214
,-0.04670000511407851,3508.85546875,-0.04670000511407851,,-0.04670000511407851,,-0.05544000511407855,,-0.05544000511407855,,-0.05544000511407855,40.36787210046643,13.526895006415032,0.13379999488592137,3.3841878705990103e+18,4.8563490930671514e+17,0.13379999488592137
,-0.04645000511407851,2063.942626953125,-0.04645000511407851,,-0.04645000511407851,,-0.055420005114078554,,-0.055420005114078554,,-0.055420005114078554,91.81211207112025,16.90753004840556,0.13879999488592137,9.332669151189398e+18,5.073392770940293e+17,0.13879999488592137
,-0.04620000511407851,954.3585815429688,-0.04620000511407851,,-0.04620000511407851,,-0.055400005114078554,,-0.055400005114078554,,-0.055400005114078554,74.65934661151728,12.152809760305615,0.14379999488592138,3.9728045304783194e+17,2.237537170688435e+16,0.14379999488592138
,-0.04595000511407851,1504.720458984375,-0.04595000511407851,,-0.04595000511407851,,-0.055380005114078555,,-0.055380005114078555,,-0.055380005114078555,94.7950848622539,21.459272592283355,0.14879999488592138,2.2904165632479053e+17,2.8150410958994064e+16,0.14879999488592138
,-0.04570000511407851,2238.196533203125,-0.04570000511407851,,-0.04570000511407851,,-0.055360005114078556,,-0.055360005114078556,,-0.055360005114078556,83.40653756582016,14.735332766582417,0.1537999948859214,8.712503832988922e+18,4.50864256792961e+17,0.1537999948859214
,-0.04545000511407851,1865.6114501953125,-0.04545000511407851,,-0.04545000511407851,,-0.05534000511407856,,-0.05534000511407856,,-0.05534000511407856,187.76864483084353,14.246272384446982,0.15879999488592136,1.4095193604789817e+19,5.314112313314084e+17,0.15879999488592136
,-0.04520000511407851,900.7967529296875,-0.04520000511407851,,-0.04520000511407851,,-0.05532000511407856,,-0.05532000511407856,,-0.05532000511407856,165.4182105190796,18.42670856140228,0.16379999488592137,6.810578105154723e+17,2.2491685421660416e+16,0.16379999488592137
,-0.04495000511407851,2300.087890625,-0.04495000511407851,,-0.04495000511407851,,-0.05530000511407856,,-0.05530000511407856,,-0.05530000511407856,127.78960964669761,24.038858337704482,0.16879999488592137,3.920345294755107e+17,2.9907548565878656e+16,0.16879999488592137
,-0.04470000511407851,-94.03133392333984,-0.04470000511407851,,-0.04470000511407851,,-0.05528000511407856,,-0.05528000511407856,,-0.05528000511407856,123.99697757968374,13.656792671068182,0.17379999488592135,1.401859799584066e+19,4.145502479283384e+17,0.17379999488592135
