time_s,dalpha_proxy,softx_lower_proxy,softx_upper_proxy,softx_combined_proxy,te_profile_gradient_proxy,ne_profile_gradient_proxy,profile_gradient_proxy,nbi_proxy,density_proxy,m_edge_raw,m_edge_conf,Q_diag,P_missing_critical,m_edge_conf_state
-0.0672000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0662000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0652000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0642000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0632000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0622000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0612000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0602000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0592000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0582000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0572000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0562000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0552000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0542000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0532000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0522000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0512000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0502000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0492000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0482000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0472000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0462000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0452000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0442000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0432000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0422000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0412000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0402000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0392000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0382000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0372000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0362000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0352000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0342000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0332000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0322000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0312000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0302000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0292000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0282000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0272000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0262000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0252000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0242000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0232000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0222000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0212000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0202000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0192000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0182000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0172000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0162000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0152000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0142000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0132000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0122000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0112000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0102000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0092000050544738,-0.0048828125,1.907348639567588e-05,-1.6887719385882613e-14,9.53674318939408e-06,,,,,-6.814186204624323e+17,-0.433457143160691,-0.5040591520331249,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0082000050544738,-0.0048828124978011,1.2884165305829256e-13,7.629394512353226e-05,3.814697262618696e-05,,,,,-5.774707911724892e+17,-0.4292384809887652,-0.5013170216213731,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0072000050544738,-0.0048828125,5.7220459001845055e-05,-9.5367431640625e-05,-1.9073486319389973e-05,,,,,-4.532791661087949e+16,-0.438182285386062,-0.507130494479616,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0062000050544738,-0.0048828125,0.0002098083494406,-7.629394517929083e-05,6.675720213065459e-05,,,,,3.8932057472106496e+17,-0.4310975792737226,-0.5025254355065955,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0052000050544738,-0.0048828125,3.8146972385464165e-05,9.53674316586774e-05,6.675720202207078e-05,,,,,5.465892204000051e+17,-0.4265392589232981,-0.4995625272788195,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0042000050544738,-0.0048828125,0.0002956390378107,1.284048822131068e-13,0.00014781951896955243,,,,,2.210985942062203e+17,-0.4228588900506018,-0.4971702875115669,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0032000050544738,-0.0048828125,1.907348614177775e-05,0.0002765655514876,0.00014781951881468887,,,,,3.713050766999552e+17,-0.4155149294901484,-0.4923967131472722,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0022000050544738,-0.0048828125,0.0002574920652877,-5.67776823278375e-14,0.00012874603261546117,,,,,3.73082987002069e+17,-0.4243207180732067,-0.4981204757262601,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0012000050544738,-0.0048828125,9.536743500361036e-06,9.53674314484544e-05,5.2452087474407714e-05,,,,,4.0697323390500864e+17,-0.4276356299254444,-0.5002751684302146,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
-0.0002000050544738,-0.002441406252497,-2.8610229355629905e-05,-0.0001144409179297,-7.152557364266496e-05,,,,,8.422116132252549e+17,-0.4467124958846231,-0.5126751313036808,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
0.0007999949455261,-0.0048828124949313,9.536742906670356e-06,-3.814697255725302e-05,-1.430511482529133e-05,,,,,6.85035326523048e+17,-0.4362973882739586,-0.5059053113567489,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
0.0017999949455261,0.119628906237142,-1.9073486267853307e-05,-0.000495910644491,-0.00025749206537942665,,,,,7.70693879396565e+17,-0.6712800911468365,-0.6586440682241195,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
0.0027999949455261,0.2905273437395645,-0.0002288818354992,-0.0003814697265217,-0.00030517578101045,,,,,1.5655880097204795e+18,-0.8486592871581259,-0.7739405456314575,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
0.0037999949455261,0.8374023437526461,-8.269158469943749e-14,-0.0003814697264798,-0.00019073486328124577,,,,,1.4338968632338416e+19,-0.7045348321817495,-0.7246657635101854,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
0.0047999949455261,0.75439453125,0.0003051757810613,-0.0004196166990929,-5.7220459015800004e-05,,,,,1.875477665427751e+19,-0.5879544115244626,-0.6841108284788486,0.4822222222222221,0.6277777777777778,confidence_negative_leakage_margin
