soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.06920000910758972,,-0.06920000910758972
,-0.06918000910758972,,-0.06918000910758972
,-0.06916000910758971,,-0.06916000910758971
,-0.0691400091075897,,-0.0691400091075897
,-0.0691200091075897,,-0.0691200091075897
,-0.06910000910758969,,-0.06910000910758969
,-0.06908000910758968,,-0.06908000910758968
,-0.06906000910758968,,-0.06906000910758968
,-0.06904000910758967,,-0.06904000910758967
,-0.06902000910758967,,-0.06902000910758967
,-0.06900000910758966,,-0.06900000910758966
,-0.06898000910758965,,-0.06898000910758965
,-0.06896000910758965,,-0.06896000910758965
,-0.06894000910758964,,-0.06894000910758964
,-0.06892000910758964,,-0.06892000910758964
,-0.06890000910758963,,-0.06890000910758963
,-0.06888000910758962,,-0.06888000910758962
,-0.06886000910758962,,-0.06886000910758962
,-0.06884000910758961,,-0.06884000910758961
,-0.0688200091075896,,-0.0688200091075896
,-0.0688000091075896,,-0.0688000091075896
,-0.0687800091075896,,-0.0687800091075896
,-0.06876000910758959,,-0.06876000910758959
,-0.06874000910758958,,-0.06874000910758958
,-0.06872000910758957,,-0.06872000910758957
,-0.06870000910758957,,-0.06870000910758957
,-0.06868000910758956,,-0.06868000910758956
,-0.06866000910758956,,-0.06866000910758956
,-0.06864000910758955,,-0.06864000910758955
,-0.06862000910758954,,-0.06862000910758954
,-0.06860000910758954,,-0.06860000910758954
,-0.06858000910758953,,-0.06858000910758953
,-0.06856000910758953,,-0.06856000910758953
,-0.06854000910758952,,-0.06854000910758952
,-0.06852000910758951,,-0.06852000910758951
,-0.06850000910758951,,-0.06850000910758951
,-0.0684800091075895,,-0.0684800091075895
,-0.0684600091075895,,-0.0684600091075895
,-0.06844000910758949,,-0.06844000910758949
,-0.06842000910758948,,-0.06842000910758948
,-0.06840000910758948,,-0.06840000910758948
,-0.06838000910758947,,-0.06838000910758947
,-0.06836000910758946,,-0.06836000910758946
,-0.06834000910758946,,-0.06834000910758946
,-0.06832000910758945,,-0.06832000910758945
,-0.06830000910758945,,-0.06830000910758945
,-0.06828000910758944,,-0.06828000910758944
,-0.06826000910758943,,-0.06826000910758943
,-0.06824000910758943,,-0.06824000910758943
,-0.06822000910758942,,-0.06822000910758942
,-0.06820000910758942,,-0.06820000910758942
,-0.06818000910758941,,-0.06818000910758941
,-0.0681600091075894,,-0.0681600091075894
,-0.0681400091075894,,-0.0681400091075894
,-0.06812000910758939,,-0.06812000910758939
,-0.06810000910758938,,-0.06810000910758938
,-0.06808000910758938,,-0.06808000910758938
,-0.06806000910758937,,-0.06806000910758937
,-0.06804000910758937,,-0.06804000910758937
,-0.06802000910758936,,-0.06802000910758936
,-0.06800000910758935,,-0.06800000910758935
,-0.06798000910758935,,-0.06798000910758935
,-0.06796000910758934,,-0.06796000910758934
,-0.06794000910758934,,-0.06794000910758934
,-0.06792000910758933,,-0.06792000910758933
,-0.06790000910758932,,-0.06790000910758932
,-0.06788000910758932,,-0.06788000910758932
,-0.06786000910758931,,-0.06786000910758931
,-0.0678400091075893,,-0.0678400091075893
,-0.0678200091075893,,-0.0678200091075893
,-0.06780000910758929,,-0.06780000910758929
,-0.06778000910758929,,-0.06778000910758929
,-0.06776000910758928,,-0.06776000910758928
,-0.06774000910758927,,-0.06774000910758927
,-0.06772000910758927,,-0.06772000910758927
,-0.06770000910758926,,-0.06770000910758926
,-0.06768000910758926,,-0.06768000910758926
,-0.06766000910758925,,-0.06766000910758925
,-0.06764000910758924,,-0.06764000910758924
,-0.06762000910758924,,-0.06762000910758924
,-0.06760000910758923,,-0.06760000910758923
,-0.06758000910758923,,-0.06758000910758923
,-0.06756000910758922,,-0.06756000910758922
,-0.06754000910758921,,-0.06754000910758921
,-0.06752000910758921,,-0.06752000910758921
,-0.0675000091075892,,-0.0675000091075892
,-0.0674800091075892,,-0.0674800091075892
,-0.06746000910758919,,-0.06746000910758919
,-0.06744000910758918,,-0.06744000910758918
,-0.06742000910758918,,-0.06742000910758918
,-0.06740000910758917,,-0.06740000910758917
,-0.06738000910758916,,-0.06738000910758916
,-0.06736000910758916,,-0.06736000910758916
,-0.06734000910758915,,-0.06734000910758915
