summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.06680000573396683,7225.57373046875,-0.06680000573396683,,-0.06680000573396683,,-0.06680000573396683,,-0.06680000573396683
,-0.06655000573396683,5363.7646484375,-0.06655000573396683,,-0.06678000573396682,,-0.06678000573396682,,-0.06678000573396682
,-0.06630000573396683,5063.2841796875,-0.06630000573396683,,-0.06676000573396682,,-0.06676000573396682,,-0.06676000573396682
,-0.06605000573396683,5256.94384765625,-0.06605000573396683,,-0.06674000573396681,,-0.06674000573396681,,-0.06674000573396681
,-0.06580000573396683,3907.589111328125,-0.06580000573396683,,-0.0667200057339668,,-0.0667200057339668,,-0.0667200057339668
,-0.06555000573396683,3893.91064453125,-0.06555000573396683,,-0.0667000057339668,,-0.0667000057339668,,-0.0667000057339668
,-0.06530000573396683,2632.260498046875,-0.06530000573396683,,-0.06668000573396679,,-0.06668000573396679,,-0.06668000573396679
,-0.06505000573396683,543.725341796875,-0.06505000573396683,,-0.06666000573396678,,-0.06666000573396678,,-0.06666000573396678
,-0.06480000573396683,997.9075927734375,-0.06480000573396683,,-0.06664000573396678,,-0.06664000573396678,,-0.06664000573396678
,-0.06455000573396683,601.4669189453125,-0.06455000573396683,,-0.06662000573396677,,-0.06662000573396677,,-0.06662000573396677
,-0.06430000573396683,2151.46044921875,-0.06430000573396683,,-0.06660000573396677,,-0.06660000573396677,,-0.06660000573396677
,-0.06405000573396682,2367.3447265625,-0.06405000573396682,,-0.06658000573396676,,-0.06658000573396676,,-0.06658000573396676
,-0.06380000573396682,2734.387939453125,-0.06380000573396682,,-0.06656000573396675,,-0.06656000573396675,,-0.06656000573396675
,-0.06355000573396682,4493.583984375,-0.06355000573396682,,-0.06654000573396675,,-0.06654000573396675,,-0.06654000573396675
,-0.06330000573396682,2151.303466796875,-0.06330000573396682,,-0.06652000573396674,,-0.06652000573396674,,-0.06652000573396674
,-0.06305000573396682,794.4588012695312,-0.06305000573396682,,-0.06650000573396674,,-0.06650000573396674,,-0.06650000573396674
,-0.06280000573396682,2221.248046875,-0.06280000573396682,,-0.06648000573396673,,-0.06648000573396673,,-0.06648000573396673
,-0.06255000573396682,2775.0380859375,-0.06255000573396682,,-0.06646000573396672,,-0.06646000573396672,,-0.06646000573396672
,-0.06230000573396682,3531.3408203125,-0.06230000573396682,,-0.06644000573396672,,-0.06644000573396672,,-0.06644000573396672
,-0.06205000573396682,2414.2177734375,-0.06205000573396682,,-0.06642000573396671,,-0.06642000573396671,,-0.06642000573396671
,-0.06180000573396682,1222.5140380859375,-0.06180000573396682,,-0.0664000057339667,,-0.0664000057339667,,-0.0664000057339667
,-0.06155000573396682,-180.66641235351562,-0.06155000573396682,,-0.0663800057339667,,-0.0663800057339667,,-0.0663800057339667
,-0.06130000573396682,684.507080078125,-0.06130000573396682,,-0.06636000573396669,,-0.06636000573396669,,-0.06636000573396669
,-0.06105000573396682,2045.2265625,-0.06105000573396682,,-0.06634000573396669,,-0.06634000573396669,,-0.06634000573396669
,-0.06080000573396682,4490.5830078125,-0.06080000573396682,,-0.06632000573396668,,-0.06632000573396668,,-0.06632000573396668
,-0.06055000573396682,3968.53466796875,-0.06055000573396682,,-0.06630000573396667,,-0.06630000573396667,,-0.06630000573396667
,-0.06030000573396682,5149.83984375,-0.06030000573396682,,-0.06628000573396667,,-0.06628000573396667,,-0.06628000573396667
,-0.06005000573396682,4766.7626953125,-0.06005000573396682,,-0.06626000573396666,,-0.06626000573396666,,-0.06626000573396666
,-0.05980000573396682,1723.6494140625,-0.05980000573396682,,-0.06624000573396666,,-0.06624000573396666,,-0.06624000573396666
,-0.05955000573396682,364.4304504394531,-0.05955000573396682,,-0.06622000573396665,,-0.06622000573396665,,-0.06622000573396665
