time_s,dalpha_proxy,softx_lower_proxy,softx_upper_proxy,softx_combined_proxy,te_profile_gradient_proxy,ne_profile_gradient_proxy,profile_gradient_proxy,nbi_proxy,density_proxy,m_edge_raw,m_edge_conf,Q_diag,P_missing_critical,m_edge_conf_state
-0.0672000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0662000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0652000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0642000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0632000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0622000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0612000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0602000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0592000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0582000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0572000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0552000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0542000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0532000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0522000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0512000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0502000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0492000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0482000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0472000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0462000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0452000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0442000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0432000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0422000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0412000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0402000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0392000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0382000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0372000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0362000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0352000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0342000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0322000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0312000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0302000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0292000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0282000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0272000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0262000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0252000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0242000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0232000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0222000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0212000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0202000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0192000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0182000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0172000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0162000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0152000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0142000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0132000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0122000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0112000050544738,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0092000050544738,,-5.722045895059956e-05,-6.755087754353045e-14,-2.861022950907522e-05,,,,,-2.5300529464486134e+18,-0.5681073053960501,-0.915018274666989,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0082000050544738,,-1.90734864483772e-05,-0.0001335144041766,-7.62939453124886e-05,,,,,-2.511665813497316e+18,-0.5744797306183507,-0.9179622292885068,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0072000050544738,,1.907348624077472e-05,-0.0001525878904153,-6.675720208726264e-05,,,,,-2.5430953533772923e+18,-0.5733173698121927,-0.917308637468382,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0062000050544738,,-0.000219345092578,0.000152587890625,-3.33786009765e-05,,,,,-2.574525168135176e+18,-0.57140967098428,-0.9163196423968772,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0052000050544738,,-2.861022979005193e-05,3.814697267430239e-05,4.768371442125231e-06,,,,,-2.605485491428e+18,-0.5643889895913043,-0.9130317550076618,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0042000050544738,,-1.907348652073235e-05,0.0001716613766412,7.629394506023383e-05,,,,,-2.6042202284223365e+18,-0.5535446028093352,-0.9081570356968304,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0032000050544738,,1.9073486225634013e-05,3.8146972712154175e-05,2.8610229468894094e-05,,,,,-2.4971511604990444e+18,-0.5580629082586392,-0.9106349397712064,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0022000050544738,,0.0002384185789028,3.814697273195356e-05,0.00013828277581737677,,,,,-2.501626997457813e+18,-0.5394755252747707,-0.9022520289104132,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0012000050544738,,0.0001525878904712,-7.629394519719763e-05,3.814697263700119e-05,,,,,-2.379652400152576e+18,-0.5528116092253736,-0.9087598371966292,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
-0.0002000050544738,,-1.9073486357387346e-05,0.0001335144042968,5.722045896970633e-05,,,,,-2.4909320478544364e+18,-0.5540348037922787,-0.9088481212463242,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
0.0007999949455261,,-0.0002288818355613,0.0001716613767353,-2.8610229413000003e-05,,,,,-2.3882291406050427e+18,-0.5668975097052988,-0.9150628725059282,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
0.0017999949455261,,0.0001811981200267,-0.0004196166994297,-0.00011920928970150002,,,,,-2.511499237485708e+18,-0.5788605410694151,-0.9199342857953264,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
0.0027999949455261,,7.629394521059135e-05,-0.0004577636721195,-0.00019073486345445433,,,,,-9.789985563019836e+17,-0.5586128947652058,-0.9171874460016828,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
0.0037999949455261,,9.536743205408292e-06,-0.0007247924801586,-0.0003576278684765958,,,,,7.592556599328113e+18,-0.4050998394517499,-0.8837049428148821,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
0.0047999949455261,,5.722045919401565e-05,-0.0005531311035994,-0.00024795532220269216,,,,,1.6550321811284296e+19,-0.2008895701410782,-0.82901265537489,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
0.0057999949455261,,3.814697295382327e-05,-0.0003814697269025,-0.00017166137697433836,,,,,1.5772008316307243e+19,-0.2059221161590814,-0.8280449012916383,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
0.0067999949455261,,-0.0001144409176024,-0.0003433227540139,-0.00022888183580815,,,,,2.013944002564745e+19,-0.1247466052958862,-0.809654223561814,0.3516666666666666,0.8833333333333333,low_confidence_uninterpretable
