shot_id,window_id,label_type,hardened_label_type,original_label_type,t_start,t_end,label_confidence,hardening_level,review_decision,excluded_from_validation,exclusion_reason,dalpha_evidence,profile_evidence,softx_evidence,power_density_context,external_reference,reviewer_notes,hardening_pass,hardening_basis,window_duration,geometry_context,original_excluded_from_validation,original_primary_evidence,original_secondary_evidence,analysis_status,n_samples,Q_diag_median,P_missing_critical_median,m_edge_conf_median_AUDIT_ONLY,conf_positive_fraction_AUDIT_ONLY,conf_negative_fraction_AUDIT_ONLY,physical_marker_overlap_count,overlapping_physical_markers,preview_file
11768,11768_CANDIDATE_001,UNLABELABLE,UNLABELABLE,UNLABELABLE,-0.0022000050544739,0.0197999949455261,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",D_ALPHA_SHARP_CHANGE from dalpha_proxy,REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,REVIEW_REQUIRED: confirm soft-X / edge activity consistency,missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.022,optional support only; do not assign label from geometry alone,True,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,ok,22,0.4822222222222221,0.6277777777777778,-0.5668482000185966,0.0,1.0,2,"DENSITY_CONTEXT_CHANGE@[-0.00220001,0.00979999] src=density_proxy score=23.8249; D_ALPHA_SHARP_CHANGE@[-0.00220001,0.0198] src=dalpha_proxy score=149.737",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_002,UNLABELABLE,UNLABELABLE,UNLABELABLE,-0.0022000050544739,0.0097999949455261,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients","overlapping physical D-alpha marker: DENSITY_CONTEXT_CHANGE@[-0.00220001,0.00979999] src=density_proxy score=23.8249; D_ALPHA_SHARP_CHANGE@[-0.00220001,0.0198] src=dalpha_proxy score=149.737",REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,REVIEW_REQUIRED: confirm soft-X / edge activity consistency,missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.012,optional support only; do not assign label from geometry alone,True,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,ok,13,0.4822222222222221,0.6277777777777778,-0.6373067288946809,0.0,1.0,2,"DENSITY_CONTEXT_CHANGE@[-0.00220001,0.00979999] src=density_proxy score=23.8249; D_ALPHA_SHARP_CHANGE@[-0.00220001,0.0198] src=dalpha_proxy score=149.737",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_003,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.0327999949455262,0.0447999949455262,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",REVIEW_REQUIRED: confirm D-alpha morphology manually,REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,"review overlapping soft-X/edge activity evidence: SOFTX_SHARP_CHANGE@[0.0328,0.0448] src=softx_combined_proxy score=12.9418",missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.012,optional support only; do not assign label from geometry alone,True,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,ok,13,0.5933333333333333,0.6166666666666667,-0.3540542768452875,0.0,1.0,1,"SOFTX_SHARP_CHANGE@[0.0328,0.0448] src=softx_combined_proxy score=12.9418",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_004,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.0457999949455262,0.0577999949455262,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",REVIEW_REQUIRED: confirm D-alpha morphology manually,REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,REVIEW_REQUIRED: confirm soft-X / edge activity consistency,missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.0119999999999999,optional support only; do not assign label from geometry alone,True,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,ok,13,0.5933333333333333,0.6166666666666667,-0.2547772084242385,0.0,1.0,1,"DENSITY_CONTEXT_CHANGE@[0.0458,0.0578] src=density_proxy score=8.50931",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_005,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.0587999949455262,0.0707999949455262,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",REVIEW_REQUIRED: confirm D-alpha morphology manually,REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,REVIEW_REQUIRED: confirm soft-X / edge activity consistency,missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.012,optional support only; do not assign label from geometry alone,True,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,ok,13,0.5933333333333333,0.6166666666666667,-0.1428418850650016,0.0,0.0,1,"DENSITY_CONTEXT_CHANGE@[0.0588,0.0708] src=density_proxy score=5.23636",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_006,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.1587999949455263,0.1707999949455263,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",REVIEW_REQUIRED: confirm D-alpha morphology manually,REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,"review overlapping soft-X/edge activity evidence: SOFTX_SHARP_CHANGE@[0.1588,0.1708] src=softx_combined_proxy score=15.2182",missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.012,optional support only; do not assign label from geometry alone,True,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,ok,13,0.5933333333333333,0.6166666666666667,-0.1750866620565545,0.0,0.1538461538461538,1,"SOFTX_SHARP_CHANGE@[0.1588,0.1708] src=softx_combined_proxy score=15.2182",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_007,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.2477999949455264,0.2597999949455264,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",REVIEW_REQUIRED: confirm D-alpha morphology manually,REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,"review overlapping soft-X/edge activity evidence: SOFTX_SHARP_CHANGE@[0.2478,0.2598] src=softx_combined_proxy score=10.5811",missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.012,optional support only; do not assign label from geometry alone,True,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,ok,13,0.5933333333333333,0.6166666666666667,-0.2311662685248531,0.0,0.9230769230769232,1,"SOFTX_SHARP_CHANGE@[0.2478,0.2598] src=softx_combined_proxy score=10.5811",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_008,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.2677999949455264,0.2797999949455264,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients",D_ALPHA_SHARP_CHANGE from dalpha_proxy,REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,"review overlapping soft-X/edge activity evidence: DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.0119999999999999,optional support only; do not assign label from geometry alone,True,D_ALPHA_SHARP_CHANGE from dalpha_proxy,D-alpha proxy sharp change,ok,13,0.4822222222222221,0.6277777777777778,-0.5124956198432868,0.0,1.0,3,"DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_009,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.2677999949455264,0.2797999949455264,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients","overlapping physical D-alpha marker: DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,"review overlapping soft-X/edge activity evidence: DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.0119999999999999,optional support only; do not assign label from geometry alone,True,DENSITY_CONTEXT_CHANGE from density_proxy,density proxy sharp change,ok,13,0.4822222222222221,0.6277777777777778,-0.5124956198432868,0.0,1.0,3,"DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
11768,11768_CANDIDATE_010,UNLABELABLE,UNLABELABLE,UNLABELABLE,0.2687999949455264,0.2807999949455264,unlabelable,0_PROVISIONAL,KEEP_UNLABELABLE,True,"missing critical independent diagnostics: NBI power, Thomson Te/ne profile gradients","overlapping physical D-alpha marker: DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",REVIEW_REQUIRED: confirm profile-gradient / pedestal proxy,"review overlapping soft-X/edge activity evidence: DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",missing critical independent diagnostics; keep excluded unless external evidence exists,,"HARDENING_REVIEW_REQUIRED. Assign label using physical diagnostics first; inspect UNNS audit columns only after label decision. Control/stress-test shot. Retained for audit, but excluded from physical-window validation because key diagnostics needed for independent L/H labeling are absent.",v0_1_conservative,Accepted only L_MODE/LH_TRANSITION rows initially marked ACCEPT; kept H_MODE_STABLE excluded pending external or stronger physical support; kept AMBIGUOUS/UNLABELABLE excluded; UNNS audit columns not used for label acceptance.,0.0119999999999999,optional support only; do not assign label from geometry alone,True,SOFTX_SHARP_CHANGE from softx_combined_proxy,soft-X combined proxy sharp change,ok,13,0.4822222222222221,0.6277777777777778,-0.5412376670980259,0.0,1.0,3,"DENSITY_CONTEXT_CHANGE@[0.2678,0.2798] src=density_proxy score=40.284; D_ALPHA_SHARP_CHANGE@[0.2678,0.2798] src=dalpha_proxy score=294.752; SOFTX_SHARP_CHANGE@[0.2688,0.2808] src=softx_combined_proxy score=26.3895",outputs\reports\tokamark_physical_window_label_preview_shot_11768.csv
