summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
6646.5869140625,-0.06720000505447388,,-0.06720000505447388,,-0.06720000505447388,,-0.06720000505447388,,-0.06720000505447388
6531.69677734375,-0.06695000505447388,,-0.06695000505447388,,-0.06718000505447387,,-0.06718000505447387,,-0.06718000505447387
7436.2861328125,-0.06670000505447388,,-0.06670000505447388,,-0.06716000505447386,,-0.06716000505447386,,-0.06716000505447386
7326.9853515625,-0.06645000505447388,,-0.06645000505447388,,-0.06714000505447386,,-0.06714000505447386,,-0.06714000505447386
5469.60205078125,-0.06620000505447388,,-0.06620000505447388,,-0.06712000505447385,,-0.06712000505447385,,-0.06712000505447385
4967.3828125,-0.06595000505447388,,-0.06595000505447388,,-0.06710000505447385,,-0.06710000505447385,,-0.06710000505447385
3643.793701171875,-0.06570000505447388,,-0.06570000505447388,,-0.06708000505447384,,-0.06708000505447384,,-0.06708000505447384
4618.52490234375,-0.06545000505447388,,-0.06545000505447388,,-0.06706000505447383,,-0.06706000505447383,,-0.06706000505447383
5438.64013671875,-0.06520000505447388,,-0.06520000505447388,,-0.06704000505447383,,-0.06704000505447383,,-0.06704000505447383
5714.70654296875,-0.06495000505447387,,-0.06495000505447387,,-0.06702000505447382,,-0.06702000505447382,,-0.06702000505447382
4456.31591796875,-0.06470000505447387,,-0.06470000505447387,,-0.06700000505447382,,-0.06700000505447382,,-0.06700000505447382
3325.9375,-0.06445000505447387,,-0.06445000505447387,,-0.06698000505447381,,-0.06698000505447381,,-0.06698000505447381
1998.8779296875,-0.06420000505447387,,-0.06420000505447387,,-0.0669600050544738,,-0.0669600050544738,,-0.0669600050544738
1045.8050537109375,-0.06395000505447387,,-0.06395000505447387,,-0.0669400050544738,,-0.0669400050544738,,-0.0669400050544738
1248.788818359375,-0.06370000505447387,,-0.06370000505447387,,-0.06692000505447379,,-0.06692000505447379,,-0.06692000505447379
2429.719970703125,-0.06345000505447387,,-0.06345000505447387,,-0.06690000505447379,,-0.06690000505447379,,-0.06690000505447379
3850.79736328125,-0.06320000505447387,,-0.06320000505447387,,-0.06688000505447378,,-0.06688000505447378,,-0.06688000505447378
3357.90234375,-0.06295000505447387,,-0.06295000505447387,,-0.06686000505447377,,-0.06686000505447377,,-0.06686000505447377
4099.9306640625,-0.06270000505447387,,-0.06270000505447387,,-0.06684000505447377,,-0.06684000505447377,,-0.06684000505447377
2998.476318359375,-0.06245000505447387,,-0.06245000505447387,,-0.06682000505447376,,-0.06682000505447376,,-0.06682000505447376
2101.623291015625,-0.06220000505447387,,-0.06220000505447387,,-0.06680000505447375,,-0.06680000505447375,,-0.06680000505447375
2623.835205078125,-0.06195000505447387,,-0.06195000505447387,,-0.06678000505447375,,-0.06678000505447375,,-0.06678000505447375
5135.955078125,-0.06170000505447387,,-0.06170000505447387,,-0.06676000505447374,,-0.06676000505447374,,-0.06676000505447374
5334.01708984375,-0.06145000505447387,,-0.06145000505447387,,-0.06674000505447374,,-0.06674000505447374,,-0.06674000505447374
4518.25146484375,-0.06120000505447387,,-0.06120000505447387,,-0.06672000505447373,,-0.06672000505447373,,-0.06672000505447373
3431.8955078125,-0.06095000505447387,,-0.06095000505447387,,-0.06670000505447372,,-0.06670000505447372,,-0.06670000505447372
2326.994873046875,-0.06070000505447387,,-0.06070000505447387,,-0.06668000505447372,,-0.06668000505447372,,-0.06668000505447372
4523.52783203125,-0.06045000505447387,,-0.06045000505447387,,-0.06666000505447371,,-0.06666000505447371,,-0.06666000505447371
6229.92578125,-0.06020000505447387,,-0.06020000505447387,,-0.0666400050544737,,-0.0666400050544737,,-0.0666400050544737
9166.4091796875,-0.05995000505447387,,-0.05995000505447387,,-0.0666200050544737,,-0.0666200050544737,,-0.0666200050544737
8191.18896484375,-0.05970000505447387,,-0.05970000505447387,,-0.0666000050544737,,-0.0666000050544737,,-0.0666000050544737
10683.9267578125,-0.05945000505447387,,-0.05945000505447387,,-0.06658000505447369,,-0.06658000505447369,,-0.06658000505447369
8930.1171875,-0.05920000505447387,,-0.05920000505447387,,-0.06656000505447368,,-0.06656000505447368,,-0.06656000505447368
8631.578125,-0.05895000505447387,,-0.05895000505447387,,-0.06654000505447367,,-0.06654000505447367,,-0.06654000505447367
7138.080078125,-0.05870000505447387,,-0.05870000505447387,,-0.06652000505447367,,-0.06652000505447367,,-0.06652000505447367
5600.9853515625,-0.05845000505447387,,-0.05845000505447387,,-0.06650000505447366,,-0.06650000505447366,,-0.06650000505447366
5575.98779296875,-0.05820000505447387,,-0.05820000505447387,,-0.06648000505447366,,-0.06648000505447366,,-0.06648000505447366
5335.3134765625,-0.05795000505447387,,-0.05795000505447387,,-0.06646000505447365,,-0.06646000505447365,,-0.06646000505447365
3209.915283203125,-0.05770000505447387,,-0.05770000505447387,,-0.06644000505447364,,-0.06644000505447364,,-0.06644000505447364
1396.17626953125,-0.05745000505447387,,-0.05745000505447387,,-0.06642000505447364,,-0.06642000505447364,,-0.06642000505447364
-1265.5831298828125,-0.05720000505447387,,-0.05720000505447387,,-0.06640000505447363,,-0.06640000505447363,,-0.06640000505447363
-1574.042724609375,-0.05695000505447387,,-0.05695000505447387,,-0.06638000505447363,,-0.06638000505447363,,-0.06638000505447363
1028.1912841796875,-0.05670000505447387,,-0.05670000505447387,,-0.06636000505447362,,-0.06636000505447362,,-0.06636000505447362
2654.860107421875,-0.05645000505447387,,-0.05645000505447387,,-0.06634000505447361,,-0.06634000505447361,,-0.06634000505447361
862.4024658203125,-0.05620000505447387,,-0.05620000505447387,,-0.06632000505447361,,-0.06632000505447361,,-0.06632000505447361
1104.064697265625,-0.05595000505447387,,-0.05595000505447387,,-0.0663000050544736,,-0.0663000050544736,,-0.0663000050544736
-1387.0208740234375,-0.05570000505447387,,-0.05570000505447387,,-0.0662800050544736,,-0.0662800050544736,,-0.0662800050544736
-2274.86767578125,-0.055450005054473867,,-0.055450005054473867,,-0.06626000505447359,,-0.06626000505447359,,-0.06626000505447359
-3663.26708984375,-0.055200005054473866,,-0.055200005054473866,,-0.06624000505447358,,-0.06624000505447358,,-0.06624000505447358
-1232.5155029296875,-0.054950005054473866,,-0.054950005054473866,,-0.06622000505447358,,-0.06622000505447358,,-0.06622000505447358
-238.91348266601562,-0.054700005054473866,,-0.054700005054473866,,-0.06620000505447357,,-0.06620000505447357,,-0.06620000505447357
-226.71856689453125,-0.054450005054473866,,-0.054450005054473866,,-0.06618000505447356,,-0.06618000505447356,,-0.06618000505447356
-3623.744873046875,-0.054200005054473865,,-0.054200005054473865,,-0.06616000505447356,,-0.06616000505447356,,-0.06616000505447356
-5353.486328125,-0.053950005054473865,,-0.053950005054473865,,-0.06614000505447355,,-0.06614000505447355,,-0.06614000505447355
-5785.873046875,-0.053700005054473865,,-0.053700005054473865,,-0.06612000505447355,,-0.06612000505447355,,-0.06612000505447355
-5983.83203125,-0.053450005054473865,,-0.053450005054473865,,-0.06610000505447354,,-0.06610000505447354,,-0.06610000505447354
-2520.22412109375,-0.053200005054473865,,-0.053200005054473865,,-0.06608000505447353,,-0.06608000505447353,,-0.06608000505447353
-161.28443908691406,-0.052950005054473864,,-0.052950005054473864,,-0.06606000505447353,,-0.06606000505447353,,-0.06606000505447353
-559.3712768554688,-0.052700005054473864,,-0.052700005054473864,,-0.06604000505447352,,-0.06604000505447352,,-0.06604000505447352
114.81968688964844,-0.052450005054473864,,-0.052450005054473864,,-0.06602000505447352,,-0.06602000505447352,,-0.06602000505447352
808.3363647460938,-0.052200005054473864,,-0.052200005054473864,,-0.06600000505447351,,-0.06600000505447351,,-0.06600000505447351
87.02640533447266,-0.05195000505447386,,-0.05195000505447386,,-0.0659800050544735,,-0.0659800050544735,,-0.0659800050544735
2750.714599609375,-0.05170000505447386,,-0.05170000505447386,,-0.0659600050544735,,-0.0659600050544735,,-0.0659600050544735
3998.559814453125,-0.05145000505447386,,-0.05145000505447386,,-0.06594000505447349,,-0.06594000505447349,,-0.06594000505447349
5841.68212890625,-0.05120000505447386,,-0.05120000505447386,,-0.06592000505447349,,-0.06592000505447349,,-0.06592000505447349
7754.4658203125,-0.05095000505447386,,-0.05095000505447386,,-0.06590000505447348,,-0.06590000505447348,,-0.06590000505447348
5947.5400390625,-0.05070000505447386,,-0.05070000505447386,,-0.06588000505447347,,-0.06588000505447347,,-0.06588000505447347
6758.34912109375,-0.05045000505447386,,-0.05045000505447386,,-0.06586000505447347,,-0.06586000505447347,,-0.06586000505447347
7974.810546875,-0.05020000505447386,,-0.05020000505447386,,-0.06584000505447346,,-0.06584000505447346,,-0.06584000505447346
9196.8291015625,-0.04995000505447386,,-0.04995000505447386,,-0.06582000505447345,,-0.06582000505447345,,-0.06582000505447345
9788.3193359375,-0.04970000505447386,,-0.04970000505447386,,-0.06580000505447345,,-0.06580000505447345,,-0.06580000505447345
9637.6162109375,-0.04945000505447386,,-0.04945000505447386,,-0.06578000505447344,,-0.06578000505447344,,-0.06578000505447344
8933.7373046875,-0.04920000505447386,,-0.04920000505447386,,-0.06576000505447344,,-0.06576000505447344,,-0.06576000505447344
8563.19921875,-0.04895000505447386,,-0.04895000505447386,,-0.06574000505447343,,-0.06574000505447343,,-0.06574000505447343
6177.244140625,-0.04870000505447386,,-0.04870000505447386,,-0.06572000505447342,,-0.06572000505447342,,-0.06572000505447342
6593.78564453125,-0.04845000505447386,,-0.04845000505447386,,-0.06570000505447342,,-0.06570000505447342,,-0.06570000505447342
6243.26123046875,-0.04820000505447386,,-0.04820000505447386,,-0.06568000505447341,,-0.06568000505447341,,-0.06568000505447341
6966.90673828125,-0.04795000505447386,,-0.04795000505447386,,-0.0656600050544734,,-0.0656600050544734,,-0.0656600050544734
7094.2587890625,-0.04770000505447386,,-0.04770000505447386,,-0.0656400050544734,,-0.0656400050544734,,-0.0656400050544734
6306.40234375,-0.04745000505447386,,-0.04745000505447386,,-0.0656200050544734,,-0.0656200050544734,,-0.0656200050544734
4951.02001953125,-0.04720000505447386,,-0.04720000505447386,,-0.06560000505447339,,-0.06560000505447339,,-0.06560000505447339
2765.1259765625,-0.04695000505447386,,-0.04695000505447386,,-0.06558000505447338,,-0.06558000505447338,,-0.06558000505447338
5142.9267578125,-0.04670000505447386,,-0.04670000505447386,,-0.06556000505447337,,-0.06556000505447337,,-0.06556000505447337
4568.41259765625,-0.04645000505447386,,-0.04645000505447386,,-0.06554000505447337,,-0.06554000505447337,,-0.06554000505447337
5439.603515625,-0.04620000505447386,,-0.04620000505447386,,-0.06552000505447336,,-0.06552000505447336,,-0.06552000505447336
4929.9755859375,-0.04595000505447386,,-0.04595000505447386,,-0.06550000505447336,,-0.06550000505447336,,-0.06550000505447336
4005.846435546875,-0.04570000505447386,,-0.04570000505447386,,-0.06548000505447335,,-0.06548000505447335,,-0.06548000505447335
3460.415771484375,-0.04545000505447386,,-0.04545000505447386,,-0.06546000505447334,,-0.06546000505447334,,-0.06546000505447334
2995.66796875,-0.04520000505447386,,-0.04520000505447386,,-0.06544000505447334,,-0.06544000505447334,,-0.06544000505447334
2466.6494140625,-0.04495000505447386,,-0.04495000505447386,,-0.06542000505447333,,-0.06542000505447333,,-0.06542000505447333
1822.4796142578125,-0.04470000505447386,,-0.04470000505447386,,-0.06540000505447333,,-0.06540000505447333,,-0.06540000505447333
1322.9073486328125,-0.04445000505447386,,-0.04445000505447386,,-0.06538000505447332,,-0.06538000505447332,,-0.06538000505447332
-1428.3427734375,-0.044200005054473857,,-0.044200005054473857,,-0.06536000505447331,,-0.06536000505447331,,-0.06536000505447331
-1740.628173828125,-0.043950005054473856,,-0.043950005054473856,,-0.06534000505447331,,-0.06534000505447331,,-0.06534000505447331
-2017.5137939453125,-0.043700005054473856,,-0.043700005054473856,,-0.0653200050544733,,-0.0653200050544733,,-0.0653200050544733
-1129.49462890625,-0.043450005054473856,,-0.043450005054473856,,-0.0653000050544733,,-0.0653000050544733,,-0.0653000050544733
668.3529052734375,-0.043200005054473856,,-0.043200005054473856,,-0.06528000505447329,,-0.06528000505447329,,-0.06528000505447329
1227.66845703125,-0.042950005054473855,,-0.042950005054473855,,-0.06526000505447328,,-0.06526000505447328,,-0.06526000505447328
948.365478515625,-0.042700005054473855,,-0.042700005054473855,,-0.06524000505447328,,-0.06524000505447328,,-0.06524000505447328
-589.0596923828125,-0.042450005054473855,,-0.042450005054473855,,-0.06522000505447327,,-0.06522000505447327,,-0.06522000505447327
-1093.14404296875,-0.042200005054473855,,-0.042200005054473855,,-0.06520000505447326,,-0.06520000505447326,,-0.06520000505447326
-437.3734436035156,-0.041950005054473855,,-0.041950005054473855,,-0.06518000505447326,,-0.06518000505447326,,-0.06518000505447326
653.512939453125,-0.041700005054473854,,-0.041700005054473854,,-0.06516000505447325,,-0.06516000505447325,,-0.06516000505447325
1361.03173828125,-0.041450005054473854,,-0.041450005054473854,,-0.06514000505447325,,-0.06514000505447325,,-0.06514000505447325
2260.416748046875,-0.041200005054473854,,-0.041200005054473854,,-0.06512000505447324,,-0.06512000505447324,,-0.06512000505447324
2386.252197265625,-0.040950005054473854,,-0.040950005054473854,,-0.06510000505447323,,-0.06510000505447323,,-0.06510000505447323
985.4451293945312,-0.04070000505447385,,-0.04070000505447385,,-0.06508000505447323,,-0.06508000505447323,,-0.06508000505447323
-523.9898681640625,-0.04045000505447385,,-0.04045000505447385,,-0.06506000505447322,,-0.06506000505447322,,-0.06506000505447322
3071.859375,-0.04020000505447385,,-0.04020000505447385,,-0.06504000505447322,,-0.06504000505447322,,-0.06504000505447322
4250.3447265625,-0.03995000505447385,,-0.03995000505447385,,-0.06502000505447321,,-0.06502000505447321,,-0.06502000505447321
4775.486328125,-0.03970000505447385,,-0.03970000505447385,,-0.0650000050544732,,-0.0650000050544732,,-0.0650000050544732
4380.69482421875,-0.03945000505447385,,-0.03945000505447385,,-0.0649800050544732,,-0.0649800050544732,,-0.0649800050544732
2674.604248046875,-0.03920000505447385,,-0.03920000505447385,,-0.06496000505447319,,-0.06496000505447319,,-0.06496000505447319
1113.3131103515625,-0.03895000505447385,,-0.03895000505447385,,-0.06494000505447318,,-0.06494000505447318,,-0.06494000505447318
-404.6925354003906,-0.03870000505447385,,-0.03870000505447385,,-0.06492000505447318,,-0.06492000505447318,,-0.06492000505447318
1397.7425537109375,-0.03845000505447385,,-0.03845000505447385,,-0.06490000505447317,,-0.06490000505447317,,-0.06490000505447317
2331.72412109375,-0.03820000505447385,,-0.03820000505447385,,-0.06488000505447317,,-0.06488000505447317,,-0.06488000505447317
-308.5836486816406,-0.03795000505447385,,-0.03795000505447385,,-0.06486000505447316,,-0.06486000505447316,,-0.06486000505447316
949.78369140625,-0.03770000505447385,,-0.03770000505447385,,-0.06484000505447315,,-0.06484000505447315,,-0.06484000505447315
-202.9009552001953,-0.03745000505447385,,-0.03745000505447385,,-0.06482000505447315,,-0.06482000505447315,,-0.06482000505447315
-2005.4593505859375,-0.03720000505447385,,-0.03720000505447385,,-0.06480000505447314,,-0.06480000505447314,,-0.06480000505447314
-3049.61669921875,-0.03695000505447385,,-0.03695000505447385,,-0.06478000505447314,,-0.06478000505447314,,-0.06478000505447314
245.6757049560547,-0.03670000505447385,,-0.03670000505447385,,-0.06476000505447313,,-0.06476000505447313,,-0.06476000505447313
543.4829711914062,-0.03645000505447385,,-0.03645000505447385,,-0.06474000505447312,,-0.06474000505447312,,-0.06474000505447312
653.7761840820312,-0.03620000505447385,,-0.03620000505447385,,-0.06472000505447312,,-0.06472000505447312,,-0.06472000505447312
701.4649658203125,-0.03595000505447385,,-0.03595000505447385,,-0.06470000505447311,,-0.06470000505447311,,-0.06470000505447311
-1732.45458984375,-0.03570000505447385,,-0.03570000505447385,,-0.0646800050544731,,-0.0646800050544731,,-0.0646800050544731
-2121.27734375,-0.03545000505447385,,-0.03545000505447385,,-0.0646600050544731,,-0.0646600050544731,,-0.0646600050544731
-1629.4520263671875,-0.03520000505447385,,-0.03520000505447385,,-0.0646400050544731,,-0.0646400050544731,,-0.0646400050544731
-626.0165405273438,-0.03495000505447385,,-0.03495000505447385,,-0.06462000505447309,,-0.06462000505447309,,-0.06462000505447309
40.805419921875,-0.03470000505447385,,-0.03470000505447385,,-0.06460000505447308,,-0.06460000505447308,,-0.06460000505447308
-259.0029602050781,-0.03445000505447385,,-0.03445000505447385,,-0.06458000505447307,,-0.06458000505447307,,-0.06458000505447307
-2599.373046875,-0.03420000505447385,,-0.03420000505447385,,-0.06456000505447307,,-0.06456000505447307,,-0.06456000505447307
-3782.28955078125,-0.03395000505447385,,-0.03395000505447385,,-0.06454000505447306,,-0.06454000505447306,,-0.06454000505447306
-3499.382568359375,-0.03370000505447385,,-0.03370000505447385,,-0.06452000505447306,,-0.06452000505447306,,-0.06452000505447306
-2705.58056640625,-0.03345000505447385,,-0.03345000505447385,,-0.06450000505447305,,-0.06450000505447305,,-0.06450000505447305
301.4085388183594,-0.03320000505447385,,-0.03320000505447385,,-0.06448000505447304,,-0.06448000505447304,,-0.06448000505447304
1375.858642578125,-0.03295000505447385,,-0.03295000505447385,,-0.06446000505447304,,-0.06446000505447304,,-0.06446000505447304
-71.31314849853516,-0.032700005054473846,,-0.032700005054473846,,-0.06444000505447303,,-0.06444000505447303,,-0.06444000505447303
1213.9678955078125,-0.032450005054473846,,-0.032450005054473846,,-0.06442000505447303,,-0.06442000505447303,,-0.06442000505447303
-1058.2935791015625,-0.032200005054473846,,-0.032200005054473846,,-0.06440000505447302,,-0.06440000505447302,,-0.06440000505447302
374.2431640625,-0.031950005054473846,,-0.031950005054473846,,-0.06438000505447301,,-0.06438000505447301,,-0.06438000505447301
1440.20849609375,-0.031700005054473845,,-0.031700005054473845,,-0.06436000505447301,,-0.06436000505447301,,-0.06436000505447301
3454.652099609375,-0.031450005054473845,,-0.031450005054473845,,-0.064340005054473,,-0.064340005054473,,-0.064340005054473
2890.004638671875,-0.031200005054473845,,-0.031200005054473845,,-0.064320005054473,,-0.064320005054473,,-0.064320005054473
2444.288818359375,-0.030950005054473845,,-0.030950005054473845,,-0.06430000505447299,,-0.06430000505447299,,-0.06430000505447299
2413.97607421875,-0.030700005054473845,,-0.030700005054473845,,-0.06428000505447298,,-0.06428000505447298,,-0.06428000505447298
