label,array_path,source,values_shape,values_dtype,time_shape,time_min,time_max,time_count,finite_count,total_count,finite_fraction,min,p05,median,mean,p95,max,std,chunks,total_chunks,downloaded_chunks,missing_chunks
summary_power_nbi,summary/power_nbi,summary,"(2189,)",float64,"(2189,)",-0.06080000847578049,0.48619999152422,2189,1985,2189,0.9068067610781179,-8939.0947265625,-1093.259130859375,944095.25,626147.4530321166,1307389.75,1347403.25,604981.9687539652,[2189],1,1,0
summary_ip,summary/ip,summary,"(2189,)",float64,"(2189,)",-0.06080000847578049,0.48619999152422,2189,2189,2189,1.0,-20237.751953125,1420.403857421875,462785.78125,423933.9455679174,777629.65,784489.0625,321704.6025130289,[2189],1,1,0
interferometer_n_e_line,interferometer/n_e_line,interferometer,"(2189,)",float64,"(2189,)",-0.06080000847578049,0.48619999152422,2189,1966,2189,0.8981269986295112,-7.08551681217921e+17,2.5423825949645865e+18,8.555125813083216e+19,8.487823186127862e+19,1.591942731692224e+20,1.6375901004114375e+20,5.140415383265838e+19,[2189],1,1,0
dalpha_voltage,spectrometer_visible/filter_spectrometer_dalpha_voltage,spectrometer_visible,"(3, 27360)",float64,"(27360,)",-0.06080000847578049,0.4863799915241972,27360,74457,82080,0.9071271929824561,-0.01220703125,-0.0048828125,0.36865234375,0.45130271813764994,1.123046875,4.01611328125,0.37153147310580953,"[2, 13680]",4,4,0
soft_x_lower,soft_x_rays/horizontal_cam_lower,soft_x_rays,"(18, 27360)",float64,"(27360,)",-0.06080000847578049,0.4863799915241972,27360,446742,492480,0.9071271929824561,-0.009860992431640625,-0.002288818359375,0.00026702880859375,0.00897364943840541,0.040435791015625,0.056610107421875,0.014629573256595961,"[5, 13680]",8,8,0
soft_x_upper,soft_x_rays/horizontal_cam_upper,soft_x_rays,"(18, 27360)",float64,"(27360,)",-0.06080000847578049,0.4863799915241972,27360,446742,492480,0.9071271929824561,-0.07808685302734375,-0.00335693359375,0.00152587890625,0.008015902352746887,0.036163330078125,0.06259918212890625,0.013939541631467692,"[5, 13680]",8,8,0
equilibrium_q95,equilibrium/q95,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,2.215648889541626,4.9693180322647095,6.778987169265747,8.32976151506106,15.270946741104128,15.941062927246094,3.724805844707787,[110],1,1,0
equilibrium_elongation,equilibrium/elongation,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,1.2163758277893066,1.3892203271389008,1.741460144519806,1.764888498518202,2.088663709163666,2.11384654045105,0.1987704182100088,[110],1,1,0
equilibrium_triangularity_upper,equilibrium/triangularity_upper,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,0.11613274365663528,0.17145980149507523,0.3688375949859619,0.3335410498289598,0.394380559027195,0.43996796011924744,0.07157627917704489,[110],1,1,0
equilibrium_triangularity_lower,equilibrium/triangularity_lower,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,0.19280341267585754,0.21296317875385284,0.45349057018756866,0.39315225349532235,0.4793787062168121,0.48174890875816345,0.09802182842406984,[110],1,1,0
equilibrium_minor_radius,equilibrium/minor_radius,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,0.3953598141670227,0.45522128492593766,0.614493191242218,0.5846945904195309,0.631785973906517,0.6460369825363159,0.058380130749467844,[110],1,1,0
equilibrium_beta_normal,equilibrium/beta_normal,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,-21.865795135498047,0.07272371677681806,1.1925320625305176,0.8357072847947065,2.1666754841804505,2.262387990951538,2.803665792353185,[110],1,1,0
equilibrium_beta_pol,equilibrium/beta_pol,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,-5.512839317321777,0.025792527757585053,0.25361141562461853,0.15753164313112697,0.36300145387649535,0.37577110528945923,0.6844498877506066,[110],1,1,0
equilibrium_whmd,equilibrium/whmd,equilibrium,"(110,)",float64,"(110,)",-0.06080000847578049,0.4841999915242192,110,72,110,0.6545454545454545,4287.35498046875,9982.3017578125,152787.2890625,127004.39230685764,199590.540625,200981.375,67946.49440166671,[110],1,1,0
