summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
16451.05078125,-0.0674000084400177,,-0.0674000084400177,,-0.0674000084400177,,-0.0674000084400177,,-0.0674000084400177
15947.583984375,-0.0671500084400177,,-0.0671500084400177,,-0.0673800084400177,,-0.0673800084400177,,-0.0673800084400177
15950.2900390625,-0.0669000084400177,,-0.0669000084400177,,-0.06736000844001769,,-0.06736000844001769,,-0.06736000844001769
14829.0283203125,-0.0666500084400177,,-0.0666500084400177,,-0.06734000844001768,,-0.06734000844001768,,-0.06734000844001768
15207.408203125,-0.0664000084400177,,-0.0664000084400177,,-0.06732000844001768,,-0.06732000844001768,,-0.06732000844001768
13304.1279296875,-0.0661500084400177,,-0.0661500084400177,,-0.06730000844001767,,-0.06730000844001767,,-0.06730000844001767
14297.19140625,-0.0659000084400177,,-0.0659000084400177,,-0.06728000844001766,,-0.06728000844001766,,-0.06728000844001766
15577.6796875,-0.0656500084400177,,-0.0656500084400177,,-0.06726000844001766,,-0.06726000844001766,,-0.06726000844001766
15894.216796875,-0.0654000084400177,,-0.0654000084400177,,-0.06724000844001765,,-0.06724000844001765,,-0.06724000844001765
15162.7265625,-0.0651500084400177,,-0.0651500084400177,,-0.06722000844001765,,-0.06722000844001765,,-0.06722000844001765
12278.419921875,-0.0649000084400177,,-0.0649000084400177,,-0.06720000844001764,,-0.06720000844001764,,-0.06720000844001764
11526.9091796875,-0.0646500084400177,,-0.0646500084400177,,-0.06718000844001763,,-0.06718000844001763,,-0.06718000844001763
12078.166015625,-0.0644000084400177,,-0.0644000084400177,,-0.06716000844001763,,-0.06716000844001763,,-0.06716000844001763
11459.896484375,-0.0641500084400177,,-0.0641500084400177,,-0.06714000844001762,,-0.06714000844001762,,-0.06714000844001762
10568.85546875,-0.0639000084400177,,-0.0639000084400177,,-0.06712000844001761,,-0.06712000844001761,,-0.06712000844001761
9997.7998046875,-0.0636500084400177,,-0.0636500084400177,,-0.06710000844001761,,-0.06710000844001761,,-0.06710000844001761
8496.5791015625,-0.0634000084400177,,-0.0634000084400177,,-0.0670800084400176,,-0.0670800084400176,,-0.0670800084400176
6023.0263671875,-0.0631500084400177,,-0.0631500084400177,,-0.0670600084400176,,-0.0670600084400176,,-0.0670600084400176
6939.17822265625,-0.0629000084400177,,-0.0629000084400177,,-0.06704000844001759,,-0.06704000844001759,,-0.06704000844001759
7064.78466796875,-0.0626500084400177,,-0.0626500084400177,,-0.06702000844001758,,-0.06702000844001758,,-0.06702000844001758
7533.6337890625,-0.062400008440017696,,-0.062400008440017696,,-0.06700000844001758,,-0.06700000844001758,,-0.06700000844001758
7939.900390625,-0.062150008440017696,,-0.062150008440017696,,-0.06698000844001757,,-0.06698000844001757,,-0.06698000844001757
7384.3134765625,-0.061900008440017695,,-0.061900008440017695,,-0.06696000844001757,,-0.06696000844001757,,-0.06696000844001757
6164.69970703125,-0.061650008440017695,,-0.061650008440017695,,-0.06694000844001756,,-0.06694000844001756,,-0.06694000844001756
5858.72216796875,-0.061400008440017695,,-0.061400008440017695,,-0.06692000844001755,,-0.06692000844001755,,-0.06692000844001755
6382.89306640625,-0.061150008440017695,,-0.061150008440017695,,-0.06690000844001755,,-0.06690000844001755,,-0.06690000844001755
7358.6044921875,-0.060900008440017694,,-0.060900008440017694,,-0.06688000844001754,,-0.06688000844001754,,-0.06688000844001754
8761.087890625,-0.060650008440017694,,-0.060650008440017694,,-0.06686000844001753,,-0.06686000844001753,,-0.06686000844001753
8646.955078125,-0.060400008440017694,,-0.060400008440017694,,-0.06684000844001753,,-0.06684000844001753,,-0.06684000844001753
8518.2236328125,-0.060150008440017694,,-0.060150008440017694,,-0.06682000844001752,,-0.06682000844001752,,-0.06682000844001752
8063.603515625,-0.059900008440017694,,-0.059900008440017694,,-0.06680000844001752,,-0.06680000844001752,,-0.06680000844001752
6729.7412109375,-0.05965000844001769,,-0.05965000844001769,,-0.06678000844001751,,-0.06678000844001751,,-0.06678000844001751
7911.17578125,-0.05940000844001769,,-0.05940000844001769,,-0.0667600084400175,,-0.0667600084400175,,-0.0667600084400175
11325.8173828125,-0.05915000844001769,,-0.05915000844001769,,-0.0667400084400175,,-0.0667400084400175,,-0.0667400084400175
12015.51171875,-0.05890000844001769,,-0.05890000844001769,,-0.06672000844001749,,-0.06672000844001749,,-0.06672000844001749
10690.1328125,-0.05865000844001769,,-0.05865000844001769,,-0.06670000844001749,,-0.06670000844001749,,-0.06670000844001749
11312.349609375,-0.05840000844001769,,-0.05840000844001769,,-0.06668000844001748,,-0.06668000844001748,,-0.06668000844001748
6556.818359375,-0.05815000844001769,,-0.05815000844001769,,-0.06666000844001747,,-0.06666000844001747,,-0.06666000844001747
6640.0693359375,-0.05790000844001769,,-0.05790000844001769,,-0.06664000844001747,,-0.06664000844001747,,-0.06664000844001747
5905.734375,-0.05765000844001769,,-0.05765000844001769,,-0.06662000844001746,,-0.06662000844001746,,-0.06662000844001746
