time_s,S_power_balance,S_transport,S_edge_response,density_support,geometry_stability,missingness_pressure,C_edge_capacity,F_route_fragmentation,m_edge,nbi_proxy,density_proxy,dalpha_proxy,softx_lower_proxy,softx_upper_proxy,te_edge_median_proxy,te_core_median_proxy,te_profile_gradient_proxy,ne_edge_median_proxy,ne_core_median_proxy,ne_profile_gradient_proxy,q95_proxy,elongation_proxy,triangularity_upper_proxy,triangularity_lower_proxy,minor_radius_proxy,beta_normal_proxy,beta_pol_proxy,whmd_proxy,m_edge_state
-0.06920000910758972,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.06820000910758972,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.06720000910758972,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.06620000910758972,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.06520000910758972,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.06420000910758972,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.06320000910758972,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.062200009107589715,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.061200009107589715,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.060200009107589714,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05920000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05820000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05720000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05620000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05520000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05420000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05320000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.05220000910758971,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.051200009107589706,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.050200009107589705,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.049200009107589704,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0482000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0472000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0462000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0452000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0442000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0432000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0422000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.0412000091075897,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.040200009107589696,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.039200009107589695,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.038200009107589694,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.03720000910758969,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.03620000910758969,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.03520000910758969,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.03420000910758969,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.03320000910758969,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.03220000910758969,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.031200009107589688,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.030200009107589687,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.029200009107589686,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.028200009107589685,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.027200009107589684,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.026200009107589683,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.025200009107589683,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.02420000910758968,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.02320000910758968,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.02220000910758968,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.02120000910758968,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.020200009107589678,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.019200009107589677,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.018200009107589676,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.017200009107589675,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.016200009107589675,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.015200009107589674,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.014200009107589673,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.013200009107589672,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.012200009107589671,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.01120000910758967,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.01020000910758967,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,insufficient_data
-0.009200009107589668,0.5325226626210517,,0.6393275598482486,0.0021801320456547382,,0.4444444444444444,0.42694508391405067,0.5165084411343958,-0.08956335722034509,-0.36612653732299805,1.1771082865167565e+18,-0.0048828125,0.00022888183560556896,-3.814697256889972e-05,,,,,,,,,,,,,,,boundary_ambiguous_margin
-0.008200009107589668,0.2990010072412646,,0.6348547757577642,0.0027528556922429507,,0.4444444444444444,0.42415413573592375,0.32544526855093364,0.09870886718499011,-1.0981959104537964,1.2494421328511631e+18,-0.0048828125,1.907348641693112e-05,-1.907348631036378e-05,,,,,,,,,,,,,,,boundary_ambiguous_margin
-0.007200009107589667,0.5326655967932652,,0.6422289804939829,0.00178625817004051,,0.4444444444444444,0.42874807305266877,0.5166253872752977,-0.08787731422262895,-0.36612653732299805,1.12736280706338e+18,-0.0048828125,0.0003433227537618309,-1.907348629202022e-05,,,,,,,,,,,,,,,boundary_ambiguous_margin
-0.006200009107589666,0.765573302845997,,0.639270105973552,0.0030666850673110196,,0.4444444444444444,0.42720229900480505,0.7071862376820783,-0.2799839386772733,0.36612653732299805,1.2890781526429532e+18,-0.0048828125,0.00030517578088312886,-0.00015258789051493865,,,,,,,,,,,,,,,negative_leakage_margin
-0.005200009107589665,0.5316355250355818,,0.6423151613015434,0.004624756123866237,,0.4444444444444444,0.42975169290898435,0.5157826012917386,-0.08603090838275423,-0.36612653732299805,1.4858593979334656e+18,-0.0048828125,0.0002288818357138833,0.00015258789053182638,,,,,,,,,,,,,,,boundary_ambiguous_margin
-0.004200009107589664,0.532626225585678,,0.643240168678895,0.0018947507011114082,,0.4444444444444444,0.42945836268630044,0.51659317446909,-0.08713481178278959,-0.36612653732299805,1.1410651958466314e+18,-0.0048828125,0.00019073486314876876,0.0002670288086316018,,,,,,,,,,,,,,,boundary_ambiguous_margin
-0.003200009107589663,0.7655755921084735,,0.6366128643115204,0.003060376704027724,,0.4444444444444444,0.42542870177568953,0.7071881107150136,-0.2817594089393241,0.36612653732299805,1.288281419029676e+18,-0.004882812497540216,-0.00013351440383566553,0.0003147125243468028,,,,,,,,,,,,,,,negative_leakage_margin
-0.002200009107589662,0.5315319055995852,,0.6419964481834586,0.004910293082684108,,0.4444444444444444,0.4296343964832004,0.515697821753196,-0.08606342526999561,-0.36612653732299805,1.5219221423739372e+18,-0.002441406252497053,0.0003814697262503684,1.950822587238471e-14,,,,,,,,,,,,,,,boundary_ambiguous_margin
-0.0012000091075896613,0.29797124390414265,,0.6171410560365775,0.005590503752723111,,0.4444444444444444,0.4132908719419594,0.32460273491147024,0.08868813703048917,-1.0981959104537964,1.6078313838985871e+18,0.029296875,0.0001144409183845373,-3.814697261665121e-05,,,,,,,,,,,,,,,boundary_ambiguous_margin
-0.0002000091075896604,0.764570627206141,,0.6181461870584017,0.005829689421962115,,0.4444444444444444,0.4140406878462552,0.7063658667040144,-0.29232517885775916,0.36612653732299805,1.6380400535548723e+18,0.024414062502571592,0.00011444091812947449,-0.0001525878907857245,,,,,,,,,,,,,,,negative_leakage_margin
0.0007999908924103405,0.5308792892713858,,0.6359072728278662,0.006708663049057735,,0.4444444444444444,0.42617440290159675,0.5151638629392146,-0.08898946003761782,-0.36612653732299805,1.7490526573701366e+18,0.012207031247391139,0.0004959106445006775,-1.9073486328125e-05,,,,,,,,,,,,,,,boundary_ambiguous_margin
0.0017999908924103414,0.7647449369507231,,0.540953522303535,0.005349356037770845,,0.4444444444444444,0.36241880021494693,0.7065084837677633,-0.3440896835528164,0.36612653732299805,1.577374911809192e+18,0.15136718749735387,7.629394509543457e-05,-0.00038146972612836913,,,,,,,,,,,,,,,negative_leakage_margin
0.0027999908924103423,0.763594134142006,,0.4677545253444899,0.008520544252023634,,0.4444444444444444,0.31467653164700116,0.7055669178333585,-0.3908903861863573,0.36612653732299805,1.9778896144126444e+18,0.2880859374973166,1.4465206376462758e-12,5.722045825063272e-05,,,,,,,,,,,,,,,negative_leakage_margin
