window_label,state,start_time,end_time,duration,start_index,end_index,point_count,interpretability_flag,interpretability_notes,m_edge__during_median,m_edge__before_median,m_edge__after_median,m_edge__delta_vs_before,m_edge__delta_vs_after,m_edge__trend,m_edge__slope_per_s,C_edge_capacity__during_median,C_edge_capacity__before_median,C_edge_capacity__after_median,C_edge_capacity__delta_vs_before,C_edge_capacity__delta_vs_after,C_edge_capacity__trend,C_edge_capacity__slope_per_s,F_route_fragmentation__during_median,F_route_fragmentation__before_median,F_route_fragmentation__after_median,F_route_fragmentation__delta_vs_before,F_route_fragmentation__delta_vs_after,F_route_fragmentation__trend,F_route_fragmentation__slope_per_s,S_edge_response__during_median,S_edge_response__before_median,S_edge_response__after_median,S_edge_response__delta_vs_before,S_edge_response__delta_vs_after,S_edge_response__trend,S_edge_response__slope_per_s,S_power_balance__during_median,S_power_balance__before_median,S_power_balance__after_median,S_power_balance__delta_vs_before,S_power_balance__delta_vs_after,S_power_balance__trend,S_power_balance__slope_per_s,S_transport__during_median,S_transport__before_median,S_transport__after_median,S_transport__delta_vs_before,S_transport__delta_vs_after,S_transport__trend,S_transport__slope_per_s,density_support__during_median,density_support__before_median,density_support__after_median,density_support__delta_vs_before,density_support__delta_vs_after,density_support__trend,density_support__slope_per_s,geometry_stability__during_median,geometry_stability__before_median,geometry_stability__after_median,geometry_stability__delta_vs_before,geometry_stability__delta_vs_after,geometry_stability__trend,geometry_stability__slope_per_s,missingness_pressure__during_median,missingness_pressure__before_median,missingness_pressure__after_median,missingness_pressure__delta_vs_before,missingness_pressure__delta_vs_after,missingness_pressure__trend,missingness_pressure__slope_per_s,nbi_proxy__during_median,nbi_proxy__before_median,nbi_proxy__after_median,nbi_proxy__delta_vs_before,nbi_proxy__delta_vs_after,nbi_proxy__trend,nbi_proxy__slope_per_s,density_proxy__during_median,density_proxy__before_median,density_proxy__after_median,density_proxy__delta_vs_before,density_proxy__delta_vs_after,density_proxy__trend,density_proxy__slope_per_s,dalpha_proxy__during_median,dalpha_proxy__before_median,dalpha_proxy__after_median,dalpha_proxy__delta_vs_before,dalpha_proxy__delta_vs_after,dalpha_proxy__trend,dalpha_proxy__slope_per_s,softx_lower_proxy__during_median,softx_lower_proxy__before_median,softx_lower_proxy__after_median,softx_lower_proxy__delta_vs_before,softx_lower_proxy__delta_vs_after,softx_lower_proxy__trend,softx_lower_proxy__slope_per_s,softx_upper_proxy__during_median,softx_upper_proxy__before_median,softx_upper_proxy__after_median,softx_upper_proxy__delta_vs_before,softx_upper_proxy__delta_vs_after,softx_upper_proxy__trend,softx_upper_proxy__slope_per_s,te_profile_gradient_proxy__during_median,te_profile_gradient_proxy__before_median,te_profile_gradient_proxy__after_median,te_profile_gradient_proxy__delta_vs_before,te_profile_gradient_proxy__delta_vs_after,te_profile_gradient_proxy__trend,te_profile_gradient_proxy__slope_per_s,ne_profile_gradient_proxy__during_median,ne_profile_gradient_proxy__before_median,ne_profile_gradient_proxy__after_median,ne_profile_gradient_proxy__delta_vs_before,ne_profile_gradient_proxy__delta_vs_after,ne_profile_gradient_proxy__trend,ne_profile_gradient_proxy__slope_per_s,te_edge_median_proxy__during_median,te_edge_median_proxy__before_median,te_edge_median_proxy__after_median,te_edge_median_proxy__delta_vs_before,te_edge_median_proxy__delta_vs_after,te_edge_median_proxy__trend,te_edge_median_proxy__slope_per_s,te_core_median_proxy__during_median,te_core_median_proxy__before_median,te_core_median_proxy__after_median,te_core_median_proxy__delta_vs_before,te_core_median_proxy__delta_vs_after,te_core_median_proxy__trend,te_core_median_proxy__slope_per_s,ne_edge_median_proxy__during_median,ne_edge_median_proxy__before_median,ne_edge_median_proxy__after_median,ne_edge_median_proxy__delta_vs_before,ne_edge_median_proxy__delta_vs_after,ne_edge_median_proxy__trend,ne_edge_median_proxy__slope_per_s,ne_core_median_proxy__during_median,ne_core_median_proxy__before_median,ne_core_median_proxy__after_median,ne_core_median_proxy__delta_vs_before,ne_core_median_proxy__delta_vs_after,ne_core_median_proxy__trend,ne_core_median_proxy__slope_per_s
negative_001,negative_leakage_margin,-0.0090000057220458,0.0789999942779542,0.08800000000000001,60,148,89,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;edge_response_low,-0.5354802357583466,-0.5726606463806161,-0.396476659360189,0.03718041062226951,-0.13900357639815758,increase,2.049987000558754,0.2422975420194311,0.2051171313971617,0.3813011184175887,0.0371804106222694,-0.13900357639815758,increase,2.049987000558753,0.7777777777777778,1.0,0.7777777777777778,-0.2222222222222222,0.0,flat,0.0,0.2422975420194311,0.2051171313971617,0.3813011184175887,0.0371804106222694,-0.13900357639815758,increase,2.049987000558753,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,1.0,0.7777777777777778,-0.2222222222222222,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.0005149841314545,0.0002861022949742,0.0005722045889469,0.00022888183648029996,-5.7220457492400054e-05,increase,0.005852092392595454,0.0001716613771022,-3.814697279601044e-05,0.0043869018551123,0.00020980834989821044,-0.0042152404780101,increase,0.043348832563548975,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_002,negative_leakage_margin,0.0809999942779542,0.1189999942779542,0.038000000000000006,150,188,39,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity,-0.3960135897651906,-0.413360740714959,-0.1515482318057458,0.01734715094976841,-0.24446535795944477,increase,5.1592162476507095,0.3817641880125872,0.3644170370628188,0.626229545972032,0.01734715094976841,-0.24446535795944474,increase,5.15921624765071,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.3817641880125872,0.3644170370628188,0.626229545972032,0.01734715094976841,-0.24446535795944474,increase,5.15921624765071,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.0008201599121093,0.0006484985355493,0.0013542175303479,0.00017166137656000001,-0.0005340576182386,increase,0.023590890975881577,0.0040245056121293,0.0041007995604595,0.0102996826158178,-7.62939483301998e-05,-0.006275177003688501,increase,0.08281908535425263,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
peak_positive,peak_positive_window,0.1459999942779543,0.1539999942779543,0.008000000000000007,215,223,9,fragile_positive_candidate,high_missingness_pressure;capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.1080129021724128,0.0631313132250094,-0.0502580144654778,0.044881588947403406,0.1582709166378906,decrease,-12.075243085986926,0.8857906799501907,0.8409090910027872,0.7275197633123,0.04488158894740346,0.15827091663789072,decrease,-12.075243085986928,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.8857906799501907,0.8409090910027872,0.7275197633123,0.04488158894740346,0.15827091663789072,decrease,-12.075243085986928,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.0030326843257295,0.0021839141854828,0.0024032592766857,0.0008487701402467001,0.0006294250490438001,decrease,-0.0023841860087000003,0.0126838684087691,0.0142002105698032,0.0085258483885402,-0.0015163421610341014,0.0041580200202288985,decrease,-0.6556510922464368,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_003,negative_leakage_margin,0.1929999942779543,0.1959999942779543,0.0030000000000000027,262,265,4,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;m_edge_lower_than_before,-0.26889087535344136,-0.1521963326112824,-0.1920336115730948,-0.11669454274215896,-0.07685726378034657,decrease,-23.91985346278851,0.5088869024243364,0.6255814451664954,0.585744166204683,-0.11669454274215896,-0.07685726378034652,decrease,-23.919853462788517,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.5088869024243364,0.6255814451664954,0.585744166204683,-0.11669454274215896,-0.07685726378034652,decrease,-23.919853462788517,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.00268936157192015,0.0033378601064301,0.0032424926738224,-0.0006484985345099501,-0.0005531311019022498,decrease,-0.4704793290450663,0.0018501281743248,0.0032043457032757,0.0015830993665807,-0.0013542175289509002,0.0002670288077441,increase,0.6866455073009328,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_004,negative_leakage_margin,0.2169999942779543,0.2199999942779543,0.0030000000000000027,286,289,4,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;m_edge_lower_than_before,-0.3764817437739466,-0.216509870425246,-0.3367421474926932,-0.1599718733487006,-0.0397395962812534,decrease,-33.40941917408003,0.40129603400383107,0.5612679073525317,0.4410356302850846,-0.15997187334870067,-0.03973959628125351,decrease,-33.40941917408005,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.40129603400383107,0.5612679073525317,0.4410356302850846,-0.15997187334870067,-0.03973959628125351,decrease,-33.40941917408005,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.00188827514665175,0.0026321411139381,0.0022697448651713,-0.00074386596728635,-0.0003814697185195498,decrease,-0.2543131514030998,0.00147819519051605,0.0038528442391873,0.0011920928949513,-0.0023746490486712497,0.0002861022955647501,decrease,-0.23523966437836644,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_005,negative_leakage_margin,0.2219999942779543,0.2359999942779543,0.013999999999999985,291,305,15,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;m_edge_lower_than_before,-0.3324871726771225,-0.2288848046521505,-0.2946574303328539,-0.10360236802497202,-0.03782974234426861,increase,4.702455977459924,0.4452906051006552,0.5488929731256272,0.4831203474449238,-0.10360236802497202,-0.03782974234426861,increase,4.702455977459922,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.4452906051006552,0.5488929731256272,0.4831203474449238,-0.10360236802497202,-0.03782974234426861,increase,4.702455977459922,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.0023269653310768,0.0026321411139381,0.0026512146006121,-0.00030517578286130007,-0.0003242492695352999,increase,0.0115803304667643,0.0011920928949513,0.0020980834874057,0.0009346008287067,-0.0009059905924544002,0.0002574920662446,increase,0.10490417430312153,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_006,negative_leakage_margin,0.2379999942779543,0.2469999942779543,0.009000000000000008,307,316,10,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;m_edge_lower_than_before,-0.3566232644654921,-0.3252377446531133,-0.3338886835497057,-0.031385519812378804,-0.022734580915786395,decrease,-11.474220297514723,0.42115451331228565,0.4525400331246645,0.44388909422807205,-0.03138551981237886,-0.022734580915786395,decrease,-11.474220297514716,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.42115451331228565,0.4525400331246645,0.44388909422807205,-0.03138551981237886,-0.022734580915786395,decrease,-11.474220297514716,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.0021362304631077503,0.0024032592777847,0.0023937225337586,-0.0002670288146769495,-0.00025749207065084954,decrease,-0.10172526041695545,0.00087261200192575,0.0010681152345537,0.00086784362859665,-0.00019550323262794997,4.768373329099994e-06,decrease,-0.03814697282945551,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_007,negative_leakage_margin,0.2489999942779543,0.2679999942779544,0.0190000000000001,318,337,20,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;m_edge_lower_than_before,-0.3686221077804702,-0.3548744511160384,-0.3627628742144604,-0.01374765666443184,-0.005859233566009814,decrease,-14.5401132910424,0.40915566999730746,0.4229033266617393,0.4150149035633173,-0.01374765666443184,-0.005859233566009814,decrease,-14.540113291042397,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.40915566999730746,0.4229033266617393,0.4150149035633173,-0.01374765666443184,-0.005859233566009814,decrease,-14.540113291042397,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,0.00205039978156445,0.0021362304692899,0.0022315979008943,-8.583068772545022e-05,-0.00018119811932984986,decrease,-0.14656468420802027,0.0007057189950713,0.0008201599123793,0.0007152557343173,-0.00011444091730800001,-9.536739246000011e-06,increase,0.004015470609431557,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_008,negative_leakage_margin,0.2699999942779544,0.3549999942779545,0.08500000000000008,339,424,86,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;edge_response_low;m_edge_lower_than_before,-0.7416576548181537,-0.3947498669353663,-0.7383549489203616,-0.3469077878827874,-0.0033027058977921353,decrease,-4.224826929341234,0.03612012295962415,0.3830279108424115,0.0394228288574161,-0.34690778788278737,-0.003302705897791955,decrease,-4.224826929341235,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.0,-0.11111111111111105,flat,0.0,0.03612012295962415,0.3830279108424115,0.0394228288574161,-0.34690778788278737,-0.003302705897791955,decrease,-4.224826929341235,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.0,-0.11111111111111105,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,-0.00102996826177395,0.0017738342357192,-0.0013351440450057,-0.00280380249749315,0.00030517578323175005,decrease,-0.03657621506735173,-0.00119209289458725,0.000705718994428,-0.0004768371642524,-0.00189781188901525,-0.00071525573033485,decrease,-0.020644244068459983,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
peak_negative,peak_negative_window,0.2799999942779544,0.2879999942779544,0.008000000000000007,349,357,9,fragile_negative_candidate,high_missingness_pressure;fragmentation_exceeds_capacity;edge_response_low;m_edge_lower_than_before,-0.7624989390839397,-0.3627628742144604,-0.7701383587050908,-0.3997360648694793,0.007639419621151111,decrease,-19.554039735249546,0.015278838693838,0.4150149035633173,0.0076394190726869,-0.39973606486947927,0.007639419621151101,decrease,-19.554039735249543,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,0.015278838693838,0.4150149035633173,0.0076394190726869,-0.39973606486947927,0.007639419621151101,decrease,-19.554039735249543,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,,,,,,na,,-0.0010681152349468,0.0022315979008943,-0.0011730194090728,-0.0032997131358410998,0.00010490417412599993,decrease,-0.15974044752317484,-0.0020599365227178,0.0004386901849977,-0.0020599365237502,-0.0024986267077155002,1.032399860045885e-12,decrease,-0.16212463390253734,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
