summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.05800000578165054,3928.836669921875,-0.05800000578165054,,-0.05800000578165054,,-0.05800000578165054,,-0.05800000578165054,,-0.05800000578165054
,-0.05775000578165054,2241.204833984375,-0.05775000578165054,,-0.05775000578165054,,-0.057980005781650544,,-0.057980005781650544,,-0.057980005781650544
,-0.05750000578165054,2832.46826171875,-0.05750000578165054,,-0.05750000578165054,,-0.057960005781650545,,-0.057960005781650545,,-0.057960005781650545
,-0.05725000578165054,3971.045654296875,-0.05725000578165054,,-0.05725000578165054,,-0.057940005781650546,,-0.057940005781650546,,-0.057940005781650546
,-0.05700000578165054,2532.00439453125,-0.05700000578165054,,-0.05700000578165054,,-0.057920005781650546,,-0.057920005781650546,,-0.057920005781650546
,-0.05675000578165054,5388.41455078125,-0.05675000578165054,,-0.05675000578165054,,-0.05790000578165055,,-0.05790000578165055,,-0.05790000578165055
,-0.05650000578165054,6067.9384765625,-0.05650000578165054,,-0.05650000578165054,,-0.05788000578165055,,-0.05788000578165055,,-0.05788000578165055
,-0.05625000578165054,6021.38037109375,-0.05625000578165054,,-0.05625000578165054,,-0.05786000578165055,,-0.05786000578165055,,-0.05786000578165055
,-0.05600000578165054,5309.0009765625,-0.05600000578165054,,-0.05600000578165054,,-0.05784000578165055,,-0.05784000578165055,,-0.05784000578165055
,-0.05575000578165054,4789.357421875,-0.05575000578165054,,-0.05575000578165054,,-0.05782000578165055,,-0.05782000578165055,,-0.05782000578165055
,-0.05550000578165054,2866.480712890625,-0.05550000578165054,,-0.05550000578165054,,-0.05780000578165055,,-0.05780000578165055,,-0.05780000578165055
,-0.05525000578165054,4565.513671875,-0.05525000578165054,,-0.05525000578165054,,-0.05778000578165055,,-0.05778000578165055,,-0.05778000578165055
,-0.05500000578165054,4685.5458984375,-0.05500000578165054,,-0.05500000578165054,,-0.05776000578165055,,-0.05776000578165055,,-0.05776000578165055
,-0.05475000578165054,4581.19580078125,-0.05475000578165054,,-0.05475000578165054,,-0.057740005781650554,,-0.057740005781650554,,-0.057740005781650554
,-0.05450000578165054,4712.78369140625,-0.05450000578165054,,-0.05450000578165054,,-0.057720005781650555,,-0.057720005781650555,,-0.057720005781650555
,-0.05425000578165054,3711.3486328125,-0.05425000578165054,,-0.05425000578165054,,-0.057700005781650555,,-0.057700005781650555,,-0.057700005781650555
,-0.05400000578165054,1965.48974609375,-0.05400000578165054,,-0.05400000578165054,,-0.057680005781650556,,-0.057680005781650556,,-0.057680005781650556
,-0.05375000578165054,1878.873779296875,-0.05375000578165054,,-0.05375000578165054,,-0.05766000578165056,,-0.05766000578165056,,-0.05766000578165056
