window_label,state,start_time,end_time,duration,start_index,end_index,point_count,interpretability_flag,interpretability_notes,m_edge__during_median,m_edge__before_median,m_edge__after_median,m_edge__delta_vs_before,m_edge__delta_vs_after,m_edge__trend,m_edge__slope_per_s,C_edge_capacity__during_median,C_edge_capacity__before_median,C_edge_capacity__after_median,C_edge_capacity__delta_vs_before,C_edge_capacity__delta_vs_after,C_edge_capacity__trend,C_edge_capacity__slope_per_s,F_route_fragmentation__during_median,F_route_fragmentation__before_median,F_route_fragmentation__after_median,F_route_fragmentation__delta_vs_before,F_route_fragmentation__delta_vs_after,F_route_fragmentation__trend,F_route_fragmentation__slope_per_s,S_edge_response__during_median,S_edge_response__before_median,S_edge_response__after_median,S_edge_response__delta_vs_before,S_edge_response__delta_vs_after,S_edge_response__trend,S_edge_response__slope_per_s,S_power_balance__during_median,S_power_balance__before_median,S_power_balance__after_median,S_power_balance__delta_vs_before,S_power_balance__delta_vs_after,S_power_balance__trend,S_power_balance__slope_per_s,S_transport__during_median,S_transport__before_median,S_transport__after_median,S_transport__delta_vs_before,S_transport__delta_vs_after,S_transport__trend,S_transport__slope_per_s,density_support__during_median,density_support__before_median,density_support__after_median,density_support__delta_vs_before,density_support__delta_vs_after,density_support__trend,density_support__slope_per_s,geometry_stability__during_median,geometry_stability__before_median,geometry_stability__after_median,geometry_stability__delta_vs_before,geometry_stability__delta_vs_after,geometry_stability__trend,geometry_stability__slope_per_s,missingness_pressure__during_median,missingness_pressure__before_median,missingness_pressure__after_median,missingness_pressure__delta_vs_before,missingness_pressure__delta_vs_after,missingness_pressure__trend,missingness_pressure__slope_per_s,nbi_proxy__during_median,nbi_proxy__before_median,nbi_proxy__after_median,nbi_proxy__delta_vs_before,nbi_proxy__delta_vs_after,nbi_proxy__trend,nbi_proxy__slope_per_s,density_proxy__during_median,density_proxy__before_median,density_proxy__after_median,density_proxy__delta_vs_before,density_proxy__delta_vs_after,density_proxy__trend,density_proxy__slope_per_s,dalpha_proxy__during_median,dalpha_proxy__before_median,dalpha_proxy__after_median,dalpha_proxy__delta_vs_before,dalpha_proxy__delta_vs_after,dalpha_proxy__trend,dalpha_proxy__slope_per_s,softx_lower_proxy__during_median,softx_lower_proxy__before_median,softx_lower_proxy__after_median,softx_lower_proxy__delta_vs_before,softx_lower_proxy__delta_vs_after,softx_lower_proxy__trend,softx_lower_proxy__slope_per_s,softx_upper_proxy__during_median,softx_upper_proxy__before_median,softx_upper_proxy__after_median,softx_upper_proxy__delta_vs_before,softx_upper_proxy__delta_vs_after,softx_upper_proxy__trend,softx_upper_proxy__slope_per_s,te_profile_gradient_proxy__during_median,te_profile_gradient_proxy__before_median,te_profile_gradient_proxy__after_median,te_profile_gradient_proxy__delta_vs_before,te_profile_gradient_proxy__delta_vs_after,te_profile_gradient_proxy__trend,te_profile_gradient_proxy__slope_per_s,ne_profile_gradient_proxy__during_median,ne_profile_gradient_proxy__before_median,ne_profile_gradient_proxy__after_median,ne_profile_gradient_proxy__delta_vs_before,ne_profile_gradient_proxy__delta_vs_after,ne_profile_gradient_proxy__trend,ne_profile_gradient_proxy__slope_per_s,te_edge_median_proxy__during_median,te_edge_median_proxy__before_median,te_edge_median_proxy__after_median,te_edge_median_proxy__delta_vs_before,te_edge_median_proxy__delta_vs_after,te_edge_median_proxy__trend,te_edge_median_proxy__slope_per_s,te_core_median_proxy__during_median,te_core_median_proxy__before_median,te_core_median_proxy__after_median,te_core_median_proxy__delta_vs_before,te_core_median_proxy__delta_vs_after,te_core_median_proxy__trend,te_core_median_proxy__slope_per_s,ne_edge_median_proxy__during_median,ne_edge_median_proxy__before_median,ne_edge_median_proxy__after_median,ne_edge_median_proxy__delta_vs_before,ne_edge_median_proxy__delta_vs_after,ne_edge_median_proxy__trend,ne_edge_median_proxy__slope_per_s,ne_core_median_proxy__during_median,ne_core_median_proxy__before_median,ne_core_median_proxy__after_median,ne_core_median_proxy__delta_vs_before,ne_core_median_proxy__delta_vs_after,ne_core_median_proxy__trend,ne_core_median_proxy__slope_per_s
positive_001,positive_boundary_margin,0.1347999949455263,0.1397999949455263,0.0050000000000000044,202,207,6,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.23349513291826712,0.2087316906250056,0.2555665237895852,0.024763442293261523,-0.022071390871318097,increase,9.883037844880606,0.732506246151772,0.6920274392851979,0.7537321007878747,0.04047880686657401,-0.021225854636102715,increase,9.883037844880596,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,flat,0.0,0.7309163231424363,0.691231903960374,0.722605591765308,0.039684419182062225,0.008310731377128233,increase,12.400018795515832,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,0.7326757746181759,0.6973334475384143,0.7835158014307624,0.03534232707976159,-0.05084002681258648,increase,4.849075943610144,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,flat,0.0,,,,,,na,,0.21728515621586114,0.21118164063595718,0.2270507812660258,0.006103515579903962,-0.00976562505016465,increase,2.4414062622691004,0.0008392333981134,0.00104904174787735,0.0007438659662672,-0.00020980834976395003,9.536743184620003e-05,increase,0.030517578110319982,0.0017452239985182002,0.0005054473882508,0.0022315978996359,0.0012397766102674001,-0.0004863739011177,increase,0.26321411141279977,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_002,positive_boundary_margin,0.1477999949455263,0.1527999949455263,0.0050000000000000044,215,220,6,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.27952097467361425,0.2410418670420746,0.2384690715595252,0.038479107631539666,0.041051903114089044,decrease,-49.777486534119,0.7805750783664629,0.7397791628577329,0.7739108040180783,0.04079591550872996,0.006664274348384569,increase,4.114731747185837,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,increase,53.89221828130486,0.7601023981595416,0.7356068636647781,0.738704484572605,0.024495534494763493,0.021397913586936657,increase,2.999310541062747,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,increase,65.86826678826151,,,,,,na,,,,,,,na,,0.8283426933585208,0.7644089805375265,0.8443224372285763,0.06393371282099436,-0.015979743870055407,increase,6.345574159432016,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,increase,3222.311019897458,,,,,,na,,0.22705078124571393,0.2270507812660258,0.2368164062754923,-2.0311863302424626e-11,-0.009765625029778374,flat,-8.124739769854721e-09,0.00073909759529685,0.0008201599121093,0.0004386901860733,-8.106231681244999e-05,0.00030040740922355,decrease,-0.06294250513961995,0.00263214111265915,0.0021743774415923,0.0030517578127585,0.00045776367106685,-0.00041961670009934985,increase,0.19454956042311983,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
peak_positive,peak_positive_window,0.1507999949455263,0.1587999949455263,0.008000000000000007,218,226,9,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.2647292859908673,0.2555665237895852,0.2647292859908673,0.009162762201282093,0.0,decrease,-1.1029825432409952,0.7760702190516806,0.7537321007878747,0.7760702190516806,0.02233811826380594,0.0,decrease,-1.1029825432409952,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,flat,0.0,0.7407875075327199,0.722605591765308,0.7147810743171819,0.018181915767411905,0.026006433215538083,decrease,-2.8697926301441385,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,flat,0.0,,,,,,na,,,,,,,na,,0.8437762717269063,0.7929052978189428,0.8793087666351947,0.05087097390796347,-0.03553249490828847,increase,2.430637630565333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,flat,0.0,,,,,,na,,0.2416992187415771,0.2270507812421361,0.2368164062754923,0.014648437499441003,0.004882812466084796,increase,2.441406249962736,0.0005912780757153,0.0007438659662672,0.0004386901860733,-0.00015258789055189995,0.00015258788964200002,decrease,-0.05483627303233745,0.0030517578127585,0.0022315978996359,0.0024414062499324,0.0008201599131225997,0.0006103515628260998,increase,0.05483627320419994,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_003,positive_boundary_margin,0.1577999949455263,0.1647999949455263,0.007000000000000006,225,232,8,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high,0.2532711794198235,0.2555665237895852,0.285505564491796,-0.002295344369761698,-0.03223438507197246,increase,43.49885970081147,0.7646121124806369,0.7752384657089304,0.7861937309525703,-0.010626353228293528,-0.021581618471933406,increase,5.004418071308021,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,decrease,-38.49444162950347,0.7194328819638474,0.7407875075327199,0.735658546940041,-0.021354625568872576,-0.0162256649761936,increase,4.822598185036414,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,decrease,-47.048761991615365,,,,,,na,,,,,,,na,,0.8669998149629722,0.8434121613924616,0.8870789931362151,0.023587653570510625,-0.020079178173242895,increase,5.368057843851188,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,decrease,-2301.6507284981844,,,,,,na,,0.2331542969051696,0.23193359375,0.2514648436805297,0.001220703155169589,-0.018310546775360093,decrease,-2.0926339261009983,0.00037670135511305,0.0005912780763005,0.0006198883056295,-0.00021457672118745,-0.00024318695051645,increase,0.14441353893789988,0.00275611877470925,0.0028800964353538,0.002613067626408,-0.00012397766064454986,0.00014305114830125013,decrease,-0.1825605112493427,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_004,positive_boundary_margin,0.1667999949455263,0.1717999949455263,0.0050000000000000044,234,239,6,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.2896398466634279,0.2418130728487797,0.2569222907815303,0.0478267738146482,0.03271755588189762,decrease,-67.82303088875447,0.7915201142525898,0.7752384657089304,0.7685353504311498,0.016281648543659433,0.02298476382143999,increase,5.6663582566585715,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,increase,73.48938914541303,0.7338275637481,0.7357510998607478,0.7111931707225309,-0.001923536112647839,0.022634393025569133,increase,7.148207489074226,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,increase,89.8203645110604,,,,,,na,,,,,,,na,,0.910061939633257,0.8702394403536001,0.8832197098483878,0.039822499279656864,0.026842229784869165,increase,2.702659791827242,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,increase,4394.060516357418,,,,,,na,,0.25024414062977046,0.2368164062754923,0.2539062500363749,0.013427734354278159,-0.0036621094066044413,increase,0.976562510316197,0.0006628036499022,0.0004386901860733,0.0004577636724363,0.0002241134638289,0.0002050399774659,increase,0.003814697187319991,0.0027561187746590497,0.002613067626408,0.0028610229495029,0.00014305114825104983,-0.00010490417484385018,increase,0.1945495607950599,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_005,positive_boundary_margin,0.1757999949455263,0.1807999949455263,0.004999999999999977,243,248,6,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high,0.25705835407593336,0.285505564491796,0.2265354099728711,-0.028447210415862623,0.03052294410306225,decrease,-36.81864651815035,0.7676388720429839,0.7861937309525703,0.7443617342018759,-0.018554858909586414,0.023277137841107964,decrease,-2.5350096784829366,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,increase,34.28363683966742,0.7092599367088965,0.731996580556159,0.6755025832852061,-0.022736643847262483,0.03375735342369046,decrease,-3.9406315194808488,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,increase,41.90222280403796,,,,,,na,,,,,,,na,,0.8842990096104617,0.8870789931362151,0.8835624485535731,-0.002779983525753371,0.0007365610568885739,increase,0.2762340035128887,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,increase,2049.879264831553,,,,,,na,,0.26000976563878964,0.2514648436805297,0.2734375000574898,0.008544921958259954,-0.013427734418700155,increase,4.882812492643047,0.0002861022954919,0.0006198883056295,0.0003814697268547,-0.0003337860101376,-9.536743136280004e-05,decrease,-0.03433227541922017,0.0028419494624189,0.0026512145991848,0.0020217895536929,0.00019073486323409978,0.0008201599087259998,increase,0.03433227523002012,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_006,positive_boundary_margin,0.1877999949455263,0.1957999949455263,0.008000000000000007,255,263,9,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high,0.2310265808008869,0.2556735871828109,0.2272891912453144,-0.02464700638192402,0.0037373895555724845,decrease,-15.36484821129255,0.7404228214203347,0.7502324069168854,0.7403806606073435,-0.009809585496550755,4.216081299113217e-05,decrease,-3.1176367180956843,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,increase,12.247211493196863,0.6857028540835889,0.6820292447313767,0.674242219776893,0.0036736093522121704,0.01146063430669586,decrease,-3.339376851428638,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,increase,14.968814047240619,,,,,,na,,,,,,,na,,0.865961624825295,0.8854990574747313,0.8686921055042724,-0.019537432649436304,-0.0027304806789774094,decrease,-2.6741564514298046,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,increase,732.2824299335473,,,,,,na,,0.2880859375288465,0.2709960937221597,0.2929687500100288,0.017089843806686766,-0.00488281248118233,decrease,-0.9155273475362413,0.0006008148220778,0.000343322753464,0.0014495849621995,0.00025749206861380003,-0.0008487701401217,decrease,-0.04291534382889996,0.0020408630353064,0.0021934509286958,0.0012779235862227,-0.00015258789338939982,0.0007629394490837002,decrease,-0.02145767234267496,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_007,positive_boundary_margin,0.1977999949455263,0.2027999949455263,0.0050000000000000044,265,270,6,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.24949351983622636,0.2310265808008869,0.202431204345872,0.01846693903533947,0.04706231549035436,decrease,-91.3049392775171,0.7437688595454486,0.7423675138617002,0.7277202027427774,0.0014013456837483895,0.016048656802671202,decrease,-8.044682482592151,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,increase,83.26025679492494,0.6792840418606001,0.6874445238345743,0.6641582476345623,-0.008160481973974232,0.01512579422603777,decrease,-10.043829018451547,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,increase,101.76253608268608,,,,,,na,,,,,,,na,,0.8707153002097092,0.8726575422682444,0.8582544494456528,-0.0019422420585352151,0.012460850764056453,decrease,-4.046389410873315,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,increase,4978.277969360348,,,,,,na,,0.29174804692462597,0.2880859375288465,0.2905273437085564,0.0036621093957794892,0.0012207032160695963,increase,1.4648437559644498,0.00140190124314205,0.0006675720218687,0.0014495849621995,0.00073432922127335,-4.7683719057450055e-05,decrease,-0.011444091882359994,0.0011825561541652001,0.0020408630353064,0.0006198883045434,-0.0008583068811412,0.0005626678496218001,decrease,-0.2021789554078798,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_008,positive_boundary_margin,0.2167999949455263,0.2207999949455263,0.0040000000000000036,284,288,5,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.2323888412066923,0.202431204345872,0.162118271237648,0.029957636860820286,0.0702705699690443,increase,89.94731195658014,0.7226429642187834,0.7137721374066853,0.6900132202669333,0.008870826812098054,0.03262974395185003,decrease,-14.162652277772123,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,decrease,-104.10996423435225,0.6582625890646043,0.6414852727586864,0.6273589382792549,0.016777316305917944,0.0309036507853494,decrease,-17.77417095644938,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,decrease,-127.24551184198613,,,,,,na,,,,,,,na,,0.8514037145271415,0.8596008728280555,0.8038127673765577,-0.008197158300914054,0.04759094715058376,decrease,-6.939614920417608,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,decrease,-6224.9188423156675,,,,,,na,,0.2856445312392664,0.2880859374682464,0.2856445312282482,-0.002441406228979981,1.1018241874438672e-11,decrease,-0.6103515572449947,0.0013160705575566,0.0012397766091183,0.0009822845442542501,7.629394843829997e-05,0.00033378601330234987,decrease,-0.6628036473485245,0.0006008148194608,0.0005340576166983,0.00042915344139135,6.675720276250001e-05,0.00017166137806944997,decrease,-0.02384185837252498,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_009,positive_boundary_margin,0.2517999949455264,0.2547999949455264,0.0030000000000000027,319,322,4,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.21781480146898674,0.1647534498286974,0.1850271351126422,0.05306135164028933,0.03278766635634453,increase,126.14076149958233,0.7135180512508996,0.7070837410332294,0.6963680681734555,0.006434310217670269,0.017149983077444086,decrease,-12.626333158625924,0.5113409330608133,0.5113409330608133,0.5113409330608133,0.0,0.0,decrease,-138.76709465820824,0.6371231712492419,0.6293965525400205,0.6029828755630087,0.007726618709221422,0.034140295686233224,decrease,-20.506431395206047,0.5508981774446978,0.5508981774446978,0.5508981774446978,0.0,0.0,decrease,-169.6042268044768,,,,,,na,,,,,,,na,,0.8663078112542153,0.8661941716590521,0.8749408402615589,0.00011363959516319522,-0.00863302900734364,increase,3.133863314534244,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,flat,0.0,0.0,0.0,0.0,0.0,0.0,decrease,-8297.129948933913,,,,,,na,,0.30029296873765365,0.2856445312853314,0.2929687499514006,0.01464843745232225,0.007324218786253056,decrease,-1.627604222439829,0.00119209289634375,0.0010299682571153,0.0008010864246491,0.00016212463922844994,0.00039100647169465,decrease,-0.26067098000009975,0.0003385543804839,0.0002765655519418,0.0002670288091222,6.198882854210002e-05,7.15255713617e-05,decrease,-0.07947285881567373,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
