label,array_path,source,values_shape,values_dtype,time_shape,time_min,time_max,time_count,finite_count,total_count,finite_fraction,min,p05,median,mean,p95,max,std,chunks,total_chunks,downloaded_chunks,missing_chunks
summary_power_nbi,summary/power_nbi,summary,"(2172,)",float64,"(2172,)",-0.05620000511407852,0.486549994885922,2172,1987,2172,0.9148250460405156,-203515.9375,-86.01482772827146,10461.1396484375,806858.6811006195,1780017.9375,1805571.5,840306.5605845876,[2172],1,1,0
summary_ip,summary/ip,summary,"(2172,)",float64,"(2172,)",-0.05620000511407852,0.486549994885922,2172,2172,2172,1.0,-35481.04296875,-2830.6002319335935,534031.21875,360582.0821181108,583251.715625,683424.8125,248351.10320663636,[2172],1,1,0
interferometer_n_e_line,interferometer/n_e_line,interferometer,"(2172,)",float64,"(2172,)",-0.05620000511407852,0.486549994885922,2172,1966,2172,0.9051565377532228,-2.4391662157850214e+17,4.4448362284240077e+18,7.197548470858888e+19,7.0776129278773e+19,1.2932448509124569e+20,1.33641363454964e+20,4.342070463274506e+19,[2172],1,1,0
dalpha_voltage,spectrometer_visible/filter_spectrometer_dalpha_voltage,spectrometer_visible,"(3, 27140)",float64,"(27140,)",-0.05620000511407852,0.4865799948858993,27140,74487,81420,0.9148489314664702,-0.01220703125,-0.009765625,0.205078125,0.35468240787822036,1.0595703125,2.90771484375,0.3646150669820228,"[2, 13570]",4,4,0
soft_x_lower,soft_x_rays/horizontal_cam_lower,soft_x_rays,"(18, 27140)",float64,"(27140,)",-0.05620000511407852,0.4865799948858993,27140,446922,488520,0.9148489314664702,-0.0096893310546875,-0.002593994140625,0.001125335693359375,0.021160231965102673,0.10986328125,0.151214599609375,0.03615741948587945,"[5, 13570]",8,8,0
soft_x_upper,soft_x_rays/horizontal_cam_upper,soft_x_rays,"(18, 27140)",float64,"(27140,)",-0.05620000511407852,0.4865799948858993,27140,446922,488520,0.9148489314664702,-0.07808685302734375,-0.003662109375,0.00335693359375,0.019007749074087768,0.09765625,0.139007568359375,0.03164619974733984,"[5, 13570]",8,8,0
thomson_t_e,thomson_scattering/t_e,thomson_scattering,"(120, 109)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,3568,13080,0.272782874617737,1.3568390406204522,104.90974123751609,470.86864419952656,490.1788510470646,907.6898450650706,1323.5454661424737,282.2334451943545,"[120, 109]",1,1,0
thomson_n_e,thomson_scattering/n_e,thomson_scattering,"(120, 109)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,3568,13080,0.272782874617737,58107018196928.51,3.418059038351755e+17,7.874288824304569e+18,9.345843401187856e+18,2.592873226506677e+19,3.2482976998616363e+19,9.418283193602103e+18,"[120, 109]",1,1,0
equilibrium_q95,equilibrium/q95,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,4.9432549476623535,5.0740362167358395,6.919134616851807,8.879441267649332,15.859839153289794,16.796648025512695,3.6648543425524407,[109],1,1,0
equilibrium_elongation,equilibrium/elongation,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,1.238213300704956,1.3874294638633728,1.7281986474990845,1.7165658966700237,1.937445020675659,2.0592703819274902,0.14094014414690353,[109],1,1,0
equilibrium_triangularity_upper,equilibrium/triangularity_upper,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,0.07941070199012756,0.16166937351226807,0.33981624245643616,0.32000498284896217,0.3973987907171249,0.4332706928253174,0.07258472059557275,[109],1,1,0
equilibrium_triangularity_lower,equilibrium/triangularity_lower,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,0.18811577558517456,0.2056794434785843,0.40256837010383606,0.36896169364452364,0.4501952171325684,0.4521612823009491,0.08259886250478697,[109],1,1,0
equilibrium_minor_radius,equilibrium/minor_radius,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,0.4119475483894348,0.4891390562057495,0.5884450078010559,0.5713534839948018,0.6057285845279694,0.6073749661445618,0.040548213934486516,[109],1,1,0
equilibrium_beta_normal,equilibrium/beta_normal,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,-0.15086552500724792,0.28606651723384857,1.2818766832351685,1.4312748453517754,2.8198991060256957,2.965320348739624,0.8404769319352405,[109],1,1,0
equilibrium_beta_pol,equilibrium/beta_pol,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,-0.09653067588806152,0.14480907917022706,0.31964465975761414,0.3372306643426418,0.6011217534542084,0.6205006241798401,0.16511549550208476,[109],1,1,0
equilibrium_whmd,equilibrium/whmd,equilibrium,"(109,)",float64,"(109,)",-0.05620000511407852,0.4837999948859212,109,75,109,0.6880733944954128,4443.60498046875,9518.9626953125,107685.5390625,86522.23771484375,122597.48984375,124567.125,38120.29071326129,[109],1,1,0
