shot_id,rows,candidate_class,candidate_score,campaign,split_membership,core_required_present,profile_preferred_present,edge_activity_present,supporting_present,missing_core_required,missing_profile_preferred,missing_edge_activity,loaded_signal_arrays,failed_signal_arrays,raw_positive_count,raw_negative_count,raw_ambiguous_count,raw_insufficient_count,raw_positive_fraction,raw_negative_fraction,raw_ambiguous_fraction,raw_insufficient_fraction,conf_positive_count,conf_negative_count,conf_ambiguous_count,conf_low_confidence_count,conf_positive_fraction,conf_negative_fraction,conf_ambiguous_fraction,conf_low_confidence_fraction,m_edge_raw_finite_count,m_edge_raw_finite_fraction,m_edge_raw_min,m_edge_raw_median,m_edge_raw_mean,m_edge_raw_max,m_edge_raw_std,m_edge_conf_finite_count,m_edge_conf_finite_fraction,m_edge_conf_min,m_edge_conf_median,m_edge_conf_mean,m_edge_conf_max,m_edge_conf_std,m_edge_conf_simple_finite_count,m_edge_conf_simple_finite_fraction,m_edge_conf_simple_min,m_edge_conf_simple_median,m_edge_conf_simple_mean,m_edge_conf_simple_max,m_edge_conf_simple_std,delta_conf_minus_raw_finite_count,delta_conf_minus_raw_finite_fraction,delta_conf_minus_raw_min,delta_conf_minus_raw_median,delta_conf_minus_raw_mean,delta_conf_minus_raw_max,delta_conf_minus_raw_std,Q_power_finite_count,Q_power_finite_fraction,Q_power_min,Q_power_median,Q_power_mean,Q_power_max,Q_power_std,Q_density_finite_count,Q_density_finite_fraction,Q_density_min,Q_density_median,Q_density_mean,Q_density_max,Q_density_std,Q_edge_finite_count,Q_edge_finite_fraction,Q_edge_min,Q_edge_median,Q_edge_mean,Q_edge_max,Q_edge_std,Q_profile_finite_count,Q_profile_finite_fraction,Q_profile_min,Q_profile_median,Q_profile_mean,Q_profile_max,Q_profile_std,Q_geometry_finite_count,Q_geometry_finite_fraction,Q_geometry_min,Q_geometry_median,Q_geometry_mean,Q_geometry_max,Q_geometry_std,Q_missing_finite_count,Q_missing_finite_fraction,Q_missing_min,Q_missing_median,Q_missing_mean,Q_missing_max,Q_missing_std,Q_diag_finite_count,Q_diag_finite_fraction,Q_diag_min,Q_diag_median,Q_diag_mean,Q_diag_max,Q_diag_std,Q_capacity_finite_count,Q_capacity_finite_fraction,Q_capacity_min,Q_capacity_median,Q_capacity_mean,Q_capacity_max,Q_capacity_std,Q_fragmentation_finite_count,Q_fragmentation_finite_fraction,Q_fragmentation_min,Q_fragmentation_median,Q_fragmentation_mean,Q_fragmentation_max,Q_fragmentation_std,P_missing_critical_finite_count,P_missing_critical_finite_fraction,P_missing_critical_min,P_missing_critical_median,P_missing_critical_mean,P_missing_critical_max,P_missing_critical_std,confidence_structural_score,global_diagnostic_availability,output_csv,output_json,output_md,confidence_panel_rank
12046,451,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,val,8,2,2,9,,,,16,0,181,68,143,59,0.401330376940133,0.15077605321507762,0.3170731707317073,0.13082039911308205,181,92,119,59,0.401330376940133,0.2039911308203991,0.2638580931263858,0.13082039911308205,392,0.8691796008869179,-0.5569858641843879,0.17581128551990405,0.10610679934008391,0.5898142764000227,0.2544673911424908,451,1.0,-1.12,0.0995503019214119,-0.10468363430910045,0.5898142764000227,0.5041080216104055,451,1.0,-0.34966334807131016,0.1005301796405546,0.11191673742031678,0.5898142764000227,0.20694108309208598,392,0.8691796008869179,-0.4034568830307316,0.0,-0.05797496024162546,1.6653345369377348e-16,0.1070513573264981,451,1.0,0.3,1.0,0.9084257206208426,1.0,0.23604268029658998,451,1.0,0.0,1.0,0.8691796008869179,1.0,0.33720382899512863,451,1.0,0.0,1.0,0.8691796008869179,1.0,0.33720382899512863,451,1.0,0.0,1.0,0.6674057649667405,1.0,0.47114255789081544,451,1.0,0.0,1.0,0.6452328159645233,1.0,0.47844271252367815,451,1.0,0.0,1.0,0.7745750184774575,1.0,0.34778656881047143,451,1.0,0.06,1.0,0.799460458240946,1.0,0.32187913472842017,451,1.0,0.0,1.0,0.7941241685144125,1.0,0.3376977257600507,451,1.0,0.12,1.0,0.7852475979305247,1.0,0.3216503678161694,451,1.0,0.0,0.0,0.216260162601626,1.0,0.3464465675248539,8.335916647772958,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_12046_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12046_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12046_m_edge_confidence_revision.md,1
11941,521,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,train,8,2,2,9,,,,16,0,209,0,262,50,0.40115163147792704,0.0,0.5028790786948176,0.09596928982725528,195,96,180,50,0.3742802303262956,0.18426103646833014,0.345489443378119,0.09596928982725528,471,0.9040307101727447,-0.195754619080597,0.1801080273371262,0.1997260567733889,0.4789343272007058,0.17591300139499322,521,1.0,-1.12,0.07851459895342972,-0.00955173009429031,0.47893432720070583,0.4480293978697654,521,1.0,-0.1698610256848587,0.11356358919939966,0.17343823678912482,0.4789343272007058,0.17888155238761844,471,0.9040307101727447,-0.5104472999472027,0.0,-0.0913958049243979,1.6653345369377348e-16,0.1662092817870817,521,1.0,0.3,1.0,0.9328214971209213,1.0,0.2061843853599993,521,1.0,0.0,1.0,0.9040307101727447,1.0,0.29454912194285615,521,1.0,0.0,1.0,0.9040307101727447,1.0,0.29454912194285615,521,1.0,0.0,1.0,0.7197696737044146,1.0,0.4491116682072011,521,1.0,0.0,1.0,0.6429942418426103,1.0,0.4791165273708027,521,1.0,0.0,1.0,0.8050757091064193,1.0,0.3133088440654241,521,1.0,0.06,1.0,0.8326722115589679,1.0,0.28857749982613434,521,1.0,0.0,1.0,0.8241842610364682,1.0,0.30116624977212364,521,1.0,0.12,1.0,0.8220516101514183,1.0,0.2946952770407311,521,1.0,0.0,0.0,0.17462145446790361,1.0,0.31358352414300367,8.112437810396969,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_11941_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11941_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11941_m_edge_confidence_revision.md,2
12055,341,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,train,8,2,2,9,,,,16,0,154,28,118,41,0.45161290322580644,0.08211143695014662,0.3460410557184751,0.12023460410557185,151,99,50,41,0.44281524926686217,0.2903225806451613,0.1466275659824047,0.12023460410557185,300,0.8797653958944281,-0.3655771817863433,0.20690875176195184,0.18664215211181476,0.5058666422402907,0.21589208655006076,341,1.0,-1.12,0.11914734940528937,-0.06266929265230732,0.5058666422402907,0.4930312376217536,341,1.0,-0.324957494921194,0.1412029382596346,0.1626010984729495,0.5058666422402907,0.201637060540805,300,0.8797653958944281,-0.4732227169416111,0.0,-0.1048095814266041,1.6653345369377348e-16,0.1715982020156259,341,1.0,0.3,1.0,0.9158357771260998,1.0,0.22766497227233412,341,1.0,0.0,1.0,0.8797653958944281,1.0,0.325235674674763,341,1.0,0.0,1.0,0.8797653958944281,1.0,0.325235674674763,341,1.0,0.0,1.0,0.6451612903225806,1.0,0.4784644185223008,341,1.0,0.0,1.0,0.5865102639296188,1.0,0.49245910920078195,341,1.0,0.0,1.0,0.7624633431085044,1.0,0.33622736271554104,341,1.0,0.06,1.0,0.7931378299120235,1.0,0.31092712896979385,341,1.0,0.0,1.0,0.7859237536656891,1.0,0.3247937943515133,341,1.0,0.12,1.0,0.7768914956011731,1.0,0.31547013193363027,341,1.0,0.0,0.0,0.21994134897360704,1.0,0.3371808096705664,7.906590266111132,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_12055_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12055_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12055_m_edge_confidence_revision.md,3
12007,446,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,val,8,2,2,9,,,,16,0,171,46,169,60,0.3834080717488789,0.1031390134529148,0.3789237668161435,0.13452914798206278,169,99,118,60,0.3789237668161435,0.2219730941704036,0.2645739910313901,0.13452914798206278,386,0.8654708520179372,-0.6664089217702088,0.1460254578764265,0.12472674860354464,0.622765466821574,0.2580929057287315,446,1.0,-1.12,0.026808245468801395,-0.10465772011633555,0.6227654668215741,0.5107957351786196,446,1.0,-0.41835671200018665,0.058838874987605636,0.12130732128171862,0.622765466821574,0.21978529733449984,386,0.8654708520179372,-0.4187296866916175,0.0,-0.07155924386749708,1.6653345369377348e-16,0.12521258605147084,446,1.0,0.3,1.0,0.905829596412556,1.0,0.23885396709995985,446,1.0,0.0,1.0,0.8654708520179372,1.0,0.3412199529999426,446,1.0,0.0,1.0,0.8654708520179372,1.0,0.3412199529999426,446,1.0,0.0,1.0,0.6636771300448431,1.0,0.47245084093510037,446,1.0,0.0,1.0,0.5964125560538116,1.0,0.4906165702818961,446,1.0,0.0,1.0,0.7608370702541106,1.0,0.34714901219215494,446,1.0,0.06,1.0,0.7909566517189837,1.0,0.322427753382295,446,1.0,0.0,1.0,0.7813901345291481,1.0,0.3378597173417157,446,1.0,0.12,1.0,0.7799701046337818,1.0,0.3226922318073855,446,1.0,0.0,0.0,0.22047832585949173,1.0,0.34914302335756814,7.283159604933342,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_12007_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12007_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12007_m_edge_confidence_revision.md,4
12017,546,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,val,8,2,2,9,,,,16,0,161,54,271,60,0.2948717948717949,0.0989010989010989,0.49633699633699635,0.10989010989010989,161,104,221,60,0.2948717948717949,0.19047619047619047,0.40476190476190477,0.10989010989010989,486,0.8901098901098901,-0.498633464857374,0.09562585538401805,0.08340476092712021,0.5315944162032659,0.21665504179656472,546,1.0,-1.12,0.04469531577992069,-0.09802692584537177,0.531594416203266,0.4514300774139921,546,1.0,-0.3130310084937959,0.0503085533730943,0.08567464760226326,0.5315944162032659,0.18613899339794177,486,0.8901098901098901,-0.41756390774557,0.0,-0.055262171444760096,1.6653345369377348e-16,0.1136758986811334,546,1.0,0.3,1.0,0.9230769230769231,1.0,0.21892691493473396,546,1.0,0.0,1.0,0.8901098901098901,1.0,0.3127527356210485,546,1.0,0.0,1.0,0.8901098901098901,1.0,0.3127527356210485,546,1.0,0.0,1.0,0.7252747252747253,1.0,0.44637573651845935,546,1.0,0.0,1.0,0.6794871794871795,1.0,0.46667371085131526,546,1.0,0.0,1.0,0.8066748066748067,1.0,0.3276226876273125,546,1.0,0.06,1.0,0.8302604802604802,1.0,0.3028043678984251,546,1.0,0.0,1.0,0.8232600732600732,1.0,0.31729626173323366,546,1.0,0.12,1.0,0.8206756206756207,1.0,0.304022617598355,546,1.0,0.0,0.0,0.17999592999592998,1.0,0.3269291318372685,6.228057352698077,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_12017_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12017_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12017_m_edge_confidence_revision.md,5
11823,476,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,train,8,2,2,9,,,,16,0,142,58,218,58,0.29831932773109243,0.12184873949579832,0.4579831932773109,0.12184873949579832,139,102,177,58,0.2920168067226891,0.21428571428571427,0.37184873949579833,0.12184873949579832,418,0.8781512605042017,-0.7634878254149712,0.14086870416732927,0.09314156185391571,0.4890000228831718,0.19749453755693203,476,1.0,-1.12,0.11604608895177004,-0.11782028118031329,0.4890000228831719,0.4637786468634686,476,1.0,-0.47930069039939854,0.1180116954727494,0.09587237819897645,0.4890000228831718,0.1579096803103333,418,0.8781512605042017,-0.42815446379385463,3.469446951953614e-18,-0.07190341315015762,1.3877787807814457e-16,0.12366325380196697,476,1.0,0.3,1.0,0.9147058823529411,1.0,0.2289777191076697,476,1.0,0.0,1.0,0.8781512605042017,1.0,0.3271110272966709,476,1.0,0.0,1.0,0.8781512605042017,1.0,0.3271110272966709,476,1.0,0.0,1.0,0.6617647058823529,1.0,0.4731090571219239,476,1.0,0.0,1.0,0.6302521008403361,1.0,0.48273635685193517,476,1.0,0.0,1.0,0.7749766573295985,1.0,0.33834151961197356,476,1.0,0.06,1.0,0.8014169000933707,1.0,0.313033646222062,476,1.0,0.0,1.0,0.7961134453781513,1.0,0.32774474424809164,476,1.0,0.12,1.0,0.7855835667600374,1.0,0.31583473737019435,476,1.0,0.0,0.0,0.213562091503268,1.0,0.3387085429708917,5.965793515735279,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_11823_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11823_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11823_m_edge_confidence_revision.md,6
12069,336,FULL_PROFILE_EDGE_CANDIDATE,97.143,M5,train,8,2,2,10,,,,16,0,151,44,122,19,0.4494047619047619,0.13095238095238096,0.3630952380952381,0.05654761904761905,97,83,137,19,0.28869047619047616,0.24702380952380953,0.40773809523809523,0.05654761904761905,317,0.9434523809523809,-0.4713792435933392,0.1891510757719454,0.16208418527681068,0.5956467858177973,0.2457097712308832,336,1.0,-1.12,0.07507857308379905,-0.058400253453204286,0.443231198856226,0.38120848229155735,336,1.0,-0.31162467914807074,0.15254172642495414,0.1425604486958888,0.5294638096158197,0.19844175911532796,317,0.9434523809523809,-0.5717879586125516,-0.11894983464277187,-0.15685543183919756,1.1102230246251565e-16,0.1167655366370296,336,1.0,0.3,1.0,0.9604166666666666,1.0,0.16168331099886454,336,1.0,0.0,1.0,0.9434523809523809,1.0,0.23097615856980652,336,1.0,0.0,1.0,0.9434523809523809,1.0,0.23097615856980652,336,1.0,0.0,1.0,0.6994047619047619,1.0,0.45851689274191976,336,1.0,0.0,0.0,0.0744047619047619,1.0,0.2624284536986369,336,1.0,0.0,0.7777777777777778,0.6960978835978836,1.0,0.2079958108246984,336,1.0,0.06,0.8888888888888888,0.7865608465608467,1.0,0.21433128638800947,336,1.0,0.0,0.8,0.7330357142857143,1.0,0.20043333688289883,336,1.0,0.12,0.9555555555555556,0.8031481481481481,1.0,0.25417471628814065,336,1.0,0.0,0.011111111111111112,0.1665343915343915,1.0,0.2690684610033275,5.409275898052082,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_12069_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12069_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12069_m_edge_confidence_revision.md,7
12063,426,FULL_PROFILE_EDGE_CANDIDATE,97.143,M5,val,8,2,2,10,,,,16,0,110,48,209,59,0.25821596244131456,0.11267605633802817,0.49061032863849763,0.13849765258215962,72,92,203,59,0.16901408450704225,0.215962441314554,0.4765258215962441,0.13849765258215962,367,0.8615023474178404,-0.7706091622560678,0.0879610430048148,0.05511097458906011,0.4756954508722634,0.2454336438015287,426,1.0,-1.12,-0.021734084461152568,-0.19795537194579257,0.35553988640100614,0.4555156007231424,426,1.0,-0.4837713074163092,0.04249598243225226,0.06015187325689767,0.42284040077534524,0.17894670704757154,367,0.8615023474178404,-0.4267141208955053,-0.1101624299911331,-0.10483573875502099,1.3877787807814457e-16,0.10348261719141677,426,1.0,0.3,1.0,0.9030516431924882,1.0,0.24179509068130725,426,1.0,0.0,1.0,0.8615023474178404,1.0,0.34542155811615327,426,1.0,0.0,1.0,0.8615023474178404,1.0,0.34542155811615327,426,1.0,0.0,1.0,0.6596244131455399,1.0,0.47383546377191105,426,1.0,0.0,0.0,0.27230046948356806,1.0,0.4451437114040773,426,1.0,0.0,0.7777777777777778,0.6857068335941575,1.0,0.3142000784228979,426,1.0,0.06,0.8888888888888888,0.7516327595200837,1.0,0.3056829729272675,426,1.0,0.0,0.8,0.7133802816901409,1.0,0.31075680902109337,426,1.0,0.12,0.9555555555555556,0.7622117892540426,1.0,0.3157938440411341,426,1.0,0.0,0.011111111111111112,0.22803860198226392,1.0,0.3500470964074729,2.111392761847396,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_12063_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12063_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12063_m_edge_confidence_revision.md,8
11946,546,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,train,8,2,2,9,,,,16,0,63,0,433,50,0.11538461538461539,0.0,0.793040293040293,0.09157509157509157,49,111,336,50,0.08974358974358974,0.2032967032967033,0.6153846153846154,0.09157509157509157,496,0.9084249084249084,-0.1865181854676153,0.0453373050482241,0.06285233472361679,0.4776080487909965,0.11991669394120319,546,1.0,-1.12,-0.027502122243005883,-0.13517800830651006,0.4211990482511263,0.36232398770038604,546,1.0,-0.11709197198800295,0.017028627958442198,0.04967230488503895,0.4211990482511263,0.10501774794573045,496,0.9084249084249084,-0.723427030981233,-2.7755575615628914e-17,-0.09927170852680393,1.3877787807814457e-16,0.17958909283258145,546,1.0,0.3,1.0,0.9371794871794872,1.0,0.20006984316314827,546,1.0,0.0,1.0,0.9010989010989011,1.0,0.2985291803781566,546,1.0,0.0,1.0,0.9084249084249084,1.0,0.2884251968502495,546,1.0,0.0,1.0,0.6959706959706959,1.0,0.45999509380075027,546,1.0,0.0,1.0,0.6868131868131868,1.0,0.46378964330038824,546,1.0,0.0,1.0,0.8113553113553114,1.0,0.31294077087526356,546,1.0,0.06,1.0,0.8329487179487179,1.0,0.28738472086892414,546,1.0,0.0,1.0,0.8304029304029303,1.0,0.3006565202046945,546,1.0,0.12,1.0,0.8155311355311354,1.0,0.29441190463896616,546,1.0,0.0,0.0,0.18104395604395604,1.0,0.3097567291179921,1.6720684261725824,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_11946_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11946_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11946_m_edge_confidence_revision.md,9
12076,371,FULL_PROFILE_EDGE_CANDIDATE,97.143,M5,val,8,2,2,10,,,,16,0,72,50,189,60,0.1940700808625337,0.1347708894878706,0.5094339622641509,0.16172506738544473,38,105,168,60,0.10242587601078167,0.2830188679245283,0.4528301886792453,0.16172506738544473,311,0.8382749326145552,-0.7760944827751256,0.079547124417117,0.02399521710185251,0.5179550307500518,0.24803405995914526,371,1.0,-1.12,-0.10361953201454015,-0.27723695657952907,0.3717578265977823,0.45091274133726,371,1.0,-0.48721486974216216,0.014016389189668712,0.033334221220828804,0.4604044717778238,0.1730797245705397,311,0.8382749326145552,-0.44032601933284354,-0.11902707721917172,-0.13864123282855761,1.3877787807814457e-16,0.11645692574339467,371,1.0,0.3,1.0,0.8867924528301887,1.0,0.2577388877966669,371,1.0,0.0,1.0,0.8382749326145552,1.0,0.36819841113809565,371,1.0,0.0,1.0,0.8382749326145552,1.0,0.36819841113809565,371,1.0,0.0,1.0,0.5822102425876011,1.0,0.49319517030653065,371,1.0,0.0,0.0,0.1509433962264151,1.0,0.35799369737755243,371,1.0,0.0,0.7777777777777778,0.6286313267445343,1.0,0.3093350669367833,371,1.0,0.06,0.8888888888888888,0.7047469302186284,1.0,0.31068920341542006,371,1.0,0.0,0.8,0.6623989218328843,1.0,0.31043385412772706,371,1.0,0.12,0.9555555555555556,0.7133273435160228,1.0,0.324211640052041,371,1.0,0.0,0.011111111111111112,0.2746331236897275,1.0,0.3633235759450963,-0.42605607486672975,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_12076_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_12076_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_12076_m_edge_confidence_revision.md,10
11996,541,FULL_PROFILE_EDGE_CANDIDATE,96.429,M5,train,8,2,2,9,,,,16,0,130,26,338,47,0.24029574861367836,0.04805914972273567,0.6247689463955638,0.08687615526802218,0,186,308,47,0.0,0.3438077634011091,0.5693160813308688,0.08687615526802218,494,0.9131238447319778,-0.2899845047558474,0.03281012587524955,0.08576030965670021,0.4933167469008951,0.22629279757718887,541,1.0,-1.12,-0.1169749510707746,-0.2157022149057818,0.12242831264469745,0.3185058756394401,541,1.0,-0.2899845047558474,0.0,0.04984877219582971,0.3645062629878836,0.16892142944393587,494,0.9131238447319778,-0.7219779298693219,-0.1774852734956756,-0.21542609561627094,1.5265566588595902e-16,0.1973745505018623,541,1.0,0.3,1.0,0.9391866913123845,1.0,0.19715744360230386,541,1.0,0.0,1.0,0.9075785582255084,1.0,0.2896199559333159,541,1.0,0.0,1.0,0.9131238447319778,1.0,0.28165349086043406,541,1.0,0.0,0.0,0.38817005545286504,1.0,0.4873336264845518,541,1.0,0.0,1.0,0.6839186691312384,1.0,0.464945075406756,541,1.0,0.0,0.7777777777777778,0.744916820702403,1.0,0.2836886098391056,541,1.0,0.06,0.7388888888888888,0.7549353049907579,1.0,0.2614018841114061,541,1.0,0.0,0.8500000000000001,0.7871534195933455,1.0,0.2766087752405234,541,1.0,0.12,0.5555555555555556,0.6799260628465804,1.0,0.27825330258659536,541,1.0,0.0,0.41111111111111115,0.305268022181146,1.0,0.2905010303135088,-4.386576933963019,"{'has_nbi_global': True, 'has_ip_global': True, 'has_density_global': True, 'has_dalpha_global': True, 'has_softx_lower_global': True, 'has_softx_upper_global': True, 'has_te_global': True, 'has_ne_global': True}",outputs\reports\tokamark_shot_11996_m_edge_confidence_revision.csv,outputs\reports\tokamark_shot_11996_m_edge_confidence_revision.json,outputs\reports\tokamark_shot_11996_m_edge_confidence_revision.md,11
