summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.06760000437498093,-1888.4442138671875,-0.06760000437498093,,-0.06760000437498093,,-0.06760000437498093,,-0.06760000437498093,,-0.06760000437498093
,-0.06735000437498093,-1225.0037841796875,-0.06735000437498093,,-0.06735000437498093,,-0.06758000437498092,,-0.06758000437498092,,-0.06758000437498092
,-0.06710000437498093,-703.0093383789062,-0.06710000437498093,,-0.06710000437498093,,-0.06756000437498091,,-0.06756000437498091,,-0.06756000437498091
,-0.06685000437498093,709.6232299804688,-0.06685000437498093,,-0.06685000437498093,,-0.06754000437498091,,-0.06754000437498091,,-0.06754000437498091
,-0.06660000437498093,1011.1931762695312,-0.06660000437498093,,-0.06660000437498093,,-0.0675200043749809,,-0.0675200043749809,,-0.0675200043749809
,-0.06635000437498093,379.4778747558594,-0.06635000437498093,,-0.06635000437498093,,-0.0675000043749809,,-0.0675000043749809,,-0.0675000043749809
,-0.06610000437498093,-641.6341552734375,-0.06610000437498093,,-0.06610000437498093,,-0.06748000437498089,,-0.06748000437498089,,-0.06748000437498089
,-0.06585000437498092,-1712.4912109375,-0.06585000437498092,,-0.06585000437498092,,-0.06746000437498088,,-0.06746000437498088,,-0.06746000437498088
,-0.06560000437498092,366.0529479980469,-0.06560000437498092,,-0.06560000437498092,,-0.06744000437498088,,-0.06744000437498088,,-0.06744000437498088
,-0.06535000437498092,2579.85302734375,-0.06535000437498092,,-0.06535000437498092,,-0.06742000437498087,,-0.06742000437498087,,-0.06742000437498087
,-0.06510000437498092,1428.98681640625,-0.06510000437498092,,-0.06510000437498092,,-0.06740000437498087,,-0.06740000437498087,,-0.06740000437498087
,-0.06485000437498092,1822.1585693359375,-0.06485000437498092,,-0.06485000437498092,,-0.06738000437498086,,-0.06738000437498086,,-0.06738000437498086
,-0.06460000437498092,1085.42822265625,-0.06460000437498092,,-0.06460000437498092,,-0.06736000437498085,,-0.06736000437498085,,-0.06736000437498085
,-0.06435000437498092,-885.2066040039062,-0.06435000437498092,,-0.06435000437498092,,-0.06734000437498085,,-0.06734000437498085,,-0.06734000437498085
