label,array_path,source,values_shape,values_dtype,time_shape,time_min,time_max,time_count,finite_count,total_count,finite_fraction,min,p05,median,mean,p95,max,std,chunks,total_chunks,downloaded_chunks,missing_chunks
summary_ip,summary/ip,summary,"(1912,)",float64,"(1912,)",-0.0674000084400177,0.41034999155998275,1912,1912,1912,1.0,-29222.697265625,-3361.177832031247,475116.546875,341381.78100111,574582.7875,585585.75,229068.84709137437,[1912],1,1,0
interferometer_n_e_line,interferometer/n_e_line,interferometer,"(1912,)",float64,"(1912,)",-0.0674000084400177,0.41034999155998275,1912,1682,1912,0.8797071129707112,-7.83523915654339e+18,-4.3755036640043597e+18,4.150526872384648e+19,3.383516888549816e+19,5.3320902810611065e+19,5.647477868741211e+19,1.970482447063057e+19,[1912],1,1,0
dalpha_voltage,spectrometer_visible/filter_spectrometer_dalpha_voltage,spectrometer_visible,"(3, 23891)",float64,"(23891,)",-0.0674000084400177,0.41039999156012863,23891,63060,71673,0.8798292243941233,-0.01220703125,-0.009765625,0.13916015625,0.3045307017869886,0.9765625,2.91015625,0.3650283423328176,"[2, 11946]",4,4,0
soft_x_lower,soft_x_rays/horizontal_cam_lower,soft_x_rays,"(18, 23891)",float64,"(23891,)",-0.0674000084400177,0.41039999156012863,23891,378360,430038,0.8798292243941233,-0.008831024169921875,-0.0019073486328125,7.62939453125e-05,0.002750748092823974,0.01556396484375,0.0390625,0.005745779157145363,"[5, 11946]",8,8,0
soft_x_upper,soft_x_rays/horizontal_cam_upper,soft_x_rays,"(18, 23891)",float64,"(23891,)",-0.0674000084400177,0.41039999156012863,23891,378360,430038,0.8798292243941233,-0.07808685302734375,-0.0058746337890625,0.0002288818359375,0.00160847381678907,0.015411376953125,0.04642486572265625,0.009602238748645665,"[5, 11946]",8,8,0
equilibrium_q95,equilibrium/q95,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,6.45247745513916,6.639832019805908,8.518436431884766,8.773645580792037,11.941615104675293,12.506417274475098,1.537494361104108,[96],1,1,0
equilibrium_elongation,equilibrium/elongation,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,1.5174000263214111,1.5218757390975952,1.7102208137512207,1.7267223713827915,2.0093629360198975,2.022980213165283,0.1555677945408483,[96],1,1,0
equilibrium_triangularity_upper,equilibrium/triangularity_upper,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,0.2193947732448578,0.2636503577232361,0.33045825362205505,0.3243131666887002,0.3689500391483307,0.4000685214996338,0.033866336428778024,[96],1,1,0
equilibrium_triangularity_lower,equilibrium/triangularity_lower,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,0.2193947732448578,0.2636503577232361,0.350969135761261,0.3517413481337125,0.41288256645202637,0.42321813106536865,0.04769547963751541,[96],1,1,0
equilibrium_minor_radius,equilibrium/minor_radius,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,0.48698243498802185,0.559553325176239,0.5765694379806519,0.5767220146343356,0.6071624755859375,0.6165099143981934,0.018951200173746633,[96],1,1,0
equilibrium_beta_normal,equilibrium/beta_normal,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,0.09532305598258972,0.13148318231105804,0.4090559184551239,0.3982971797956795,0.6048570275306702,0.6640353798866272,0.16092890916123878,[96],1,1,0
equilibrium_beta_pol,equilibrium/beta_pol,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,0.029149198904633522,0.038936808705329895,0.10791907459497452,0.1055986482161479,0.16238144040107727,0.16676513850688934,0.04123321394823864,[96],1,1,0
equilibrium_whmd,equilibrium/whmd,equilibrium,"(96,)",float64,"(96,)",-0.0674000084400177,0.40759999155998206,96,61,96,0.6354166666666666,26172.2890625,51687.55859375,73694.390625,72852.16242955942,86819.1015625,89475.6484375,11643.523630918708,[96],1,1,0
