summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,thomson_t_e_edge_median,thomson_t_e_profile_gradient_proxy,thomson_t_e_time,thomson_n_e_edge_median,thomson_n_e_profile_gradient_proxy,thomson_n_e_time
,-0.06720000505447388,-44.49729537963867,-0.06720000505447388,,-0.06720000505447388,,-0.06720000505447388,,,-0.06720000505447388,,,-0.06720000505447388
,-0.06695000505447388,-764.5189208984375,-0.06695000505447388,,-0.06695000505447388,,-0.06718000505447387,,,-0.06220000505447388,,,-0.06220000505447388
,-0.06670000505447388,-310.2007141113281,-0.06670000505447388,,-0.06670000505447388,,-0.06716000505447386,,,-0.05720000505447388,,,-0.05720000505447388
,-0.06645000505447388,978.4544067382812,-0.06645000505447388,,-0.06645000505447388,,-0.06714000505447386,,,-0.052200005054473884,,,-0.052200005054473884
,-0.06620000505447388,2855.5087890625,-0.06620000505447388,,-0.06620000505447388,,-0.06712000505447385,,,-0.04720000505447389,,,-0.04720000505447389
,-0.06595000505447388,4369.44775390625,-0.06595000505447388,,-0.06595000505447388,,-0.06710000505447385,,,-0.04220000505447389,,,-0.04220000505447389
,-0.06570000505447388,3717.351318359375,-0.06570000505447388,,-0.06570000505447388,,-0.06708000505447384,,,-0.03720000505447389,,,-0.03720000505447389
,-0.06545000505447388,2797.139892578125,-0.06545000505447388,,-0.06545000505447388,,-0.06706000505447383,,,-0.032200005054473894,,,-0.032200005054473894
,-0.06520000505447388,-34.35024642944336,-0.06520000505447388,,-0.06520000505447388,,-0.06704000505447383,,,-0.027200005054473897,,,-0.027200005054473897
,-0.06495000505447387,143.15475463867188,-0.06495000505447387,,-0.06495000505447387,,-0.06702000505447382,,,-0.0222000050544739,,,-0.0222000050544739
,-0.06470000505447387,-841.9755859375,-0.06470000505447387,,-0.06470000505447387,,-0.06700000505447382,,,-0.017200005054473902,,,-0.017200005054473902
,-0.06445000505447387,-855.8652954101562,-0.06445000505447387,,-0.06445000505447387,,-0.06698000505447381,,,-0.012200005054473904,,,-0.012200005054473904
,-0.06420000505447387,-2499.30078125,-0.06420000505447387,,-0.06420000505447387,,-0.0669600050544738,,,-0.007200005054473907,,,-0.007200005054473907
,-0.06395000505447387,-1842.57666015625,-0.06395000505447387,,-0.06395000505447387,,-0.0669400050544738,,,-0.0022000050544739025,,,-0.0022000050544739025
,-0.06370000505447387,-2614.761474609375,-0.06370000505447387,,-0.06370000505447387,,-0.06692000505447379,,,0.002799994945526088,,,0.002799994945526088
,-0.06345000505447387,-3981.865966796875,-0.06345000505447387,,-0.06345000505447387,,-0.06690000505447379,28.814800429404087,0.3485615415007217,0.007799994945526079,2.4708218371595692e+16,2786692796080930.0,0.007799994945526079
,-0.06320000505447387,-3084.099609375,-0.06320000505447387,,-0.06320000505447387,,-0.06688000505447378,84.62627386016415,2.22863856419087,0.012799994945526083,4984196382672.833,2651421527048096.0,0.012799994945526083
,-0.06295000505447387,-2569.006591796875,-0.06295000505447387,,-0.06295000505447387,,-0.06686000505447377,84.62627386016415,2.22863856419087,0.017799994945526088,4984196382672.833,2651421527048096.0,0.017799994945526088
,-0.06270000505447387,-1234.176513671875,-0.06270000505447387,,-0.06270000505447387,,-0.06684000505447377,84.62627386016415,2.22863856419087,0.022799994945526078,4984196382672.833,2651421527048096.0,0.022799994945526078
,-0.06245000505447387,-1684.5472412109375,-0.06245000505447387,,-0.06245000505447387,,-0.06682000505447376,6.490789127416711,5.856289987527184,0.02779999494552607,1.1649214164342592e+17,5252710974386192.0,0.02779999494552607
,-0.06220000505447387,-1265.4818115234375,-0.06220000505447387,,-0.06220000505447387,,-0.06680000505447375,,3.5277035072501945,0.03279999494552607,,1.0081695938696816e+16,0.03279999494552607
,-0.06195000505447387,-1976.3634033203125,-0.06195000505447387,,-0.06195000505447387,,-0.06678000505447375,,3.5277035072501945,0.03779999494552608,,1.0081695938696816e+16,0.03779999494552608
,-0.06170000505447387,-3139.569091796875,-0.06170000505447387,,-0.06170000505447387,,-0.06676000505447374,,3.5277035072501945,0.04279999494552607,,1.0081695938696816e+16,0.04279999494552607
,-0.06145000505447387,-3573.330078125,-0.06145000505447387,,-0.06145000505447387,,-0.06674000505447374,6.51693053658895,10.65009455775581,0.04779999494552606,1.6783647255723466e+17,6623906353409680.0,0.04779999494552606
,-0.06120000505447387,-1905.4384765625,-0.06120000505447387,,-0.06120000505447387,,-0.06672000505447373,15.652845530163889,7.527672208679412,0.05279999494552606,1.83332484660133e+17,6982782451954400.0,0.05279999494552606
,-0.06095000505447387,-1070.0867919921875,-0.06095000505447387,,-0.06095000505447387,,-0.06670000505447372,15.652845530163889,7.527672208679412,0.05779999494552607,1.83332484660133e+17,6982782451954400.0,0.05779999494552607
,-0.06070000505447387,189.08721923828125,-0.06070000505447387,,-0.06070000505447387,,-0.06668000505447372,15.652845530163889,7.527672208679412,0.06279999494552607,1.83332484660133e+17,6982782451954400.0,0.06279999494552607
,-0.06045000505447387,-1723.914306640625,-0.06045000505447387,,-0.06045000505447387,,-0.06666000505447371,14.426315113920024,6.898776489618854,0.06779999494552605,1.5634344146313843e+17,5259245585029152.0,0.06779999494552605
,-0.06020000505447387,-2470.75048828125,-0.06020000505447387,,-0.06020000505447387,,-0.0666400050544737,18.697734607814056,8.704960286283892,0.07279999494552605,1.0287971302251402e+17,8322386633645760.0,0.07279999494552605
,-0.05995000505447387,-2634.18603515625,-0.05995000505447387,,-0.05995000505447387,,-0.0666200050544737,18.697734607814056,8.704960286283892,0.07779999494552606,1.0287971302251402e+17,8322386633645760.0,0.07779999494552606
,-0.05970000505447387,-933.3718872070312,-0.05970000505447387,,-0.05970000505447387,,-0.0666000050544737,18.697734607814056,8.704960286283892,0.08279999494552603,1.0287971302251402e+17,8322386633645760.0,0.08279999494552603
,-0.05945000505447387,257.2655334472656,-0.05945000505447387,,-0.05945000505447387,,-0.06658000505447369,,7.888730844407462,0.08779999494552604,,1.3979623935450112e+16,0.08779999494552604
,-0.05920000505447387,2988.17041015625,-0.05920000505447387,,-0.05920000505447387,,-0.06656000505447368,8.652009744989272,4.670367624302173,0.09279999494552604,2.8351180977908813e+17,1.341606152596352e+16,0.09279999494552604
,-0.05895000505447387,3062.912841796875,-0.05895000505447387,,-0.05895000505447387,,-0.06654000505447367,8.652009744989272,4.670367624302173,0.09779999494552605,2.8351180977908813e+17,1.341606152596352e+16,0.09779999494552605
,-0.05870000505447387,3024.87109375,-0.05870000505447387,,-0.05870000505447387,,-0.06652000505447367,8.652009744989272,4.670367624302173,0.10279999494552605,2.8351180977908813e+17,1.341606152596352e+16,0.10279999494552605
,-0.05845000505447387,2038.4901123046875,-0.05845000505447387,,-0.05845000505447387,,-0.06650000505447366,,7.305876779117142,0.10779999494552603,,1.4962438830507872e+16,0.10779999494552603
,-0.05820000505447387,349.7822570800781,-0.05820000505447387,,-0.05820000505447387,,-0.06648000505447366,,9.238271904087675,0.11279999494552603,,1.9504992343224256e+16,0.11279999494552603
,-0.05795000505447387,1757.3306884765625,-0.05795000505447387,,-0.05795000505447387,,-0.06646000505447365,,9.238271904087675,0.11779999494552604,,1.9504992343224256e+16,0.11779999494552604
,-0.05770000505447387,1579.80029296875,-0.05770000505447387,,-0.05770000505447387,,-0.06644000505447364,,9.238271904087675,0.12279999494552601,,1.9504992343224256e+16,0.12279999494552601
,-0.05745000505447387,3410.34521484375,-0.05745000505447387,,-0.05745000505447387,,-0.06642000505447364,73.8308948832683,12.264439266210232,0.12779999494552602,2.6779522818523786e+17,1.5336476258495552e+16,0.12779999494552602
,-0.05720000505447387,905.1508178710938,-0.05720000505447387,,-0.05720000505447387,,-0.06640000505447363,18.513493054075823,14.831944959395884,0.13279999494552602,2.5497669072806656e+17,1.8400597712248576e+16,0.13279999494552602
,-0.05695000505447387,704.7512817382812,-0.05695000505447387,,-0.05695000505447387,,-0.06638000505447363,18.513493054075823,14.831944959395884,0.13779999494552603,2.5497669072806656e+17,1.8400597712248576e+16,0.13779999494552603
,-0.05670000505447387,-72.88160705566406,-0.05670000505447387,,-0.05670000505447387,,-0.06636000505447362,18.513493054075823,14.831944959395884,0.14279999494552603,2.5497669072806656e+17,1.8400597712248576e+16,0.14279999494552603
,-0.05645000505447387,-101.09742736816406,-0.05645000505447387,,-0.05645000505447387,,-0.06634000505447361,,10.643102748624244,0.147799994945526,,1.7172784686065152e+16,0.147799994945526
,-0.05620000505447387,1829.3016357421875,-0.05620000505447387,,-0.05620000505447387,,-0.06632000505447361,78.94382921869939,12.466962168234147,0.152799994945526,3.386118337937237e+17,1.810770972487117e+16,0.152799994945526
,-0.05595000505447387,3230.27294921875,-0.05595000505447387,,-0.05595000505447387,,-0.0663000050544736,78.94382921869939,12.466962168234147,0.15779999494552602,3.386118337937237e+17,1.810770972487117e+16,0.15779999494552602
,-0.05570000505447387,2333.347900390625,-0.05570000505447387,,-0.05570000505447387,,-0.0662800050544736,78.94382921869939,12.466962168234147,0.162799994945526,3.386118337937237e+17,1.810770972487117e+16,0.162799994945526
,-0.055450005054473867,2260.69091796875,-0.055450005054473867,,-0.055450005054473867,,-0.06626000505447359,73.67643856819106,13.036852737751474,0.167799994945526,3.371879652437052e+17,1.4957939402324608e+16,0.167799994945526
,-0.055200005054473866,1400.0587158203125,-0.055200005054473866,,-0.055200005054473866,,-0.06624000505447358,104.03052635214503,12.05995496514248,0.172799994945526,4.0275563534991386e+17,1.3714397486557696e+16,0.172799994945526
,-0.054950005054473866,889.2246704101562,-0.054950005054473866,,-0.054950005054473866,,-0.06622000505447358,104.03052635214503,12.05995496514248,0.177799994945526,4.0275563534991386e+17,1.3714397486557696e+16,0.177799994945526
,-0.054700005054473866,1375.7303466796875,-0.054700005054473866,,-0.054700005054473866,,-0.06620000505447357,104.03052635214503,12.05995496514248,0.182799994945526,4.0275563534991386e+17,1.3714397486557696e+16,0.182799994945526
,-0.054450005054473866,1240.625,-0.054450005054473866,,-0.054450005054473866,,-0.06618000505447356,95.93829728897236,16.749948752815726,0.18779999494552602,4.5279489834882854e+17,1.2508612885304704e+16,0.18779999494552602
,-0.054200005054473865,1318.4991455078125,-0.054200005054473865,,-0.054200005054473865,,-0.06616000505447356,45.039859261642015,12.074742804539994,0.19279999494552602,4.0860151271887014e+17,6831644149610880.0,0.19279999494552602
,-0.053950005054473865,125.11567687988281,-0.053950005054473865,,-0.053950005054473865,,-0.06614000505447355,45.039859261642015,12.074742804539994,0.19779999494552597,4.0860151271887014e+17,6831644149610880.0,0.19779999494552597
,-0.053700005054473865,-1154.9725341796875,-0.053700005054473865,,-0.053700005054473865,,-0.06612000505447355,45.039859261642015,12.074742804539994,0.20279999494552597,4.0860151271887014e+17,6831644149610880.0,0.20279999494552597
,-0.053450005054473865,-3029.275146484375,-0.053450005054473865,,-0.053450005054473865,,-0.06610000505447354,96.30027030296588,12.812430046530437,0.20779999494552598,4.2886003269010496e+17,1.4345127521619584e+16,0.20779999494552598
,-0.053200005054473865,-1324.421630859375,-0.053200005054473865,,-0.053200005054473865,,-0.06608000505447353,90.26929587477514,13.949578498432018,0.21279999494552598,4.663943863406634e+17,1.3160355648766592e+16,0.21279999494552598
,-0.052950005054473864,-962.7608032226562,-0.052950005054473864,,-0.052950005054473864,,-0.06606000505447353,90.26929587477514,13.949578498432018,0.217799994945526,4.663943863406634e+17,1.3160355648766592e+16,0.217799994945526
,-0.052700005054473864,-376.8841247558594,-0.052700005054473864,,-0.052700005054473864,,-0.06604000505447352,90.26929587477514,13.949578498432018,0.222799994945526,4.663943863406634e+17,1.3160355648766592e+16,0.222799994945526
