subset,variable,chamber_verdict,component_id,component_role,component_size_gaps,component_fraction_gaps,n_valid_rows,n_unique_values,n_gaps,computed_giant_fraction_gaps,chamber_giantRatio,chamber_isolated,chamber_isolatedFraction,chamber_kappa_connect,tailDominance,scale_IQR_or_median,epsilon_at_kappa_max,gap_min,gap_max,gap_mean,lower_value_min,upper_value_max,involved_row_count,involved_shot_count,involved_shots,event_time_min,event_time_max,mean_P_LH_candidate_MW,mean_P_loss_candidate_MW,mean_P_total_candidate_MW,mean_P_total_aux_candidate_MW,mean_dWmhd_dt_candidate_MW,mean_Wmhd_J,mean_n_e_1e20_m3,mean_I_p_MA,mean_B_t_T,mean_q95,mean_kappa,mean_delta,mean_hydrogen_fraction_candidate,mean_helium_fraction_candidate,mean_Z_eff,mean_n_Ryter,mean_P_Ryter,mean_chi_eff_candidate,mean_divertor_signal_candidate,mean_divertor_signal_150_candidate
all_events,P_loss_candidate_MW,NOT_PROVIDED,0,giant,85,0.9659090909090909,89,89,88,0.9659090909090909,,,,,,0.009428350728600488,0.009428350728600488,1.1701600000080248e-05,0.028450542499999787,0.007724865715294113,0.2532235331,1.0255339414999995,87,65,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66530;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;...,0.814,2.03,0.3294522555069965,0.5641257639640388,0.7781030857043042,0.6319546165561228,0.06925560091433192,10564.148941476613,0.4725156956699839,0.22277785597008676,1.4333041962566921,3.6925184048399893,1.5917612039955529,0.37219971702537974,0.4849977100736667,0.053242977792078434,1.3256768020574836,0.3745769259917833,0.3555853588925262,1.502868278691088,0.04501022910219743,0.04758466124692622
all_events,P_loss_candidate_MW,NOT_PROVIDED,1,minor_component,2,0.022727272727272728,89,89,88,0.9659090909090909,,,,,,0.009428350728600488,0.009428350728600488,0.039264200299999774,0.044298574100000376,0.041781387200000075,0.8813865763999998,1.0698325156,4,4,67992;68001;68206;68207,1.91,2.03,0.43776808511006193,0.9743509525499997,1.1409487918751913,0.9816803169999999,0.028567430263313175,11828.831388203902,0.7138678068626142,0.24101451908096236,1.4382042917878581,3.20532746837118,1.5800559704594976,0.3708819800070364,0.7587681626987974,0.07478264607473617,1.6109660018016458,0.39122339726715705,0.36594847346188375,2.3524784682392736,0.10333603845064959,0.0969171136148996
all_events,P_loss_candidate_MW,NOT_PROVIDED,2,singleton_isolate,1,0.011363636363636364,89,89,88,0.9659090909090909,,,,,,0.009428350728600488,0.009428350728600488,0.07643262230000014,0.07643262230000014,0.07643262230000014,0.9206507766999996,0.9970833989999998,2,2,68206;69807,1.47,1.91,0.33998158925519983,0.9588670878499996,1.0658892002136033,0.9619918512499996,-0.0015813175839538493,10838.443274961988,0.5213245679732197,0.24186508446050994,1.4379674052600042,3.2199373252643557,1.574832450652468,0.3690712953884902,0.3399329290969172,0.04824763190146935,1.8146052147531027,0.3867008395854523,0.3660076773021141,2.9486988439613944,0.046931119448627,0.04352111265301635
all_events,P_total_aux_candidate_MW,NOT_PROVIDED,0,giant,87,0.9886363636363636,89,89,88,0.9886363636363636,,,,,,0.00870062660000026,0.00870062660000026,5.66902999999952e-05,0.03933085000000003,0.008056809745977013,0.3073691855999999,1.058948753,89,65,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66530;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;...,0.814,2.03,0.33352763278354447,0.5738137613165325,0.7862780242572918,0.6403268618638503,0.0681341600284451,10641.774915409482,0.48169348300183634,0.2231842746942342,1.433422529079127,3.6813271283154476,1.591294346664121,0.372146409889474,0.4894624362694558,0.05365496277478134,1.3315649784370547,0.374940897432665,0.3558168950373567,1.5177900982015256,0.04621539082336396,0.048766409374781716
all_events,P_total_aux_candidate_MW,NOT_PROVIDED,1,singleton_isolate,1,0.011363636363636364,89,89,88,0.9886363636363636,,,,,,0.00870062660000026,0.00870062660000026,0.05063711950000005,0.05063711950000005,0.05063711950000005,0.9738933899999996,1.0245305094999997,2,2,68001;69807,1.47,2.03,0.2808193740904627,1.0113086702499996,1.1247169618388124,0.9992119497499996,-0.0252743086253138,8730.664980933774,0.3887989270059316,0.2414580930048974,1.4373945612033863,3.2228603760401393,1.5810301757994147,0.3696187145653224,0.46406508252503925,0.0776819630683287,2.1824187238521593,0.3871896957645756,0.3658260615179735,3.260874950679985,0.06886097499755381,0.04945117087135935
all_events,P_total_candidate_MW,NOT_PROVIDED,0,giant,90,0.989010989010989,92,92,91,0.989010989010989,,,,,,0.007994693888056958,0.007994693888056958,9.92088332818497e-07,0.03655879290474817,0.00777124627998843,0.4028102723670823,1.2134553649754944,92,66,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66530;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;...,0.814,2.03,0.33639455101521987,0.5738137613165324,0.7901074718984767,0.6403268618638503,0.06785602754905584,10670.601485928722,0.4878226953345034,0.22365686374118707,1.4335332879676468,3.6678917833766236,1.590745403443969,0.3721398594769352,0.49320721131434386,0.05344210448368979,1.3426285628083447,0.37529548907158733,0.3560930167891517,1.5177900982015253,0.04865619258780223,0.050938999396262064
all_events,P_total_candidate_MW,NOT_PROVIDED,1,singleton_isolate,1,0.01098901098901099,92,92,91,0.989010989010989,,,,,,0.007994693888056958,0.007994693888056958,0.11123292740945345,0.11123292740945345,0.11123292740945345,1.0851471104672985,1.196380037876752,2,2,68001;68002,1.93,2.03,0.36291828674575155,0.9454823915999997,1.1407635741720252,0.9576931242499997,0.0348362261943087,9550.684428689796,0.5431934497390015,0.24112001484102924,1.4377912514406872,3.213742254874406,1.5883490066507675,0.3719257832992644,0.8451385145700525,0.1520454659247984,1.6191985509665683,0.3915496410206041,0.3659573901408107,2.531304332233955,0.1074010664078673,0.0939974689984828
all_events,chi_eff_candidate,NOT_PROVIDED,0,giant,85,0.9659090909090909,89,89,88,0.9659090909090909,,,,,,0.023763208874950648,0.023763208874950648,0.00028914679304714586,0.09043790530779172,0.019167558674362657,0.7408420423292928,2.3700845296501187,86,64,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66530;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;...,0.814,1.99,0.3361191838511584,0.5612494146837207,0.7788953333423939,0.6306045434197673,0.07130802603048747,10720.166444195405,0.4863630611113591,0.22256594895209636,1.4331729342199435,3.697601006309196,1.5918675452758158,0.37226804713361056,0.4948612837813882,0.053427592178482294,1.301035027170101,0.3745201932112818,0.3554782419385985,1.4595316945153276,0.0460081534991923,0.04913145208559729
all_events,chi_eff_candidate,NOT_PROVIDED,1,minor_component,2,0.022727272727272728,89,89,88,0.9659090909090909,,,,,,0.023763208874950648,0.023763208874950648,0.33579226076176916,0.3359663198457352,0.3358792903037522,2.3700845296501187,3.041843110257623,3,3,67992;68001;69668,1.58,2.03,0.31517667005613204,0.8954260905904663,1.0081103442172432,0.8921194249275665,0.01918845974294477,9000.213099536095,0.45317188038343503,0.24071458327710404,1.4408735920539133,3.210334599964202,1.5802597947106902,0.37020460620500995,0.5878000014567204,0.060377599574544666,1.8330847423290877,0.3899900475514615,0.3656463959139629,2.7059928298011986,0.07827031158937657,0.0677755872793645
all_events,chi_eff_candidate,NOT_PROVIDED,2,singleton_isolate,1,0.011363636363636364,89,89,88,0.9659090909090909,,,,,,0.023763208874950648,0.023763208874950648,0.773855941606493,0.773855941606493,0.773855941606493,3.041843110257623,3.815699051864116,2,2,69668;69807,1.47,1.58,0.20532915510037805,0.8882205764356998,0.8986827267881776,0.8662847311413497,-0.0337365780798103,7869.882973675085,0.24529125064212015,0.2410167015314055,1.4420314356321788,3.2186797454759666,1.5686543737397047,0.3674881771464884,0.08450178528118066,0.025046932649279548,2.1644172981331082,0.38445138794967826,0.3653668451741488,3.4287710810608694,0.0179781239886442,0.01587598710422735
all_events,divertor_signal_candidate,NOT_PROVIDED,0,giant,84,0.9230769230769231,92,92,91,0.9230769230769231,,,,,,0.0014345772886294982,0.0014345772886294982,1.0788665736498337e-05,0.004278825997420396,0.0009585365232950548,0.0096492425636221,0.1206272281145031,89,64,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66530;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;...,0.814,2.03,0.33289845121128187,0.569711777957717,0.7861378555971438,0.6359132878543987,0.06748640916470924,10623.94115942095,0.4803023069216557,0.2238229519609903,1.433677615693628,3.6681763988200227,1.591519173467716,0.37228114613273805,0.4977292986096297,0.05439399052700287,1.3477498754788397,0.3754365124639834,0.3561834658053563,1.5110767393951643,0.0445314988602227,0.04711715459033397
all_events,divertor_signal_candidate,NOT_PROVIDED,1,minor_component,3,0.03296703296703297,92,92,91,0.9230769230769231,,,,,,0.0014345772886294982,0.0014345772886294982,0.007803256096023906,0.008613254629750308,0.008200277647031068,0.0788568658814768,0.1163856580670225,6,6,67990;68000;68003;68632;69891;69892,1.838,1.96,0.37109397424509244,0.7550298070499998,1.0065762339365587,0.8240649466749999,0.07077511487907737,9934.264488572031,0.5559556925493655,0.22802006873186154,1.4373100060563615,3.5051058425576636,1.5836107515299271,0.3713148949429766,0.735387116090806,0.08232830546519626,1.3762462945478866,0.37952533189253906,0.3597312573269189,2.00893634158696,0.09972709841025997,0.10182286345597097
all_events,divertor_signal_candidate,NOT_PROVIDED,2,minor_component,2,0.02197802197802198,92,92,91,0.9230769230769231,,,,,,0.0014345772886294982,0.0014345772886294982,0.005860084653003195,0.006071768956967899,0.005965926804985547,0.0649954408816277,0.138759411193881,4,4,66445;68006;68719;69892,1.112,1.948,0.39074094076806476,0.7172623119166666,0.892363050046447,0.7977580243499998,0.08417169890718695,11640.53789939715,0.6039190496337805,0.22418671099580217,1.4309123810031121,3.571013427528984,1.577491963129023,0.368725579425499,0.48015973553891705,0.0626917774664224,1.1351087756853342,0.37596693763862743,0.3562572758599152,1.6777601315213158,0.10182450496176318,0.1070561725484983
all_events,divertor_signal_candidate,NOT_PROVIDED,3,singleton_isolate,1,0.01098901098901099,92,92,91,0.9230769230769231,,,,,,0.0014345772886294982,0.0014345772886294982,0.01206041412240999,0.01206041412240999,0.01206041412240999,0.1206272281145031,0.1326876422369131,2,2,66445;68207,1.948,1.99,0.4654003681543961,0.888870129075,1.121297382460605,0.9073673087749998,0.0403614239212285,12635.473765980112,0.7744323494839993,0.20638170977145515,1.4261354815114,3.889263185587796,1.5628318813714115,0.3677675195715644,0.46276440812254177,0.048406232189211654,1.4013186540770923,0.36230100690780287,0.34671570766381565,1.9435460255385466,0.1266574351757081,0.13478610075918213
all_events,divertor_signal_candidate,NOT_PROVIDED,4,singleton_isolate,1,0.01098901098901099,92,92,91,0.9230769230769231,,,,,,0.0014345772886294982,0.0014345772886294982,0.1028598548933089,0.1028598548933089,0.1028598548933089,0.138759411193881,0.2416192660871899,2,2,68719;68728,1.669,1.917,0.4628866306247789,0.7965923323000001,0.8430373447955224,0.908848798,0.07406754592213224,12635.595818325553,0.7639034537084508,0.24182144037624376,1.4369040925009218,3.1938045592535103,1.5723976296779911,0.36902894592517377,0.4607407909008136,0.02519618914435695,1.076178249438241,0.3895789573092999,0.3661853572236631,1.984630219231834,0.19018933864053544,0.17622021296097445
all_events,event_time,NOT_PROVIDED,0,giant,81,0.9529411764705882,92,86,85,0.9529411764705882,,,,,,0.009000000000000008,0.009000000000000008,0.0009999999999998899,0.04200000000000004,0.009691358024691355,0.814,2.03,89,64,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66530;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;...,0.814,2.03,0.3400597978889196,0.5686051763645348,0.7900790221801332,0.6378409067436045,0.07042344073754656,10725.336789783156,0.4946817529731969,0.2230739280627498,1.4332387665022341,3.682461887513519,1.591323132698304,0.3722292076649859,0.5045178582369484,0.05439916040492043,1.3226406270116264,0.3749546859108384,0.35578037112204436,1.4801780900263155,0.04973188890685329,0.05212216442608809
all_events,event_time,NOT_PROVIDED,1,minor_component,2,0.023529411764705882,92,86,85,0.9529411764705882,,,,,,0.009000000000000008,0.009000000000000008,0.07099999999999995,0.07600000000000007,0.07350000000000001,1.394,1.651,4,4,66452;69668;69807;69913,1.394,1.651,0.277338768107951,0.6485444580803498,0.7429688032601038,0.6587206644581748,0.028103629497456026,9366.457868866477,0.38428673633564514,0.24134517094216418,1.4355390115369633,3.2229870812392116,1.5769429297747188,0.3693236562938939,0.17028285931507814,0.02505749633623305,1.7683281430746765,0.3853209854535059,0.36395689023651934,2.2419499248085972,0.023165614148198475,0.022786092642025177
all_events,event_time,NOT_PROVIDED,2,singleton_isolate,1,0.011764705882352941,92,86,85,0.9529411764705882,,,,,,0.009000000000000008,0.009000000000000008,0.17399999999999993,0.17399999999999993,0.17399999999999993,1.22,1.394,2,2,69913;73917,1.22,1.394,0.3131431486975021,0.5492281885749998,0.8944721760135865,0.5620858034249998,0.023121302526976452,10742.888099640255,0.4383361691557579,0.1903501827192164,1.4338594817198655,4.468956664616883,1.5616974723433317,0.3939429154037958,0.6632958905570342,0.0262865047294382,1.4156454979919766,0.3489158709273913,0.340224593352341,1.3314254169372202,0.0377942542943781,0.0428006764734639
all_events,event_time,NOT_PROVIDED,3,singleton_isolate,1,0.011764705882352941,92,86,85,0.9529411764705882,,,,,,0.009000000000000008,0.009000000000000008,0.1100000000000001,0.1100000000000001,0.1100000000000001,1.47,1.58,2,2,69668;69807,1.47,1.58,0.20532915510037805,0.8882205764356998,0.8986827267881776,0.8662847311413497,-0.0337365780798103,7869.882973675085,0.24529125064212015,0.2410167015314055,1.4420314356321788,3.2186797454759666,1.5686543737397047,0.3674881771464884,0.08450178528118066,0.025046932649279548,2.1644172981331082,0.38445138794967826,0.3653668451741488,3.4287710810608694,0.0179781239886442,0.01587598710422735
lh_only,P_loss_candidate_MW,NOT_PROVIDED,0,giant,78,0.9629629629629629,82,82,81,0.9629629629629629,,,,,,0.00847673534999921,0.00847673534999921,1.1701600000080248e-05,0.023240530349998678,0.006991888475641017,0.2532235331,0.8813865763999998,81,61,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;68401;...,0.814,1.948,0.33335304233248464,0.5479978866290122,0.7636478294458579,0.6220116618030862,0.07744443044753144,10722.912809738003,0.47985063692928265,0.2242728639384098,1.4332424468498461,3.6476930895260278,1.5940233186561388,0.3720483011820826,0.4932744510734216,0.053998435246306944,1.295064597406277,0.3759828965607023,0.35639089623046033,1.4288835631427632,0.04475921677155149,0.047784386544417815
lh_only,P_loss_candidate_MW,NOT_PROVIDED,1,minor_component,2,0.024691358024691357,82,82,81,0.9629629629629629,,,,,,0.00847673534999921,0.00847673534999921,0.03360940830000059,0.039264200299999774,0.03643680430000018,0.7579578349999997,0.9206507766999996,4,4,67992;68007;68206;69895,1.117,1.93,0.3838654787133344,0.8378906078499998,0.9892945458623714,0.8505411697499998,0.08129256475901844,11064.19373041085,0.5905668902946124,0.24179941979555347,1.4373304125719508,3.221839453863061,1.5846913829151348,0.37065377928640525,0.7599933140454731,0.11382726264684545,1.2332603391830377,0.3901672023413608,0.3660304757825739,2.12444580564208,0.07436356555289894,0.07689871161901968
lh_only,P_loss_candidate_MW,NOT_PROVIDED,2,singleton_isolate,1,0.012345679012345678,82,82,81,0.9629629629629629,,,,,,0.00847673534999921,0.00847673534999921,0.049186333899999934,0.049186333899999934,0.049186333899999934,0.6028908896999999,0.6520772235999999,2,2,68200;68422,1.757,1.763,0.3762155129197796,0.62748405665,0.786397209153891,0.6953451737499997,0.0795610615625657,10949.405162464489,0.570858154820545,0.24210519698383087,1.43846112439175,3.2304386984218247,1.5898326499895616,0.3736789700659837,0.5937011676124417,0.053895587491791096,1.3920377966516901,0.3910012556484228,0.3662265885640904,1.6946107541432651,0.0452981394384933,0.04520317418493585
lh_only,P_total_aux_candidate_MW,NOT_PROVIDED,0,giant,81,1.0,82,82,81,1.0,,,,,,0.008857589099999674,0.008857589099999674,5.66902999999952e-05,0.03933085000000003,0.00793482872716049,0.3073691855999999,0.9500903124999996,82,61,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;68401;...,0.814,1.948,0.3352069762877537,0.5525424340689022,0.7674902280456197,0.6260126209579266,0.07706473180978142,10758.724164635652,0.4839739890671802,0.22448306581422156,1.4333104116684583,3.642248323616935,1.5937899094239092,0.3720221906070089,0.49457872343984677,0.05421255471859326,1.2978720922981264,0.37616752912800294,0.3565105730182016,1.4368447225685672,0.045148160753285156,0.048071082615206186
lh_only,P_total_candidate_MW,NOT_PROVIDED,0,giant,83,1.0,84,84,83,1.0,,,,,,0.008057895190618503,0.008057895190618503,9.92088332818497e-07,0.03655879290474817,0.008220925760243568,0.4028102723670823,1.0851471104672985,84,62,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;68401;...,0.814,1.948,0.3374693424774846,0.5525424340689022,0.7693356736232593,0.6260126209579268,0.07705570258321283,10790.468897237542,0.4889304078198631,0.22488810746583304,1.4333900611395383,3.631753362264829,1.5933493210009406,0.37197923827586327,0.4939204934116799,0.05372920308809698,1.2948881421404097,0.3764901938586878,0.356735421358277,1.436844722568567,0.047011469744056816,0.049868812997692025
lh_only,chi_eff_candidate,NOT_PROVIDED,0,giant,81,1.0,82,82,81,1.0,,,,,,0.018236341770178077,0.018236341770178077,0.00028914679304714586,0.09836356519217615,0.02011410478173859,0.7408420423292928,2.3700845296501187,82,61,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;68401;...,0.814,1.948,0.33520697628775364,0.5525424340689022,0.7674902280456196,0.6260126209579268,0.07706473180978142,10758.724164635652,0.4839739890671802,0.2244830658142216,1.4333104116684583,3.642248323616936,1.5937899094239087,0.3720221906070089,0.4945787234398466,0.054212554718593244,1.2978720922981264,0.3761675291280029,0.3565105730182016,1.436844722568567,0.04514816075328515,0.04807108261520619
lh_only,divertor_signal_candidate,NOT_PROVIDED,0,giant,77,0.927710843373494,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,1.0788665736498337e-05,0.004278825997420396,0.000990590881939013,0.0096492425636221,0.1085824019709986,81,60,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;68401;...,0.814,1.931,0.33366775595694526,0.5475497439849999,0.7642046705906138,0.6208550031999998,0.07699030738439334,10743.639677172541,0.48070829138421667,0.225116201079863,1.4335433387584025,3.6307276278343004,1.5942959541464272,0.37212853023590314,0.4989276002595518,0.054785735849431354,1.2992732615684064,0.37668939381281813,0.3568585963724694,1.4275203104758254,0.04241848319731837,0.04562986550481166
lh_only,divertor_signal_candidate,NOT_PROVIDED,1,minor_component,2,0.024096385542168676,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.005860084653003195,0.006071768956967899,0.005965926804985547,0.0649954408816277,0.138759411193881,4,4,66445;68006;68719;69892,1.112,1.948,0.39074094076806476,0.7172623119166666,0.892363050046447,0.7977580243499998,0.08417169890718695,11640.53789939715,0.6039190496337805,0.22418671099580217,1.4309123810031121,3.571013427528984,1.577491963129023,0.368725579425499,0.48015973553891705,0.0626917774664224,1.1351087756853342,0.37596693763862743,0.3562572758599152,1.6777601315213158,0.10182450496176318,0.1070561725484983
lh_only,divertor_signal_candidate,NOT_PROVIDED,2,minor_component,2,0.024096385542168676,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.008184322215318993,0.008613254629750308,0.00839878842253465,0.0788568658814768,0.1080548655375082,4,4,68000;68003;68632;69892,1.838,1.931,0.3649469324393968,0.7396576917666664,0.992240584541721,0.8003405322333332,0.07809303767026972,9879.754250266335,0.5419808429530059,0.22421235352534205,1.4371931701841638,3.6023030226880857,1.5851807011799377,0.3701933564787561,0.6759954485669553,0.09871497936788322,1.128756053375859,0.3769273647433553,0.3578733717645301,1.9868924139360715,0.09334863260588468,0.10259720795269517
lh_only,divertor_signal_candidate,NOT_PROVIDED,3,singleton_isolate,1,0.012048192771084338,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.0241052402659145,0.0241052402659145,0.0241052402659145,0.1085824019709986,0.1326876422369131,2,2,66445;67990,1.909,1.948,0.37872636345384175,0.754526947725,1.0434466356137815,0.8255120272749998,0.08758214110470625,10293.294222262537,0.5740528502815305,0.20688773557991286,1.4259439204083455,3.903574332418178,1.573353625451152,0.3687514558198895,0.5014124407251295,0.02538381977935685,1.146104296938088,0.36280688780470716,0.3469034753534136,1.855040158932135,0.12063502210395585,0.12102155808908485
lh_only,divertor_signal_candidate,NOT_PROVIDED,4,singleton_isolate,1,0.012048192771084338,84,84,83,0.927710843373494,,,,,,0.0015176760717477977,0.0015176760717477977,0.1028598548933089,0.1028598548933089,0.1028598548933089,0.138759411193881,0.2416192660871899,2,2,68719;68728,1.669,1.917,0.4628866306247789,0.7965923323000001,0.8430373447955224,0.908848798,0.07406754592213224,12635.595818325553,0.7639034537084508,0.24182144037624376,1.4369040925009218,3.1938045592535103,1.5723976296779911,0.36902894592517377,0.4607407909008136,0.02519618914435695,1.076178249438241,0.3895789573092999,0.3661853572236631,1.984630219231834,0.19018933864053544,0.17622021296097445
lh_only,event_time,NOT_PROVIDED,0,giant,76,0.9743589743589743,84,79,78,0.9743589743589743,,,,,,0.007000000000000006,0.007000000000000006,0.0009999999999998899,0.04200000000000004,0.009118421052631578,0.814,1.948,83,61,66444;66445;66448;66450;66452;66456;66460;66462;66464;66465;66468;66527;66528;66536;67986;67988;67989;67990;67991;67992;67993;68000;68001;68002;68003;68006;68007;68195;68197;68198;68200;68201;68203;68205;68206;68207;68397;68399;68400;68401;...,0.814,1.948,0.33825429394003714,0.5545128537864196,0.7716711758711096,0.6287756994432097,0.07747153677058749,10783.117962657378,0.49045451568666215,0.22469617546491935,1.4332772979838664,3.6361169378223077,1.5934678723477387,0.3719610214430265,0.49598627998325523,0.0540746817859899,1.2931428572095207,0.3763597724278037,0.3566313803578741,1.443096375494711,0.047405880736267454,0.050279722355184533
