shot_id,marker_id,marker_family,marker_type,marker_description,source_column,t_start,t_end,center_time,n_peak_indices,score_max,evidence_json
12046,12046_D_ALPHA_SHARP_CHANGE_01,PHYSICAL,D_ALPHA_SHARP_CHANGE,D-alpha proxy sharp change,dalpha_proxy,-0.0020000111460686002,0.019999988853931498,0.008999988853931449,2,64.75111310443627,"{""P_missing_critical_max"": 0.4222222222222222, ""P_missing_critical_median"": 0.21666666666666667, ""P_missing_critical_min"": 0.0111111111111111, ""Q_diag_max"": 0.8888888888888888, ""Q_diag_median"": 0.7583333333333333, ""Q_diag_min"": 0.6277777777777778, ""dalpha_proxy_max"": 0.627441406219439, ""dalpha_proxy_median"": 0.5700683593503276, ""dalpha_proxy_min"": 0.5126953124812162, ""density_proxy_max"": 4.603516647033012e+19, ""density_proxy_median"": 2.38170463860582e+19, ""density_proxy_min"": 1.5989263017862758e+18, ""m_edge_conf_max"": -0.1599971895446196, ""m_edge_conf_median"": -0.39951876758668087, ""m_edge_conf_min"": -0.6390403456287421, ""m_edge_raw_max"": -0.1253611897054218, ""m_edge_raw_median"": -0.28844770413425785, ""m_edge_raw_min"": -0.4515342185630939, ""nbi_proxy_max"": -0.5858556628227234, ""nbi_proxy_median"": -0.9521222412586212, ""nbi_proxy_min"": -1.318388819694519, ""profile_gradient_proxy_max"": 4.208105233710756e+16, ""profile_gradient_proxy_median"": 4.208105233710756e+16, ""profile_gradient_proxy_min"": 4.208105233710756e+16, ""softx_combined_proxy_max"": -3.814697273985001e-05, ""softx_combined_proxy_median"": -4.529953015495196e-05, ""softx_combined_proxy_min"": -5.245208757005391e-05}"
12046,12046_DENSITY_CONTEXT_CHANGE_01,PHYSICAL,DENSITY_CONTEXT_CHANGE,density proxy sharp change,density_proxy,-0.0010000111460686002,0.0109999888539314,0.0049999888539314,1,9.337675058597247,"{""P_missing_critical_max"": 0.4222222222222222, ""P_missing_critical_median"": 0.4222222222222222, ""P_missing_critical_min"": 0.4222222222222222, ""Q_diag_max"": 0.6277777777777778, ""Q_diag_median"": 0.6277777777777778, ""Q_diag_min"": 0.6277777777777778, ""dalpha_proxy_max"": 0.3955078125, ""dalpha_proxy_median"": 0.3955078125, ""dalpha_proxy_min"": 0.3955078125, ""density_proxy_max"": 1.195254681397153e+19, ""density_proxy_median"": 1.195254681397153e+19, ""density_proxy_min"": 1.195254681397153e+19, ""m_edge_conf_max"": -0.5003359933137184, ""m_edge_conf_median"": -0.5003359933137184, ""m_edge_conf_min"": -0.5003359933137184, ""m_edge_raw_max"": -0.2099954904167959, ""m_edge_raw_median"": -0.2099954904167959, ""m_edge_raw_min"": -0.2099954904167959, ""nbi_proxy_max"": -2.929278612136841, ""nbi_proxy_median"": -2.929278612136841, ""nbi_proxy_min"": -2.929278612136841, ""softx_combined_proxy_max"": 3.814697245430001e-05, ""softx_combined_proxy_median"": 3.814697245430001e-05, ""softx_combined_proxy_min"": 3.814697245430001e-05}"
12046,12046_PROFILE_GRADIENT_CHANGE_01,PHYSICAL,PROFILE_GRADIENT_CHANGE,profile-gradient proxy sharp change,profile_gradient_proxy,0.0219999888539315,0.0339999888539315,0.0279999888539315,1,4.535011851063381,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.1782226562535778, ""dalpha_proxy_median"": 0.1782226562535778, ""dalpha_proxy_min"": 0.1782226562535778, ""density_proxy_max"": 5.328148905709483e+19, ""density_proxy_median"": 5.328148905709483e+19, ""density_proxy_min"": 5.328148905709483e+19, ""m_edge_conf_max"": -0.0473815792086763, ""m_edge_conf_median"": -0.0473815792086763, ""m_edge_conf_min"": -0.0473815792086763, ""m_edge_raw_max"": -0.0473815792086762, ""m_edge_raw_median"": -0.0473815792086762, ""m_edge_raw_min"": -0.0473815792086762, ""nbi_proxy_max"": 1.757567048072815, ""nbi_proxy_median"": 1.757567048072815, ""nbi_proxy_min"": 1.757567048072815, ""profile_gradient_proxy_max"": 8.38486025505411e+16, ""profile_gradient_proxy_median"": 8.38486025505411e+16, ""profile_gradient_proxy_min"": 8.38486025505411e+16, ""softx_combined_proxy_max"": 0.00020980834974915002, ""softx_combined_proxy_median"": 0.00020980834974915002, ""softx_combined_proxy_min"": 0.00020980834974915002}"
12046,12046_PROFILE_GRADIENT_CHANGE_02,PHYSICAL,PROFILE_GRADIENT_CHANGE,profile-gradient proxy sharp change,profile_gradient_proxy,0.0439999888539315,0.055999988853931496,0.0499999888539315,1,4.66282927962093,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.285644531228011, ""dalpha_proxy_median"": 0.285644531228011, ""dalpha_proxy_min"": 0.285644531228011, ""density_proxy_max"": 6.403522734818591e+19, ""density_proxy_median"": 6.403522734818591e+19, ""density_proxy_min"": 6.403522734818591e+19, ""m_edge_conf_max"": -0.0910840200496533, ""m_edge_conf_median"": -0.0910840200496533, ""m_edge_conf_min"": -0.0910840200496533, ""m_edge_raw_max"": -0.0910840200496533, ""m_edge_raw_median"": -0.0910840200496533, ""m_edge_raw_min"": -0.0910840200496533, ""nbi_proxy_max"": 1.757567048072815, ""nbi_proxy_median"": 1.757567048072815, ""nbi_proxy_min"": 1.757567048072815, ""profile_gradient_proxy_max"": 2.1534700572227664e+17, ""profile_gradient_proxy_median"": 2.1534700572227664e+17, ""profile_gradient_proxy_min"": 2.1534700572227664e+17, ""softx_combined_proxy_max"": 0.0005054473874375499, ""softx_combined_proxy_median"": 0.0005054473874375499, ""softx_combined_proxy_min"": 0.0005054473874375499}"
12046,12046_POWER_CONTEXT_CHANGE_01,PHYSICAL,POWER_CONTEXT_CHANGE,NBI / power proxy sharp change,nbi_proxy,0.058999988853931505,0.07099998885393151,0.0649999888539315,1,3.1891103090828468,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.24658203125, ""dalpha_proxy_median"": 0.24658203125, ""dalpha_proxy_min"": 0.24658203125, ""density_proxy_max"": 7.453138964730767e+19, ""density_proxy_median"": 7.453138964730767e+19, ""density_proxy_min"": 7.453138964730767e+19, ""m_edge_conf_max"": 0.0791134208854876, ""m_edge_conf_median"": 0.0791134208854876, ""m_edge_conf_min"": 0.0791134208854876, ""m_edge_raw_max"": 0.0791134208854875, ""m_edge_raw_median"": 0.0791134208854875, ""m_edge_raw_min"": 0.0791134208854875, ""nbi_proxy_max"": -0.5858556628227234, ""nbi_proxy_median"": -0.5858556628227234, ""nbi_proxy_min"": -0.5858556628227234, ""profile_gradient_proxy_max"": 3.5989265020473344e+17, ""profile_gradient_proxy_median"": 3.5989265020473344e+17, ""profile_gradient_proxy_min"": 3.5989265020473344e+17, ""softx_combined_proxy_max"": 0.0006055831903273875, ""softx_combined_proxy_median"": 0.0006055831903273875, ""softx_combined_proxy_min"": 0.0006055831903273875}"
12046,12046_DENSITY_CONTEXT_CHANGE_02,PHYSICAL,DENSITY_CONTEXT_CHANGE,density proxy sharp change,density_proxy,0.0709999888539315,0.0829999888539315,0.0769999888539315,1,5.149254665898997,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.3100585937608081, ""dalpha_proxy_median"": 0.3100585937608081, ""dalpha_proxy_min"": 0.3100585937608081, ""density_proxy_max"": 7.62253852219896e+19, ""density_proxy_median"": 7.62253852219896e+19, ""density_proxy_min"": 7.62253852219896e+19, ""m_edge_conf_max"": 0.067285759372701, ""m_edge_conf_median"": 0.067285759372701, ""m_edge_conf_min"": 0.067285759372701, ""m_edge_raw_max"": 0.0672857593727009, ""m_edge_raw_median"": 0.0672857593727009, ""m_edge_raw_min"": 0.0672857593727009, ""nbi_proxy_max"": -1.025076389312744, ""nbi_proxy_median"": -1.025076389312744, ""nbi_proxy_min"": -1.025076389312744, ""profile_gradient_proxy_max"": 2.918212234026527e+17, ""profile_gradient_proxy_median"": 2.918212234026527e+17, ""profile_gradient_proxy_min"": 2.918212234026527e+17, ""softx_combined_proxy_max"": 0.0010490417474558, ""softx_combined_proxy_median"": 0.0010490417474558, ""softx_combined_proxy_min"": 0.0010490417474558}"
12046,12046_SOFTX_SHARP_CHANGE_01,PHYSICAL,SOFTX_SHARP_CHANGE,soft-X combined proxy sharp change,softx_combined_proxy,0.1789999888539316,0.1909999888539316,0.1849999888539316,1,12.339213372823243,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.3125, ""dalpha_proxy_median"": 0.3125, ""dalpha_proxy_min"": 0.3125, ""density_proxy_max"": 7.34411578976701e+19, ""density_proxy_median"": 7.34411578976701e+19, ""density_proxy_min"": 7.34411578976701e+19, ""m_edge_conf_max"": 0.3409333073443141, ""m_edge_conf_median"": 0.3409333073443141, ""m_edge_conf_min"": 0.3409333073443141, ""m_edge_raw_max"": 0.3409333073443141, ""m_edge_raw_median"": 0.3409333073443141, ""m_edge_raw_min"": 0.3409333073443141, ""nbi_proxy_max"": -1.318388819694519, ""nbi_proxy_median"": -1.318388819694519, ""nbi_proxy_min"": -1.318388819694519, ""profile_gradient_proxy_max"": 1.908924146434222e+17, ""profile_gradient_proxy_median"": 1.908924146434222e+17, ""profile_gradient_proxy_min"": 1.908924146434222e+17, ""softx_combined_proxy_max"": 0.0187873840340874, ""softx_combined_proxy_median"": 0.0187873840340874, ""softx_combined_proxy_min"": 0.0187873840340874}"
12046,12046_PROFILE_GRADIENT_CHANGE_03,PHYSICAL,PROFILE_GRADIENT_CHANGE,profile-gradient proxy sharp change,profile_gradient_proxy,0.1889999888539316,0.2009999888539316,0.1949999888539316,1,4.622668379873264,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.2343750000195969, ""dalpha_proxy_median"": 0.2343750000195969, ""dalpha_proxy_min"": 0.2343750000195969, ""density_proxy_max"": 7.39519382233767e+19, ""density_proxy_median"": 7.39519382233767e+19, ""density_proxy_min"": 7.39519382233767e+19, ""m_edge_conf_max"": 0.3525673555419896, ""m_edge_conf_median"": 0.3525673555419896, ""m_edge_conf_min"": 0.3525673555419896, ""m_edge_raw_max"": 0.3525673555419896, ""m_edge_raw_median"": 0.3525673555419896, ""m_edge_raw_min"": 0.3525673555419896, ""nbi_proxy_max"": 0.8784895539283752, ""nbi_proxy_median"": 0.8784895539283752, ""nbi_proxy_min"": 0.8784895539283752, ""profile_gradient_proxy_max"": 1.1521874946174851e+17, ""profile_gradient_proxy_median"": 1.1521874946174851e+17, ""profile_gradient_proxy_min"": 1.1521874946174851e+17, ""softx_combined_proxy_max"": 0.01968383789139045, ""softx_combined_proxy_median"": 0.01968383789139045, ""softx_combined_proxy_min"": 0.01968383789139045}"
12046,12046_SOFTX_SHARP_CHANGE_02,PHYSICAL,SOFTX_SHARP_CHANGE,soft-X combined proxy sharp change,softx_combined_proxy,0.2059999888539316,0.2179999888539316,0.2119999888539316,1,13.569167147140169,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.2319335937708709, ""dalpha_proxy_median"": 0.2319335937708709, ""dalpha_proxy_min"": 0.2319335937708709, ""density_proxy_max"": 7.57794848784148e+19, ""density_proxy_median"": 7.57794848784148e+19, ""density_proxy_min"": 7.57794848784148e+19, ""m_edge_conf_max"": 0.3745597793031008, ""m_edge_conf_median"": 0.3745597793031008, ""m_edge_conf_min"": 0.3745597793031008, ""m_edge_raw_max"": 0.3745597793031008, ""m_edge_raw_median"": 0.3745597793031008, ""m_edge_raw_min"": 0.3745597793031008, ""nbi_proxy_max"": 0.8784895539283752, ""nbi_proxy_median"": 0.8784895539283752, ""nbi_proxy_min"": 0.8784895539283752, ""profile_gradient_proxy_max"": 1.7834445350213018e+17, ""profile_gradient_proxy_median"": 1.7834445350213018e+17, ""profile_gradient_proxy_min"": 1.7834445350213018e+17, ""softx_combined_proxy_max"": 0.022611618043500398, ""softx_combined_proxy_median"": 0.022611618043500398, ""softx_combined_proxy_min"": 0.022611618043500398}"
12046,12046_SOFTX_SHARP_CHANGE_03,PHYSICAL,SOFTX_SHARP_CHANGE,soft-X combined proxy sharp change,softx_combined_proxy,0.22199998885393168,0.2339999888539317,0.2279999888539317,1,12.735972618430965,"{""P_missing_critical_max"": 0.0, ""P_missing_critical_median"": 0.0, ""P_missing_critical_min"": 0.0, ""Q_diag_max"": 1.0, ""Q_diag_median"": 1.0, ""Q_diag_min"": 1.0, ""dalpha_proxy_max"": 0.2514648438051587, ""dalpha_proxy_median"": 0.2514648438051587, ""dalpha_proxy_min"": 0.2514648438051587, ""density_proxy_max"": 7.711136289555848e+19, ""density_proxy_median"": 7.711136289555848e+19, ""density_proxy_min"": 7.711136289555848e+19, ""m_edge_conf_max"": 0.3781643818666829, ""m_edge_conf_median"": 0.3781643818666829, ""m_edge_conf_min"": 0.3781643818666829, ""m_edge_raw_max"": 0.3781643818666829, ""m_edge_raw_median"": 0.3781643818666829, ""m_edge_raw_min"": 0.3781643818666829, ""nbi_proxy_max"": -0.5858556628227234, ""nbi_proxy_median"": -0.5858556628227234, ""nbi_proxy_min"": -0.5858556628227234, ""profile_gradient_proxy_max"": 1.0299690628217067e+17, ""profile_gradient_proxy_median"": 1.0299690628217067e+17, ""profile_gradient_proxy_min"": 1.0299690628217067e+17, ""softx_combined_proxy_max"": 0.01426696777421315, ""softx_combined_proxy_median"": 0.01426696777421315, ""softx_combined_proxy_min"": 0.01426696777421315}"
