time_s,dalpha_proxy,softx_lower_proxy,softx_upper_proxy,softx_combined_proxy,te_profile_gradient_proxy,ne_profile_gradient_proxy,profile_gradient_proxy,nbi_proxy,density_proxy,m_edge_raw,m_edge_conf,Q_diag,P_missing_critical,m_edge_conf_state
-0.050400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.049400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.048400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.047400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.046400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.045400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.044400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.043400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.042400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.041400011241436,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0404000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0394000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0384000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0374000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0364000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0354000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0344000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0334000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0324000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0314000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0304000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0294000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0284000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0274000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
-0.0264000112414359,,,,,,,,,,,-1.12,0.06,1.0,low_confidence_uninterpretable
