summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.057200007140636444,5195.31884765625,-0.057200007140636444,,-0.057200007140636444,,-0.057200007140636444,,-0.057200007140636444,,-0.057200007140636444
,-0.056950007140636444,5294.6416015625,-0.056950007140636444,,-0.056950007140636444,,-0.057180007140636445,,-0.057180007140636445,,-0.057180007140636445
,-0.056700007140636444,5757.0966796875,-0.056700007140636444,,-0.056700007140636444,,-0.057160007140636446,,-0.057160007140636446,,-0.057160007140636446
,-0.05645000714063644,6527.77587890625,-0.05645000714063644,,-0.05645000714063644,,-0.05714000714063645,,-0.05714000714063645,,-0.05714000714063645
,-0.05620000714063644,7455.857421875,-0.05620000714063644,,-0.05620000714063644,,-0.05712000714063645,,-0.05712000714063645,,-0.05712000714063645
,-0.05595000714063644,6492.09375,-0.05595000714063644,,-0.05595000714063644,,-0.05710000714063645,,-0.05710000714063645,,-0.05710000714063645
,-0.05570000714063644,4937.38037109375,-0.05570000714063644,,-0.05570000714063644,,-0.05708000714063645,,-0.05708000714063645,,-0.05708000714063645
,-0.05545000714063644,2983.952880859375,-0.05545000714063644,,-0.05545000714063644,,-0.05706000714063645,,-0.05706000714063645,,-0.05706000714063645
,-0.05520000714063644,3190.22900390625,-0.05520000714063644,,-0.05520000714063644,,-0.05704000714063645,,-0.05704000714063645,,-0.05704000714063645
,-0.05495000714063644,2879.11279296875,-0.05495000714063644,,-0.05495000714063644,,-0.05702000714063645,,-0.05702000714063645,,-0.05702000714063645
,-0.05470000714063644,2915.506591796875,-0.05470000714063644,,-0.05470000714063644,,-0.05700000714063645,,-0.05700000714063645,,-0.05700000714063645
,-0.05445000714063644,1377.52490234375,-0.05445000714063644,,-0.05445000714063644,,-0.05698000714063645,,-0.05698000714063645,,-0.05698000714063645
