label,array_path,source,values_shape,values_dtype,time_shape,time_min,time_max,time_count,finite_count,total_count,finite_fraction,min,p05,median,mean,p95,max,std,chunks,total_chunks,downloaded_chunks,missing_chunks
summary_power_nbi,summary/power_nbi,summary,"(1808,)",float64,"(1808,)",-0.05800000578165054,0.3937499942183499,1808,1615,1808,0.8932522123893806,-7179.38427734375,-7.57755184173584,1504407.25,934037.590124661,1610578.25,1644979.5,739785.1132845547,[1808],1,1,0
summary_ip,summary/ip,summary,"(1808,)",float64,"(1808,)",-0.05800000578165054,0.3937499942183499,1808,1808,1808,1.0,-21421.705078125,-6837.313330078124,390791.828125,317173.3530751108,582113.159375,933912.6875,250074.1471003984,[1808],1,1,0
interferometer_n_e_line,interferometer/n_e_line,interferometer,"(1808,)",float64,"(1808,)",-0.05800000578165054,0.3937499942183499,1808,1615,1808,0.8932522123893806,-7.639161598694654e+18,-6.672444862152835e+18,4.951359465010181e+19,5.4476186093597065e+19,1.2615938386043203e+20,1.4437878059545238e+20,4.189442885587273e+19,[1808],1,1,0
dalpha_voltage,spectrometer_visible/filter_spectrometer_dalpha_voltage,spectrometer_visible,"(3, 22600)",float64,"(22600,)",-0.05800000578165054,0.393979994218331,22600,60597,67800,0.8937610619469026,-0.01220703125,-0.009765625,0.24169921875,0.36592524659585046,1.08154296875,2.37548828125,0.36267804045309004,"[2, 11300]",4,4,0
soft_x_lower,soft_x_rays/horizontal_cam_lower,soft_x_rays,"(18, 22600)",float64,"(22600,)",-0.05800000578165054,0.393979994218331,22600,363582,406800,0.8937610619469026,-0.011081695556640625,-0.0019073486328125,0.00019073486328125,0.00758125813869232,0.04608154296875,0.076751708984375,0.015336841387959953,"[5, 11300]",8,8,0
soft_x_upper,soft_x_rays/horizontal_cam_upper,soft_x_rays,"(18, 22600)",float64,"(22600,)",-0.05800000578165054,0.393979994218331,22600,363582,406800,0.8937610619469026,-0.07808685302734375,-0.00751495361328125,0.00030517578125,0.0060289671264838465,0.041656494140625,0.06397247314453125,0.015963208706022834,"[5, 11300]",8,8,0
equilibrium_q95,equilibrium/q95,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,5.943467617034912,6.132400417327881,8.999746322631836,10.087380852615624,16.016572189331054,16.855175018310547,3.7077141423298245,[91],1,1,0
equilibrium_elongation,equilibrium/elongation,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,1.2357054948806763,1.3338492393493653,1.7452805042266846,1.7545966871997767,2.0362926483154293,2.421891450881958,0.19817784152818388,[91],1,1,0
equilibrium_triangularity_upper,equilibrium/triangularity_upper,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,0.10739719867706299,0.15419090390205384,0.31736111640930176,0.2926450494611472,0.3591805100440979,0.3622264564037323,0.07360478540420452,[91],1,1,0
equilibrium_triangularity_lower,equilibrium/triangularity_lower,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,0.1777011901140213,0.18827275633811952,0.37112969160079956,0.3409389769821836,0.45266979932785034,0.4541744887828827,0.09896857625268314,[91],1,1,0
equilibrium_minor_radius,equilibrium/minor_radius,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,0.39277127385139465,0.4700744986534119,0.5747811198234558,0.5598496815614533,0.6059792876243592,0.6065487265586853,0.049537245694604166,[91],1,1,0
equilibrium_beta_normal,equilibrium/beta_normal,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,-0.20695331692695618,0.05571929840371015,0.7271834015846252,1.156966965931484,2.938677358627319,3.04001784324646,1.0589053995949125,[91],1,1,0
equilibrium_beta_pol,equilibrium/beta_pol,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,-0.14621491730213165,0.03179572094231845,0.20239406824111938,0.271574638244745,0.6172195792198181,0.6288571953773499,0.21473247459236647,[91],1,1,0
equilibrium_whmd,equilibrium/whmd,equilibrium,"(91,)",float64,"(91,)",-0.05800000578165054,0.39199999421834925,91,57,91,0.6263736263736264,3848.27587890625,7837.846875,80830.1953125,72479.3068462171,122809.1984375,124045.65625,40496.72568132832,[91],1,1,0
