window_label,state,start_time,end_time,duration,start_index,end_index,point_count,interpretability_flag,interpretability_notes,m_edge__during_median,m_edge__before_median,m_edge__after_median,m_edge__delta_vs_before,m_edge__delta_vs_after,m_edge__trend,m_edge__slope_per_s,C_edge_capacity__during_median,C_edge_capacity__before_median,C_edge_capacity__after_median,C_edge_capacity__delta_vs_before,C_edge_capacity__delta_vs_after,C_edge_capacity__trend,C_edge_capacity__slope_per_s,F_route_fragmentation__during_median,F_route_fragmentation__before_median,F_route_fragmentation__after_median,F_route_fragmentation__delta_vs_before,F_route_fragmentation__delta_vs_after,F_route_fragmentation__trend,F_route_fragmentation__slope_per_s,S_edge_response__during_median,S_edge_response__before_median,S_edge_response__after_median,S_edge_response__delta_vs_before,S_edge_response__delta_vs_after,S_edge_response__trend,S_edge_response__slope_per_s,S_power_balance__during_median,S_power_balance__before_median,S_power_balance__after_median,S_power_balance__delta_vs_before,S_power_balance__delta_vs_after,S_power_balance__trend,S_power_balance__slope_per_s,S_transport__during_median,S_transport__before_median,S_transport__after_median,S_transport__delta_vs_before,S_transport__delta_vs_after,S_transport__trend,S_transport__slope_per_s,density_support__during_median,density_support__before_median,density_support__after_median,density_support__delta_vs_before,density_support__delta_vs_after,density_support__trend,density_support__slope_per_s,geometry_stability__during_median,geometry_stability__before_median,geometry_stability__after_median,geometry_stability__delta_vs_before,geometry_stability__delta_vs_after,geometry_stability__trend,geometry_stability__slope_per_s,missingness_pressure__during_median,missingness_pressure__before_median,missingness_pressure__after_median,missingness_pressure__delta_vs_before,missingness_pressure__delta_vs_after,missingness_pressure__trend,missingness_pressure__slope_per_s,nbi_proxy__during_median,nbi_proxy__before_median,nbi_proxy__after_median,nbi_proxy__delta_vs_before,nbi_proxy__delta_vs_after,nbi_proxy__trend,nbi_proxy__slope_per_s,density_proxy__during_median,density_proxy__before_median,density_proxy__after_median,density_proxy__delta_vs_before,density_proxy__delta_vs_after,density_proxy__trend,density_proxy__slope_per_s,dalpha_proxy__during_median,dalpha_proxy__before_median,dalpha_proxy__after_median,dalpha_proxy__delta_vs_before,dalpha_proxy__delta_vs_after,dalpha_proxy__trend,dalpha_proxy__slope_per_s,softx_lower_proxy__during_median,softx_lower_proxy__before_median,softx_lower_proxy__after_median,softx_lower_proxy__delta_vs_before,softx_lower_proxy__delta_vs_after,softx_lower_proxy__trend,softx_lower_proxy__slope_per_s,softx_upper_proxy__during_median,softx_upper_proxy__before_median,softx_upper_proxy__after_median,softx_upper_proxy__delta_vs_before,softx_upper_proxy__delta_vs_after,softx_upper_proxy__trend,softx_upper_proxy__slope_per_s,te_profile_gradient_proxy__during_median,te_profile_gradient_proxy__before_median,te_profile_gradient_proxy__after_median,te_profile_gradient_proxy__delta_vs_before,te_profile_gradient_proxy__delta_vs_after,te_profile_gradient_proxy__trend,te_profile_gradient_proxy__slope_per_s,ne_profile_gradient_proxy__during_median,ne_profile_gradient_proxy__before_median,ne_profile_gradient_proxy__after_median,ne_profile_gradient_proxy__delta_vs_before,ne_profile_gradient_proxy__delta_vs_after,ne_profile_gradient_proxy__trend,ne_profile_gradient_proxy__slope_per_s,te_edge_median_proxy__during_median,te_edge_median_proxy__before_median,te_edge_median_proxy__after_median,te_edge_median_proxy__delta_vs_before,te_edge_median_proxy__delta_vs_after,te_edge_median_proxy__trend,te_edge_median_proxy__slope_per_s,te_core_median_proxy__during_median,te_core_median_proxy__before_median,te_core_median_proxy__after_median,te_core_median_proxy__delta_vs_before,te_core_median_proxy__delta_vs_after,te_core_median_proxy__trend,te_core_median_proxy__slope_per_s,ne_edge_median_proxy__during_median,ne_edge_median_proxy__before_median,ne_edge_median_proxy__after_median,ne_edge_median_proxy__delta_vs_before,ne_edge_median_proxy__delta_vs_after,ne_edge_median_proxy__trend,ne_edge_median_proxy__slope_per_s,ne_core_median_proxy__during_median,ne_core_median_proxy__before_median,ne_core_median_proxy__after_median,ne_core_median_proxy__delta_vs_before,ne_core_median_proxy__delta_vs_after,ne_core_median_proxy__trend,ne_core_median_proxy__slope_per_s
peak_negative,peak_negative_window,-0.0010000111460685,0.0069999888539314,0.0079999999999999,67,75,9,interpretable_negative_candidate,fragmentation_exceeds_capacity;power_balance_pressure_high;edge_response_low;m_edge_lower_than_before,-0.4028112070268075,-0.2801932501250427,-0.2774684057554207,-0.1226179569017648,-0.1253428012713868,increase,15.148881701299906,0.3099150851809766,0.4247565447923354,0.3240454307384063,-0.11484145961135878,-0.014130345557429702,decrease,-11.04808860764616,0.7031674068783597,0.7070926327364092,0.5424798535454607,-0.0039252258580495525,0.16068755333289897,decrease,-26.19697030894606,0.306955422951268,0.6131775483447305,0.28552017114658684,-0.3062221253934625,0.021435251804681144,decrease,-33.75138061020782,0.7606613985303408,0.7654521029783208,0.5642655000123532,-0.004790704447980021,0.19639589851798755,decrease,-32.01851926648962,,,,,,na,,0.0499023009899127,0.0481633467665459,0.46573939129136244,0.0017389542233667982,-0.4158370903014497,increase,34.35849539747713,,,,,,na,,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0.0,flat,0.0,0.9520930051803588,0.2196779400110244,0.2196779400110244,0.7324150651693344,0.7324150651693344,decrease,-91.55188314616795,-3.993439975977779e+17,-6.051976569264538e+17,4.882655601339295e+19,2.0585365932867584e+17,-4.922590001099073e+19,increase,4.067284757447231e+21,0.2978515625,-0.0048828125,0.3344726562765358,0.302734375,-0.036621093776535774,increase,33.26416015625042,-0.0001907348631112,-9.536743146505093e-05,0.00013828277580265,-9.536743164614906e-05,-0.00032901763891385,decrease,-0.026226043735393962,-0.0001049041749927,7.629394524145512e-05,-0.0002670288087208,-0.00018119812023415513,0.0001621246337281,decrease,-0.03576278686639009,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_001,negative_leakage_margin,0.0049999888539314,0.0079999888539314,0.003000000000000001,73,76,4,interpretable_negative_candidate,fragmentation_exceeds_capacity;power_balance_pressure_high;edge_response_low,-0.33129405720491056,-0.3852311253645808,-0.2837489928077893,0.053937068159670254,-0.04754506439712125,increase,66.47413118140105,0.2778506213786748,0.4005589064803319,0.3196249113317404,-0.1227082851016571,-0.041774289953065646,increase,53.468970400227605,0.6361277485504786,0.7070870741539796,0.5424798535454607,-0.07095932560350104,0.09364789500501791,decrease,-13.005160781173416,0.2645612038492584,0.577410343333404,0.2422533054695008,-0.3128491394841456,0.022307898379757607,increase,64.53943053445735,0.6787240383518196,0.7654521029783208,0.5642655000123532,-0.08672806462650118,0.1144585383394664,decrease,-15.89519651032304,,,,,,na,,0.30491900714464154,0.0473506339147936,0.46992245983575154,0.25756837322984794,-0.16500345269111,increase,31.328050131768286,,,,,,na,,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0.0,flat,0.0,0.5858854725956916,0.9520930051803588,0.2196779400110244,-0.3662075325846672,0.3662075325846672,flat,0.0,2.9788984968451457e+19,-7.01404855637377e+17,4.932173866714792e+19,3.0490389824088834e+19,-1.9532753698696462e+19,increase,3.7085471673721805e+21,0.34057617187637895,0.03173828125,0.3771972656311867,0.30883789062637895,-0.036621093754807765,decrease,-65.91796874913038,-0.00021457672108829998,-9.536743146505093e-05,0.00020503997796245002,-0.00011920928962324905,-0.00041961669905075,decrease,-0.01589457197833333,-0.0003528594971582,-1.9073486430033648e-05,-0.0002002716064339,-0.0003337860107281663,-0.0001525878907243,decrease,-0.044504801376799984,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_002,negative_leakage_margin,0.0129999888539314,0.0199999888539315,0.007000000000000102,81,88,8,interpretable_negative_candidate,fragmentation_exceeds_capacity;power_balance_pressure_high;edge_response_low;m_edge_lower_than_before,-0.3258681025947934,-0.2982369658743762,-0.128802827072505,-0.02763113672041717,-0.19706527552228836,increase,2.8685651566757553,0.2894155631575721,0.243752424030673,0.3772510255217232,0.04566313912689912,-0.08783546236415107,increase,27.393848382319515,0.6293422373359681,0.5493095733569494,0.5214116645848562,0.08003266397901865,0.10793057275111184,increase,24.525283225643758,0.1981941963410423,0.1918311864509943,0.3296726239233687,0.0063630098900479826,-0.13147842758232642,increase,41.07367706350171,0.6704306357563066,0.572612935337506,0.5385154912827256,0.09781770041880056,0.131915144473581,increase,29.97534616467573,,,,,,na,,0.46253560992431164,0.3818865544070943,0.4746319251922549,0.08064905551721735,-0.012096315267943247,increase,0.03419101995513316,,,,,,na,,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0.0,flat,0.0,0.9520930051803588,0.2196779400110244,0.2196779400110244,0.7324150651693344,0.7324150651693344,increase,313.99157856191454,4.844729926860092e+19,3.890023760559866e+19,4.987923504289546e+19,9.547061663002264e+18,-1.4319357742945403e+18,increase,4.04745937493425e+18,0.4211425781282424,0.4199218749617243,0.2856445312663985,0.0012207031665181223,0.1354980468618439,decrease,-91.37834821021671,0.00041007995596495004,-8.583068853261226e-05,0.0004005432129191,0.0004959106444975623,9.53674304585004e-06,increase,0.0367845807685709,-4.768371506750011e-06,-0.0003242492676654,-6.675720262740815e-05,0.00031948089615865,6.198883112065814e-05,increase,0.005449567540042778,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_003,negative_leakage_margin,0.0799999888539315,0.0829999888539315,0.0030000000000000027,148,151,4,interpretable_negative_candidate,fragmentation_exceeds_capacity;power_balance_pressure_high;edge_response_low;m_edge_lower_than_before,-0.2840774837245118,-0.1786829135891272,-0.1381524783316055,-0.10539457013538461,-0.14592500539290632,decrease,-4.538082556548173,0.3346989022179435,0.3392688399891734,0.395350866416732,-0.004569937771229882,-0.06065196419878849,decrease,-2.946099664725659,0.6187763859424553,0.514890020494175,0.536983228827423,0.10388636544828034,0.08179315711503232,increase,1.5919828918224952,0.1044212005685113,0.1129637496845051,0.1763893446503182,-0.008542549115993794,-0.07196814408180689,decrease,-2.8143019536704648,0.7068995334358406,0.5799273089990535,0.6069301191841344,0.12697222443678702,0.09996941425170613,increase,1.9457568677830126,,,,,,na,,0.8125138472581754,0.7889476469477228,0.8372795197131114,0.023566200310452645,-0.024765672454935994,increase,3.8349175902639203,0.31148269366689624,0.35062551832669564,0.3920276047267106,-0.0391428246597994,-0.08054491105981437,decrease,-9.990712341825665,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,flat,0.0,0.9520930051803588,0.2196779400110244,0.2196779400110244,0.7324150651693344,0.7324150651693344,flat,0.0,8.987696997096804e+19,8.708725388460268e+19,9.280867698894438e+19,2.789716086365356e+18,-2.9317070179763487e+18,increase,4.539692929071619e+20,0.5249023437613112,0.5163574218834974,0.5175781250294429,0.00854492187781375,0.007324218731868282,increase,1.6276041778847656,0.0009346008298189499,0.00080585479706235,0.001029968261629,0.00012874603275659995,-9.536743181005002e-05,decrease,-0.10172526030176658,0.00026702880863460003,0.0002384185794449,0.0051498413085937,2.8610229189700027e-05,-0.0048828124999590996,increase,0.01271565737826665,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
negative_004,negative_leakage_margin,0.0969999888539315,0.1029999888539315,0.0059999999999999915,165,171,7,interpretable_negative_candidate,fragmentation_exceeds_capacity;power_balance_pressure_high;edge_response_low;m_edge_lower_than_before,-0.2151451847486945,-0.12955522692554988,-0.011409419851153249,-0.08558995782314463,-0.20373576489754125,decrease,-1.2594497697023874,0.4421552572316755,0.4120389818218531,0.5258891805791952,0.03011627540982237,-0.08373392334751972,increase,9.325872544578678,0.6573004419803701,0.5355115564148794,0.5532630087165025,0.12178888556549072,0.1040374332638676,increase,10.585322314281068,0.2113095816780003,0.20163593799939084,0.2511623575926272,0.009673643678609456,-0.03985277591462688,increase,1.4762485235781684,0.7539844908155141,0.6051314084576921,0.6268276279374537,0.14885308235782202,0.12715686287806038,increase,12.93761616189909,,,,,,na,,0.9053142039121244,0.8315953555271045,0.9947805221341766,0.07371884838501985,-0.0894663182220522,increase,25.498916445752915,0.440687661658577,0.4048463852235657,0.607421895598543,0.03584127643501128,-0.166734233939966,increase,8.852076685405509,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,flat,0.0,0.9520930051803588,0.2196779400110244,-0.14640881866216665,0.7324150651693344,1.0985018238425255,flat,0.0,1.0086247651710127e+20,9.213579786297804e+19,1.1145330676737455e+20,8.726678654123229e+18,-1.0590830250273276e+19,increase,3.0185068639195014e+21,0.4980468750062985,0.506591796856328,0.47607421874664574,-0.00854492185002953,0.02197265625965278,decrease,-0.813802082569316,0.0011825561525359,0.0011634826659945,0.0017452239986643502,1.9073486541399927e-05,-0.0005626678461284503,decrease,-0.0031789142292000007,0.0068092346186601,0.00569343566866955,0.0070762634280855,0.00111579894999055,-0.0002670288094254007,increase,0.057220459031266824,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_001,positive_boundary_margin,0.1879999888539316,0.1939999888539316,0.006000000000000005,256,262,7,weak_positive_candidate,capacity_exceeds_fragmentation;m_edge_higher_than_before,0.2519803507337002,0.1137067369291728,0.1984928979638912,0.13827361380452738,0.053487452769808985,increase,4.532367966714709,0.6413773111655195,0.596008337107503,0.6810439582518175,0.04536897405801654,-0.03966664708629797,increase,2.4898608363383214,0.3888431629193278,0.5055529206876699,0.4825510602879262,-0.11670975776834208,-0.09370789736859841,decrease,-2.0425071303764013,0.4883813328161202,0.393183707378389,0.6055012104588827,0.09519762543773119,-0.11711987764276255,increase,2.4147422434959505,0.4258700386297957,0.5685152981244361,0.5404019131914162,-0.1426452594946404,-0.11453187456162045,decrease,-2.496397603793367,,,,,,na,,0.7185088542463905,0.7659741422891502,0.6910195608083376,-0.047465288042759624,0.027489293438052953,decrease,-4.920182599169094,0.8678405214694396,0.8230466162909655,0.903417090969635,0.044793905178474036,-0.03557656950019539,increase,10.050141457530444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,flat,0.0,-0.5124955773353577,0.2196779400110244,0.2196779400110244,-0.732173517346382,-0.732173517346382,flat,0.0,7.874886116475876e+19,8.436769983422897e+19,7.549473775509989e+19,-5.618838669470204e+18,3.254123409658872e+18,decrease,-5.824406295430207e+20,0.478515624971377,0.4931640625185602,0.361328125029741,-0.014648437547183202,0.11718749994163602,decrease,-4.882812500111795,0.011978149406534,0.0121307373054125,0.010776519777749,-0.00015258789887850031,0.001201629628784999,decrease,-0.18119811837929972,0.0170326232907875,0.0125885009755434,0.0163459777843783,0.004444122315244098,0.0006866455064091989,decrease,-0.09218851788123318,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
peak_positive,peak_positive_window,0.2009999888539316,0.2089999888539316,0.00799999999999998,269,277,9,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.2553930761025281,0.2167761079886463,0.2228525226017419,0.038616968113881794,0.03254055350078619,increase,24.382095265630554,0.6914426120123691,0.6676298452983558,0.6688924027588341,0.023812766714013334,0.022550209253535014,decrease,-5.164397858433062,0.4501323163739635,0.3888431629193278,0.4421669781239084,0.0612891534546357,0.007965338250055076,decrease,-29.54649312406362,0.641383372799273,0.5193069631139846,0.6413882676538546,0.12207640968528843,-4.894854581549701e-06,decrease,-2.0317138867135736,0.5007790039632394,0.4258700386297957,0.4910435905465054,0.07490896533344366,0.009735413416733951,decrease,-36.11238048496665,,,,,,na,,0.6609234170531151,0.7026087243182425,0.6232614406682849,-0.041685307265127425,0.037661976384830154,decrease,-7.937786025131794,0.806290090780676,0.903417090969635,0.7562103497864711,-0.09712700018895892,0.05007974099420498,decrease,-8.656377635173305,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,flat,0.0,0.2196779400110244,-0.5124955773353577,0.2196779400110244,0.732173517346382,0.0,decrease,-201.3908550143247,7.1932021013942895e+19,7.68666379954946e+19,6.747367728517166e+19,-4.93461698155171e+18,4.458343728771236e+18,decrease,-9.39658030260161e+20,0.2758789061880378,0.4418945312302404,0.2148437500104761,-0.16601562504220263,0.061035156177561695,decrease,-4.57763672774889,0.0093078613300333,0.0112342834480226,0.0083351135231493,-0.0019264221179892994,0.0009727478068840001,decrease,-0.200271607135638,0.0149536132783988,0.0168418884285764,0.0112533569337584,-0.0018882751501775995,0.0037002563446404003,decrease,-0.4267692566681011,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_002,positive_boundary_margin,0.2029999888539316,0.2119999888539316,0.00899999999999998,271,280,10,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high;m_edge_higher_than_before,0.2880640916034523,0.1984928979638912,0.2213362385954967,0.08957119363956112,0.06672785300795561,decrease,-43.13059385513211,0.6824432193530379,0.6761331027242747,0.6626912135228866,0.006310116628763129,0.019752005830151242,increase,0.0659339755251603,0.3998686205423013,0.4825510602879262,0.4421669781239084,-0.08268243974562489,-0.042298357581607104,increase,43.19652783065727,0.6467780374250773,0.5835769687597966,0.6413882676538546,0.06320106866528075,0.005389769771222741,increase,4.080095400216955,0.4393455979467634,0.5404019131914162,0.4910435905465054,-0.10105631524465275,-0.051697992599742004,increase,52.79575623747,,,,,,na,,0.6454620966494673,0.6912570403173213,0.6153176916485987,-0.04579494366785397,0.030144405000868568,decrease,-3.2606207384733494,0.795809155384938,0.903417090969635,0.7356960973253897,-0.10760793558469695,0.06011305805954836,decrease,-4.635834159859918,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,flat,0.0,-0.14640881866216665,0.2196779400110244,0.2196779400110244,-0.36608675867319107,-0.36608675867319107,increase,585.9894239240235,7.010174317202139e+19,7.552285006839887e+19,6.653331336844647e+19,-5.421106896377479e+18,3.568429803574919e+18,decrease,-3.859852672821866e+20,0.2575683593953389,0.3662109375201255,0.2124023437813063,-0.10864257812478662,0.045166015614032606,decrease,-11.121961800955248,0.008897781372671651,0.0108909606962582,0.0083351135231493,-0.0019931793235865494,0.0005626678495223511,decrease,-0.1992119683177338,0.01440048217705395,0.0166893005398108,0.0100326538083447,-0.0022888183627568504,0.004367828368709251,decrease,-0.34332275415923413,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_003,positive_boundary_margin,0.2139999888539316,0.2179999888539316,0.0040000000000000036,282,286,5,interpretable_positive_candidate,capacity_exceeds_fragmentation;edge_response_high,0.2217365319843784,0.2348460108105976,0.20322067738819016,-0.013109478826219212,0.018515854596188236,decrease,-3.6324026956575697,0.6630915069117683,0.6881599302020744,0.6246802867448003,-0.02506842329030612,0.038411220166968074,decrease,-3.429401896527931,0.4421669781239084,0.4485392641470547,0.4413996826449109,-0.0063722860231462675,0.0007672954789975095,increase,0.2030007991296599,0.6413882676538546,0.6514262599212037,0.5945583511303729,-0.010037992267349138,0.046829916523481674,decrease,-4.446432634786858,0.4910435905465054,0.4988319401303508,0.490105784961064,-0.007788349583845389,0.0009378055854414313,increase,0.2481120878251306,,,,,,na,,0.6217293411702454,0.636245982056539,0.6107152258205485,-0.014516640886293675,0.011014115349696874,increase,0.9197965540966572,0.7425341814790833,0.7871682762879114,0.7204226541889076,-0.04463409480882807,0.022111527290175736,decrease,-5.744538870634664,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,flat,0.0,0.2196779400110244,0.2196779400110244,0.2196779400110244,0.0,0.0,flat,0.0,6.729231064314675e+19,6.901075935643042e+19,6.5988483366650905e+19,-1.718448713283666e+18,1.3038272764958474e+18,increase,1.088835369870294e+20,0.2124023438243762,0.2514648437397543,0.20996093748378775,-0.03906249991537811,0.0024414063405884534,decrease,-2.4414062552549747,0.0085449218748357,0.0087738037127785,0.00782012939253065,-0.00022888183794280044,0.0007247924823050485,decrease,-0.1049041749301747,0.0108146667480468,0.0129318237310335,0.0065517425528152,-0.0021171569829866992,0.0042629241952316,decrease,-0.4386901858174997,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
positive_004,positive_boundary_margin,0.2559999888539317,0.2589999888539317,0.0030000000000000027,324,327,4,interpretable_positive_candidate,capacity_exceeds_fragmentation;low_power_balance_pressure;m_edge_higher_than_before,0.4951123288070455,0.1203645663058111,0.0390461937018868,0.37474776250123437,0.4560661351051587,increase,11.294187991375631,0.5730935407896505,0.559478619845472,0.5820765916133291,0.013614920944178488,-0.008983050823678673,increase,9.308710351924775,0.0723001879228384,0.4591969362337864,0.5583265239226419,-0.386896748310948,-0.4860263359998035,decrease,-1.9854776394508324,0.510844530141806,0.4765445863159062,0.5335896802428789,0.03429994382589979,-0.02274515010107292,increase,15.253338014233087,0.038984180300753096,0.5118579837919118,0.6330163687449575,-0.4728738034911587,-0.5940321884442044,decrease,-2.4266948926621645,,,,,,na,,0.5167337504134548,0.5426861888188704,0.5394084737498676,-0.025952438405415612,-0.02267472333641274,increase,4.782804616630753,0.7515532302427959,0.7540798460773176,0.7434718364322174,-0.0025266158345217393,0.008081393810578485,increase,1.945360762602098,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,flat,0.0,-2.856279134750366,0.2196779400110244,0.9520930051803588,-3.0759570747613907,-3.808372139930725,flat,0.0,5.486315852388316e+19,5.79353523415637e+19,5.7547343484214575e+19,-3.072193817680544e+18,-2.6841849603314156e+18,increase,5.661781195604618e+20,0.17944335939929965,0.19775390625,0.1733398437871203,-0.018310546850700354,0.006103515612179339,decrease,-3.2552083292359693,0.00410079956278475,0.0034332275399063,0.0050163269058342,0.00066757202287845,-0.0009155273430494501,increase,0.5976359073522327,0.00191688537507225,0.0014305114746093,0.002746582032403,0.0004863739004629501,-0.0008296966573307499,increase,0.32424926697529977,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,,,,,,,na,
