label,array_path,source,values_shape,values_dtype,time_shape,time_min,time_max,time_count,finite_count,total_count,finite_fraction,min,p05,median,mean,p95,max,std,chunks,total_chunks,downloaded_chunks,missing_chunks
summary_power_nbi,summary/power_nbi,summary,"(1913,)",float64,"(1913,)",-0.06700000911951065,0.4109999908804898,1913,1684,1913,0.880292733925771,-2.576948642730713,-0.5272783041000366,0.058577146381139755,-0.010472203615937833,0.6442371606826782,2.1091132164001465,0.5978174526670844,[1913],1,1,0
summary_ip,summary/ip,summary,"(1913,)",float64,"(1913,)",-0.06700000911951065,0.4109999908804898,1913,1913,1913,1.0,-118607.1796875,-4200.374609375,512227.59375,362827.13505739305,551034.3125,556251.0,240186.04709955593,[1913],1,1,0
interferometer_n_e_line,interferometer/n_e_line,interferometer,"(1913,)",float64,"(1913,)",-0.06700000911951065,0.4109999908804898,1913,1684,1913,0.880292733925771,1.537107360026198e+18,4.1998630036590034e+18,1.407948388818328e+20,1.227468040102892e+20,2.1588864807815253e+20,2.8183269622168315e+20,7.565026678301268e+19,[1913],1,1,0
dalpha_voltage,spectrometer_visible/filter_spectrometer_dalpha_voltage,spectrometer_visible,"(3, 23910)",float64,"(23910,)",-0.06700000911951065,0.4111799908806358,23910,63177,71730,0.8807611877875366,-0.01220703125,-0.0048828125,0.5029296875,0.5732396911034673,1.03515625,4.99755859375,0.43084356844829785,"[2, 11955]",4,4,0
soft_x_lower,soft_x_rays/horizontal_cam_lower,soft_x_rays,"(18, 23910)",float64,"(23910,)",-0.06700000911951065,0.4111799908806358,23910,379062,430380,0.8807611877875366,-0.007877349853515625,-0.00171661376953125,-3.814697265625e-05,0.00529533874633125,0.02899169921875,0.186767578125,0.01628216152117275,"[5, 11955]",8,8,0
soft_x_upper,soft_x_rays/horizontal_cam_upper,soft_x_rays,"(18, 23910)",float64,"(23910,)",-0.06700000911951065,0.4111799908806358,23910,379062,430380,0.8807611877875366,-0.07808685302734375,-0.00823974609375,0.00041961669921875,0.007062014794483137,0.03692626953125,0.202178955078125,0.019384095965861794,"[5, 11955]",8,8,0
thomson_t_e,thomson_scattering/t_e,thomson_scattering,"(120, 96)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,5328,11520,0.4625,0.8546439686801719,30.41237302699632,265.5080821747989,248.94459403793547,415.5489295694715,523.4835316074141,108.73694208526415,"[120, 96]",1,1,0
thomson_n_e,thomson_scattering/n_e,thomson_scattering,"(120, 96)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,5328,11520,0.4625,2.5047225162097795e+17,8.359486061862981e+17,2.610868716290398e+18,2.6164511870958505e+18,4.5469271216001393e+18,5.276623696980876e+18,1.2249377888975424e+18,"[120, 96]",1,1,0
equilibrium_q95,equilibrium/q95,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,4.312730312347412,4.424774169921875,6.335768222808838,7.095185842670378,10.181177139282227,10.681465148925781,2.100041320160649,[96],1,1,0
equilibrium_elongation,equilibrium/elongation,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,1.4945025444030762,1.539122223854065,1.6123747825622559,1.6324325584974446,1.7772345542907715,1.824833631515503,0.07709391040713263,[96],1,1,0
equilibrium_triangularity_upper,equilibrium/triangularity_upper,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,0.22538398206233978,0.2297055870294571,0.27748537063598633,0.28069968619307534,0.3542894423007965,0.4066660702228546,0.04132467878918532,[96],1,1,0
equilibrium_triangularity_lower,equilibrium/triangularity_lower,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,0.23462074995040894,0.24884863197803497,0.38918256759643555,0.36361404349569415,0.41673392057418823,0.42028385400772095,0.05417909322141299,[96],1,1,0
equilibrium_minor_radius,equilibrium/minor_radius,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,0.5384707450866699,0.543070912361145,0.5701931118965149,0.5673793261168433,0.581671416759491,0.6363568902015686,0.016330624204679862,[96],1,1,0
equilibrium_beta_normal,equilibrium/beta_normal,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,-0.16601286828517914,0.12932412326335907,0.4522923529148102,0.4156429999675907,0.6118677258491516,0.8446773886680603,0.18046078718806072,[96],1,1,0
equilibrium_beta_pol,equilibrium/beta_pol,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,-0.0343436561524868,0.035573527216911316,0.09963098913431168,0.09708236881577578,0.14585338532924652,0.1592196375131607,0.04062873854688791,[96],1,1,0
equilibrium_whmd,equilibrium/whmd,equilibrium,"(96,)",float64,"(96,)",-0.06700000911951065,0.4079999908804891,96,61,96,0.6354166666666666,4308.61572265625,59317.0,90637.4375,86904.66442270749,106084.40625,117764.2578125,18253.62843855583,[96],1,1,0
