summary_power_nbi_value,summary_power_nbi_time,summary_ip_value,summary_ip_time,interferometer_n_e_line_value,interferometer_n_e_line_time,dalpha_voltage_proxy,dalpha_voltage_time,soft_x_lower_proxy,soft_x_lower_time,soft_x_upper_proxy,soft_x_upper_time
,-0.06080000847578049,2318.806640625,-0.06080000847578049,,-0.06080000847578049,,-0.06080000847578049,,-0.06080000847578049,,-0.06080000847578049
,-0.06055000847578049,2664.28125,-0.06055000847578049,,-0.06055000847578049,,-0.06078000847578049,,-0.06078000847578049,,-0.06078000847578049
,-0.06030000847578049,2289.697021484375,-0.06030000847578049,,-0.06030000847578049,,-0.06076000847578049,,-0.06076000847578049,,-0.06076000847578049
,-0.060050008475780486,1758.2996826171875,-0.060050008475780486,,-0.060050008475780486,,-0.06074000847578049,,-0.06074000847578049,,-0.06074000847578049
,-0.059800008475780486,3449.942626953125,-0.059800008475780486,,-0.059800008475780486,,-0.06072000847578049,,-0.06072000847578049,,-0.06072000847578049
,-0.059550008475780486,3395.435791015625,-0.059550008475780486,,-0.059550008475780486,,-0.06070000847578049,,-0.06070000847578049,,-0.06070000847578049
,-0.059300008475780486,4682.4501953125,-0.059300008475780486,,-0.059300008475780486,,-0.06068000847578049,,-0.06068000847578049,,-0.06068000847578049
,-0.059050008475780486,6286.533203125,-0.059050008475780486,,-0.059050008475780486,,-0.06066000847578049,,-0.06066000847578049,,-0.06066000847578049
,-0.058800008475780485,3138.317626953125,-0.058800008475780485,,-0.058800008475780485,,-0.060640008475780494,,-0.060640008475780494,,-0.060640008475780494
,-0.058550008475780485,2469.5693359375,-0.058550008475780485,,-0.058550008475780485,,-0.060620008475780494,,-0.060620008475780494,,-0.060620008475780494
,-0.058300008475780485,2939.64208984375,-0.058300008475780485,,-0.058300008475780485,,-0.060600008475780495,,-0.060600008475780495,,-0.060600008475780495
,-0.058050008475780485,3100.6484375,-0.058050008475780485,,-0.058050008475780485,,-0.060580008475780496,,-0.060580008475780496,,-0.060580008475780496
,-0.057800008475780484,4313.1513671875,-0.057800008475780484,,-0.057800008475780484,,-0.0605600084757805,,-0.0605600084757805,,-0.0605600084757805
,-0.057550008475780484,3808.014892578125,-0.057550008475780484,,-0.057550008475780484,,-0.0605400084757805,,-0.0605400084757805,,-0.0605400084757805
,-0.057300008475780484,4442.07666015625,-0.057300008475780484,,-0.057300008475780484,,-0.0605200084757805,,-0.0605200084757805,,-0.0605200084757805
,-0.057050008475780484,3230.538330078125,-0.057050008475780484,,-0.057050008475780484,,-0.0605000084757805,,-0.0605000084757805,,-0.0605000084757805
,-0.056800008475780484,3822.9951171875,-0.056800008475780484,,-0.056800008475780484,,-0.0604800084757805,,-0.0604800084757805,,-0.0604800084757805
,-0.05655000847578048,4173.73193359375,-0.05655000847578048,,-0.05655000847578048,,-0.0604600084757805,,-0.0604600084757805,,-0.0604600084757805
,-0.05630000847578048,4080.614990234375,-0.05630000847578048,,-0.05630000847578048,,-0.0604400084757805,,-0.0604400084757805,,-0.0604400084757805
,-0.05605000847578048,5351.64306640625,-0.05605000847578048,,-0.05605000847578048,,-0.0604200084757805,,-0.0604200084757805,,-0.0604200084757805
,-0.05580000847578048,5587.9326171875,-0.05580000847578048,,-0.05580000847578048,,-0.0604000084757805,,-0.0604000084757805,,-0.0604000084757805
,-0.05555000847578048,3691.688720703125,-0.05555000847578048,,-0.05555000847578048,,-0.060380008475780504,,-0.060380008475780504,,-0.060380008475780504
,-0.05530000847578048,3092.5087890625,-0.05530000847578048,,-0.05530000847578048,,-0.060360008475780505,,-0.060360008475780505,,-0.060360008475780505
,-0.05505000847578048,1765.9564208984375,-0.05505000847578048,,-0.05505000847578048,,-0.060340008475780506,,-0.060340008475780506,,-0.060340008475780506
,-0.05480000847578048,2770.49169921875,-0.05480000847578048,,-0.05480000847578048,,-0.06032000847578051,,-0.06032000847578051,,-0.06032000847578051
,-0.05455000847578048,4257.2587890625,-0.05455000847578048,,-0.05455000847578048,,-0.06030000847578051,,-0.06030000847578051,,-0.06030000847578051
,-0.05430000847578048,3975.967041015625,-0.05430000847578048,,-0.05430000847578048,,-0.06028000847578051,,-0.06028000847578051,,-0.06028000847578051
,-0.05405000847578048,4279.998046875,-0.05405000847578048,,-0.05405000847578048,,-0.06026000847578051,,-0.06026000847578051,,-0.06026000847578051
,-0.05380000847578048,3039.098876953125,-0.05380000847578048,,-0.05380000847578048,,-0.06024000847578051,,-0.06024000847578051,,-0.06024000847578051
,-0.05355000847578048,3487.85888671875,-0.05355000847578048,,-0.05355000847578048,,-0.06022000847578051,,-0.06022000847578051,,-0.06022000847578051
,-0.05330000847578048,2650.50146484375,-0.05330000847578048,,-0.05330000847578048,,-0.06020000847578051,,-0.06020000847578051,,-0.06020000847578051
,-0.05305000847578048,4746.08837890625,-0.05305000847578048,,-0.05305000847578048,,-0.06018000847578051,,-0.06018000847578051,,-0.06018000847578051
,-0.05280000847578048,3141.89501953125,-0.05280000847578048,,-0.05280000847578048,,-0.06016000847578051,,-0.06016000847578051,,-0.06016000847578051
,-0.05255000847578048,4284.4697265625,-0.05255000847578048,,-0.05255000847578048,,-0.060140008475780514,,-0.060140008475780514,,-0.060140008475780514
,-0.05230000847578048,4273.1572265625,-0.05230000847578048,,-0.05230000847578048,,-0.060120008475780515,,-0.060120008475780515,,-0.060120008475780515
,-0.05205000847578048,4106.06494140625,-0.05205000847578048,,-0.05205000847578048,,-0.060100008475780516,,-0.060100008475780516,,-0.060100008475780516
,-0.05180000847578048,2034.5697021484375,-0.05180000847578048,,-0.05180000847578048,,-0.060080008475780516,,-0.060080008475780516,,-0.060080008475780516
