label,array_path,source,values_shape,values_dtype,time_shape,time_min,time_max,time_count,finite_count,total_count,finite_fraction,min,p05,median,mean,p95,max,std,chunks,total_chunks,downloaded_chunks,missing_chunks
summary_power_nbi,summary/power_nbi,summary,"(1849,)",float64,"(1849,)",-0.057200007140636444,0.40479999285936397,1849,1660,1849,0.897782585181179,-7269.75830078125,-1095.3051818847655,1468778.6875,974032.301456489,1694277.96875,1730325.125,770044.5684446811,[1849],1,1,0
summary_ip,summary/ip,summary,"(1849,)",float64,"(1849,)",-0.057200007140636444,0.40479999285936397,1849,1849,1849,1.0,-28505.814453125,-7442.288183593749,408053.40625,324864.0025776749,583080.3,928386.375,251740.21631898242,[1849],1,1,0
dalpha_voltage,spectrometer_visible/filter_spectrometer_dalpha_voltage,spectrometer_visible,"(3, 23111)",float64,"(23111,)",-0.057200007140636444,0.40499999285934474,23111,62250,69333,0.8978408550041106,-0.01220703125,-0.009765625,0.234375,0.3679612590988956,1.10107421875,2.55859375,0.3675278508242098,"[2, 11556]",4,4,0
soft_x_lower,soft_x_rays/horizontal_cam_lower,soft_x_rays,"(18, 23111)",float64,"(23111,)",-0.057200007140636444,0.40499999285934474,23111,373500,415998,0.8978408550041106,-0.010128021240234375,-0.0022125244140625,0.00030517578125,0.009336575580888006,0.0506591796875,0.08697509765625,0.017636181135653208,"[5, 11556]",8,8,0
soft_x_upper,soft_x_rays/horizontal_cam_upper,soft_x_rays,"(18, 23111)",float64,"(23111,)",-0.057200007140636444,0.40499999285934474,23111,373500,415998,0.8978408550041106,-0.07808685302734375,-0.00690460205078125,0.0006103515625,0.00802667865472306,0.045623779296875,0.081787109375,0.017792181229839842,"[5, 11556]",8,8,0
equilibrium_q95,equilibrium/q95,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,5.788751602172852,6.039924907684326,8.880905151367188,10.00652364148932,15.83676481246948,16.714075088500977,3.6475596308580065,[93],1,1,0
equilibrium_elongation,equilibrium/elongation,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,1.2118284702301025,1.3357688903808593,1.7365143299102783,1.7469765392400451,2.0298924446105957,2.416855573654175,0.19595528438005724,[93],1,1,0
equilibrium_triangularity_upper,equilibrium/triangularity_upper,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,0.09768936783075333,0.11481744647026063,0.3475492000579834,0.3030108685715724,0.3704861491918564,0.4045214056968689,0.0801251082526517,[93],1,1,0
equilibrium_triangularity_lower,equilibrium/triangularity_lower,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,0.1757083386182785,0.18513975739479066,0.3912941515445709,0.3496888696642245,0.44833037853240965,0.4497845470905304,0.0989034843829548,[93],1,1,0
equilibrium_minor_radius,equilibrium/minor_radius,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,0.39200153946876526,0.46234101355075835,0.5844076871871948,0.5625856569257833,0.603799307346344,0.6043732166290283,0.050098523259939284,[93],1,1,0
equilibrium_beta_normal,equilibrium/beta_normal,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,-0.31754106283187866,0.09276269450783736,1.2693064212799072,1.378314636142577,3.0856758832931517,3.1816368103027344,1.1109101277784335,[93],1,1,0
equilibrium_beta_pol,equilibrium/beta_pol,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,-0.2256411612033844,0.053696785122156185,0.3371637761592865,0.3230726396885969,0.6433797299861908,0.6549572348594666,0.22674823445151732,[93],1,1,0
equilibrium_whmd,equilibrium/whmd,equilibrium,"(93,)",float64,"(93,)",-0.057200007140636444,0.4027999928593633,93,59,93,0.6344086021505376,3733.3369140625,7390.5400390625,86226.2578125,75705.41972325213,123834.38906249999,126484.90625,41315.75117331173,[93],1,1,0
