null_index,seed,swap_attempts,swap_accepted,mobility_fraction,mobile_groups,transition_groups,graph_signature,matches_real_graph,scale_persistence,time_persistence,stitch_defect
1,20260905,70440,70368,0.9989778534923339,66,66,48d738a7d00789b5ff586d1800449ee7feb23da9f0f5849bf6415182ec9b3538,False,0.46151188501934776,0.48743642298641154,0.9968101470949694
2,20260906,70440,70368,0.9989778534923339,66,66,7b261958ccab36da6def7306866d8895656a884d744bb15746abe2cd920c3408,False,0.4636539524599227,0.49029580708013865,0.9967375586780621
3,20260907,70440,70362,0.9988926746166951,66,66,cb562968d7c1ba3a535520fb126398bf1138235d2961846f0d308cd8b975345e,False,0.46372305140961856,0.4876641615425491,0.9969868179585568
4,20260908,70440,70370,0.9990062464508802,66,66,57c4191c964bad774d9f646a333da74cc2aadfe3ec70a33055982e8906fc1dfa,False,0.4639303482587065,0.48809433437080896,0.9960024705655572
5,20260909,70440,70376,0.9990914253265191,66,66,1d9f68cdb3abfdebd8952541d459af35627a934d4c57c50e0033ea673ffe8136,False,0.46406854615809834,0.4872845972823199,0.99607669964001
6,20260910,70440,70367,0.9989636570130608,66,66,888b860d6675689443cdafb594794f7133ca0a51278a382417de7682f71519af,False,0.4635157545605307,0.48870163718717585,0.9947921015638705
7,20260911,70440,70351,0.9987365133446905,66,66,b374270eb8630c1223e7fe83fae871b9c52d46842e199da9de868580141b0a95,False,0.46185737976782754,0.4870821630101975,0.9958628664878437
8,20260912,70440,70353,0.9987649063032368,66,66,c5aebfcbd7ac82394f6934f7e0badc928ccbadd265a61f385bbf0b2d8c5f41ee,False,0.4623410724156992,0.48815759508084716,0.9946579620840627
9,20260913,70440,70353,0.9987649063032368,66,66,6b593dc7b04969b84d328263613bfa0208058bc4e9668e5fbef90c889af5df48,False,0.46234107241569933,0.48916976644145854,0.995653197817672
10,20260914,70440,70338,0.9985519591141397,66,66,4d7494522a8495a5a263215c63007af393fafb130d7396aad9e292fb0f628d2f,False,0.4620646766169154,0.48867633290316054,0.9966518017799242
11,20260915,70440,70378,0.9991198182850654,66,66,047e9c07acc9658ebe3d6bcf6719294107e988de92945c8de98493d68198bef9,False,0.46199557766721944,0.4880437258027784,0.9973834205346631
12,20260916,70440,70339,0.9985661555934129,66,66,a85126375e2543ad611c610fd0562db94586fdf4b66be93dfe55534ed6f00602,False,0.46337755666113867,0.48676585946000656,0.9971966359631558
13,20260917,70440,70354,0.9987791027825099,66,66,4d8e36c6445591eff504629422084320c616428f80ecafd4681f2ffeab84c899,False,0.462824765063571,0.4896252435537336,0.9971420027870271
14,20260918,70440,70364,0.9989210675752414,66,66,f339e2e38eb8e4c8cfa602332713dc5cf9620bbfd4dfde6b03a7d42fe43d5204,False,0.46261746821448313,0.48742377084440397,0.9971648440664237
15,20260919,70440,70371,0.9990204429301534,66,66,3fa77e1c687c3eef0e3c0a68240385dc108ecd0547bf05562e5a0aed46c119e3,False,0.462893864013267,0.4894860699916496,0.9974835597637441
