ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.010000,0.02000000,3,5,2.5215,0.840500,0.925500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.011253,0.02250671,3,5,2.4910,0.830333,0.924000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.012664,0.02532760,3,5,2.4860,0.828667,0.926500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.014251,0.02850205,3,5,2.4900,0.830000,0.916500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.016037,0.03207437,3,5,2.4705,0.823500,0.928000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.018047,0.03609444,3,5,2.4730,0.824333,0.922500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.020309,0.04061835,3,5,2.5245,0.841500,0.904500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.022855,0.04570928,3,5,2.5150,0.838333,0.916500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.025719,0.05143828,3,5,2.5065,0.835500,0.913500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.028943,0.05788532,3,5,2.4915,0.830500,0.921500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.032570,0.06514041,3,5,2.5080,0.836000,0.916500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.036652,0.07330482,3,5,2.4695,0.823167,0.920000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.041246,0.08249253,3,5,2.4835,0.827833,0.918000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.046416,0.09283178,3,5,2.4825,0.827500,0.919500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.052233,0.10446690,3,5,2.4940,0.831333,0.918500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.058780,0.11756032,3,5,2.4895,0.829833,0.925000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.066147,0.13229481,3,5,2.5345,0.844833,0.908500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.074438,0.14887606,3,5,2.5080,0.836000,0.914000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.083768,0.16753553,3,5,2.5065,0.835500,0.922000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.094267,0.18853369,3,5,2.4750,0.825000,0.932000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.106082,0.21216367,3,5,2.5110,0.837000,0.916500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.119378,0.23875533,3,5,2.4980,0.832667,0.918500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.134340,0.26867987,3,5,2.4810,0.827000,0.925500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.151178,0.30235501,3,5,2.4815,0.827167,0.922500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.170125,0.34025086,3,5,2.5080,0.836000,0.918500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.191448,0.38289640,3,5,2.4735,0.824500,0.933500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.215443,0.43088694,3,5,2.4880,0.829333,0.916000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.242446,0.48489240,3,5,2.5050,0.835000,0.916500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.272833,0.54566668,3,5,2.4680,0.822667,0.926500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.307029,0.61405813,3,5,2.5225,0.840833,0.914500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.345511,0.69102146,3,5,2.4990,0.833000,0.924000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.388816,0.77763104,3,5,2.4975,0.832500,0.920000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.437548,0.87509588,3,5,2.4810,0.827000,0.918500
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.492388,0.98477653,3,5,2.5185,0.839500,0.914000
phase3_transition_ladder_charged_multiplicity_delta,unknown,0.554102,1.10820407,3,6,2.5245,0.841500,0.911000
