name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"AFF01.csv",127,HARD_FRAGMENTATION,0.669291,,4,0.031496,0.000000,COMPLETE
"AFF02.csv",127,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"AFF03.csv",127,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"AFF04.csv",127,HARD_FRAGMENTATION,0.661417,,2,0.015748,0.000000,COMPLETE
"AFF05.csv",127,FULL_PERCOLATION,1.000000,25.938115,0,0.000000,0.148583,COMPLETE
"AFF06.csv",127,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.182286,COMPLETE
"AFN01.csv",127,TAIL_FRAGMENTATION,0.968504,,4,0.031496,0.000000,COMPLETE
"AFN02.csv",127,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"AFN03.csv",127,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.164938,COMPLETE
"AFN04.csv",127,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.000000,COMPLETE
"AFN05.csv",127,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"AFN06.csv",127,HARD_FRAGMENTATION,0.976378,,0,0.000000,0.000000,COMPLETE
"INT01.csv",127,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.053051,COMPLETE
"INT02.csv",127,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"INT03.csv",127,HARD_FRAGMENTATION,0.748031,,2,0.015748,0.055204,COMPLETE
"INT04.csv",127,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.085319,COMPLETE
"INT05.csv",127,FULL_PERCOLATION,1.000000,4.365713,0,0.000000,0.080695,COMPLETE
"INT06.csv",127,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.208015,COMPLETE
"R1F01.csv",127,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"R1F02.csv",127,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"R1F03.csv",127,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"R1F04.csv",127,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"R1F05.csv",127,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"R1F06.csv",127,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"R1N01.csv",127,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"R1N02.csv",127,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"R1N03.csv",127,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"R1N04.csv",127,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"R1N05.csv",127,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"R1N06.csv",127,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
