object_id,object_name,target_mass_class,selected_model_mass,progenitor_type,network,phase_name,stage_index,alpha,alpha_radius,gap_base,delta_logT_base,delta_logRho_base,delta_ye_base,delta_support_base,delta_energy_loss_base,composition_transition_count,gap_alpha,delta_logT_alpha,delta_logRho_alpha,delta_ye_alpha,delta_support_alpha,delta_energy_loss_alpha,gap_response_norm,thermal_response_norm,density_response_norm,composition_response_norm,support_response_norm,loss_response_norm,structural_response,phase_persistence_score,boundary_role_mode,composition_stage_mode,dominant_species_mode,alpha_status,instability_flag
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.5,0.5,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0142882016503,0.17959954927,0.025403390835,4.28346000003e-07,0.2951205352,9.64327500005e-17,1.04210837981,2.23409033867,0.113243042988,0.0222908349105,3.68973694659,2.26380057841e-16,1.10231109118,0.475666995335,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.55,0.45,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0157170218153,0.197559504197,0.0279437299185,4.71180600003e-07,0.32463258872,1.06076025001e-16,0.937897541828,2.0106813048,0.101918738689,0.0200617514194,3.32076325193,2.03742052057e-16,0.992079982062,0.501987876493,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.6,0.4,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0171458419803,0.215519459124,0.030484069002,5.14015200004e-07,0.35414464224,1.15719300001e-16,0.833686703847,1.78727227094,0.0905944343906,0.0178326679284,2.95178955728,1.81104046273e-16,0.881848872944,0.53139229955,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.65,0.35,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0185746621453,0.233479414051,0.0330244080855,5.56849800004e-07,0.38365669576,1.25362575001e-16,0.729475865866,1.56386323707,0.0792701300918,0.0156035844373,2.58281586262,1.58466040489e-16,0.771617763826,0.564455843929,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.7,0.3,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0200034823103,0.251439368978,0.035564747169,5.99684400004e-07,0.41316874928,1.35005850001e-16,0.625265027885,1.3404542032,0.067945825793,0.0133745009463,2.21384216796,1.35828034705e-16,0.661386654708,0.601906845204,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.75,0.25,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0214323024754,0.269399323905,0.0381050862525,6.42519000005e-07,0.4426808028,1.44649125001e-16,0.521054189905,1.11704516934,0.0566215214941,0.0111454174552,1.8448684733,1.13190028921e-16,0.55115554559,0.644680672318,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.8,0.2,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0228611226404,0.287359278832,0.040645425336,6.85353600005e-07,0.47219285632,1.54292400001e-16,0.416843351924,0.893636135468,0.0452972171953,0.0089163339642,1.47589477864,9.05520231366e-17,0.440924436472,0.693998918117,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.85,0.15,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0242899428054,0.305319233759,0.0431857644195,7.28188200005e-07,0.50170490984,1.63935675001e-16,0.312632513943,0.670227101601,0.0339729128965,0.00668725047315,1.10692108398,6.79140173524e-17,0.330693327354,0.75148794951,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.9,0.1,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0257187629705,0.323279188686,0.045726103503,7.71022800005e-07,0.53121696336,1.73578950001e-16,0.208421675962,0.446818067734,0.0226486085977,0.0044581669821,0.737947389319,4.52760115683e-17,0.220462218236,0.819361701705,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,0.95,0.05,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0271475831355,0.341239143613,0.0482664425865,8.13857400006e-07,0.56072901688,1.83222225001e-16,0.104210837981,0.223409033867,0.0113243042988,0.00222908349105,0.368973694659,2.26380057841e-17,0.110231109118,0.900713366602,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1,0,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0,0,0,0,0,0,1,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1.05,0.05,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0300052234655,0.377159053467,0.0533471207535,8.99526600006e-07,0.61975312392,2.02508775001e-16,0.104210837981,0.223409033867,0.0113243042988,0.00222908349105,0.368973694659,2.26380057841e-17,0.110231109118,0.900713366602,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1.1,0.1,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0314340436306,0.395119008394,0.055887459837,9.42361200007e-07,0.64926517744,2.12152050001e-16,0.208421675962,0.446818067734,0.0226486085977,0.0044581669821,0.737947389319,4.52760115683e-17,0.220462218236,0.819361701705,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1.15,0.15,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0328628637956,0.413078963321,0.0584277989205,9.85195800007e-07,0.67877723096,2.21795325001e-16,0.312632513943,0.670227101601,0.0339729128965,0.00668725047315,1.10692108398,6.79140173524e-17,0.330693327354,0.75148794951,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1.2,0.2,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0342916839606,0.431038918248,0.060968138004,1.02803040001e-06,0.70828928448,2.31438600001e-16,0.416843351924,0.893636135468,0.0452972171953,0.0089163339642,1.47589477864,9.05520231366e-17,0.440924436472,0.693998918117,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1.25,0.25,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0357205041256,0.448998873175,0.0635084770875,1.07086500001e-06,0.737801338,2.41081875001e-16,0.521054189905,1.11704516934,0.0566215214941,0.0111454174552,1.8448684733,1.13190028921e-16,0.55115554559,0.644680672318,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1.3,0.3,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0371493242907,0.466958828102,0.066048816171,1.11369960001e-06,0.76731339152,2.50725150001e-16,0.625265027885,1.3404542032,0.067945825793,0.0133745009463,2.21384216796,1.35828034705e-16,0.661386654708,0.601906845204,surface_envelope,outer_envelope,h1,valid,no
A2_20M,20M_pre_supernova_single_profile,20M,19.98,single,128net,surface_envelope,1,1.35,0.35,0.0285764033005,0.35919909854,0.05080678167,8.56692000006e-07,0.5902410704,1.92865500001e-16,0,0.0385781444557,0.484918783029,0.0685891552545,1.15653420001e-06,0.79682544504,2.60368425001e-16,0.729475865866,1.56386323707,0.0792701300918,0.0156035844373,2.58281586262,1.58466040489e-16,0.771617763826,0.564455843929,surface_envelope,outer_envelope,h1,valid,no
