object_id,object_name,supernova_type,band,phase_name,stage_index,alpha,alpha_radius,gap_base,duration_base,slope_base,curvature_base,gap_alpha,duration_alpha,slope_alpha,curvature_alpha,gap_response_norm,duration_response_norm,slope_response_norm,curvature_response_norm,structural_response,phase_persistence_score,boundary_role,support_regime_proxy,alpha_status,instability_flag
B_SN2013ej,SN2013ej,II,B,rise,1,0.5,0.5,1.95,6.072,-0.3205439908,-3.096608745,0.975,3.036,-0.1602719954,-1.548304373,1.56,0.1289884012,4.762212444,386.6594753,59.37594969,0.01656288647,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.55,0.45,1.95,6.072,-0.3205439908,-3.096608745,1.0725,3.3396,-0.1762991949,-1.70313481,1.404,0.1160895611,4.285991199,347.9935278,53.43835472,0.0183694016,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.6,0.4,1.95,6.072,-0.3205439908,-3.096608745,1.17,3.6432,-0.1923263945,-1.857965247,1.248,0.103190721,3.809769955,309.3275803,47.50075975,0.02061823372,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.65,0.35,1.95,6.072,-0.3205439908,-3.096608745,1.2675,3.9468,-0.208353594,-2.012795684,1.092,0.09029188087,3.333548711,270.6616327,41.56316478,0.02349449354,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.7,0.3,1.95,6.072,-0.3205439908,-3.096608745,1.365,4.2504,-0.2243807936,-2.167626122,0.936,0.07739304074,2.857327466,231.9956852,35.62556981,0.02730332948,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.75,0.25,1.95,6.072,-0.3205439908,-3.096608745,1.4625,4.554,-0.2404079931,-2.322456559,0.78,0.06449420062,2.381106222,193.3297377,29.68797484,0.03258605382,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.8,0.2,1.95,6.072,-0.3205439908,-3.096608745,1.56,4.8576,-0.2564351926,-2.477286996,0.624,0.0515953605,1.904884978,154.6637901,23.75037987,0.04040342027,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.85,0.15,1.95,6.072,-0.3205439908,-3.096608745,1.6575,5.1612,-0.2724623922,-2.632117433,0.468,0.03869652037,1.428663733,115.9978426,17.81278491,0.05315534117,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.9,0.1,1.95,6.072,-0.3205439908,-3.096608745,1.755,5.4648,-0.2884895917,-2.786947871,0.312,0.02579768025,0.9524424888,77.33189506,11.87518994,0.07766875711,boundary_response_rise,shock_cooling,unstable,yes
B_SN2013ej,SN2013ej,II,B,rise,1,0.95,0.05,1.95,6.072,-0.3205439908,-3.096608745,1.8525,5.7684,-0.3045167913,-2.941778308,0.156,0.01289884012,0.4762212444,38.66594753,5.937594969,0.144142171,boundary_response_rise,shock_cooling,unstable,yes
