object_id,object_name,supernova_type,band,phase_name,stage_index,alpha,alpha_radius,gap_base,duration_base,slope_base,curvature_base,gap_alpha,duration_alpha,slope_alpha,curvature_alpha,gap_response_norm,duration_response_norm,slope_response_norm,curvature_response_norm,structural_response,phase_persistence_score,boundary_role,support_regime_proxy,alpha_status,instability_flag
B_SN2012aw,SN2012aw,II P,B,rise,1,0.5,0.5,0.311,1.91,0.1271535597,-2.348024664,0.1555,0.955,0.06357677985,-1.174012332,0.4889937107,0.03905131875,3.704308688,133.4457674,20.77982429,0.04591405268,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.55,0.45,0.311,1.91,0.1271535597,-2.348024664,0.17105,1.0505,0.06993445784,-1.291413565,0.4400943396,0.03514618687,3.333877819,120.1011907,18.70184186,0.05075667579,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.6,0.4,0.311,1.91,0.1271535597,-2.348024664,0.1866,1.146,0.07629213582,-1.408814798,0.3911949686,0.031241055,2.96344695,106.7566139,16.62385943,0.05674126055,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.65,0.35,0.311,1.91,0.1271535597,-2.348024664,0.20215,1.2415,0.0826498138,-1.526216032,0.3422955975,0.02733592312,2.593016081,93.41203718,14.54587701,0.06432573728,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.7,0.3,0.311,1.91,0.1271535597,-2.348024664,0.2177,1.337,0.08900749179,-1.643617265,0.2933962264,0.02343079125,2.222585213,80.06746044,12.46789458,0.07425065546,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.75,0.25,0.311,1.91,0.1271535597,-2.348024664,0.23325,1.4325,0.09536516978,-1.761018498,0.2444968553,0.01952565937,1.852154344,66.7228837,10.38991215,0.08779698975,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.8,0.2,0.311,1.91,0.1271535597,-2.348024664,0.2488,1.528,0.1017228478,-1.878419731,0.1955974843,0.0156205275,1.481723475,53.37830696,8.311929717,0.1073891267,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.85,0.15,0.311,1.91,0.1271535597,-2.348024664,0.26435,1.6235,0.1080805257,-1.995820964,0.1466981132,0.01171539562,1.111292606,40.03373022,6.233947288,0.1382371146,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.9,0.1,0.311,1.91,0.1271535597,-2.348024664,0.2799,1.719,0.1144382037,-2.113222198,0.09779874214,0.00781026375,0.7408617375,26.68915348,4.155964859,0.1939501194,boundary_response_rise,shock_cooling,unstable,yes
B_SN2012aw,SN2012aw,II P,B,rise,1,0.95,0.05,0.311,1.91,0.1271535597,-2.348024664,0.29545,1.8145,0.1207958817,-2.230623431,0.04889937107,0.003905131875,0.3704308688,13.34457674,2.077982429,0.3248881444,boundary_response_rise,shock_cooling,unstable,yes
