object_id,object_name,supernova_type,band,phase_name,stage_index,alpha,alpha_radius,gap_base,duration_base,slope_base,curvature_base,gap_alpha,duration_alpha,slope_alpha,curvature_alpha,gap_response_norm,duration_response_norm,slope_response_norm,curvature_response_norm,structural_response,phase_persistence_score,boundary_role,support_regime_proxy,alpha_status,instability_flag
B_SN1999em,SN1999em,II P,B,peak,2,0.5,0.5,0.275,7.1,-0.06868006724,85.09692202,0.1375,3.55,-0.03434003362,42.54846101,0.1462765957,0.103983597,0.1197561362,52.25246224,7.945538473,0.1117875691,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.55,0.45,0.275,7.1,-0.06868006724,85.09692202,0.15125,3.905,-0.03777403698,46.80330711,0.1316489362,0.09358523726,0.1077805226,47.02721601,7.150984626,0.1226845646,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.6,0.4,0.275,7.1,-0.06868006724,85.09692202,0.165,4.26,-0.04120804034,51.05815321,0.1170212766,0.08318687756,0.09580490894,41.80196979,6.356430779,0.1359354869,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.65,0.35,0.275,7.1,-0.06868006724,85.09692202,0.17875,4.615,-0.04464204371,55.31299931,0.102393617,0.07278851787,0.08382929533,36.57672357,5.561876931,0.1523954214,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.7,0.3,0.275,7.1,-0.06868006724,85.09692202,0.1925,4.97,-0.04807604707,59.56784541,0.08776595745,0.06239015817,0.07185368171,31.35147734,4.767323084,0.1733906676,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.75,0.25,0.275,7.1,-0.06868006724,85.09692202,0.20625,5.325,-0.05151005043,63.82269151,0.07313829787,0.05199179848,0.05987806809,26.12623112,3.972769237,0.2010951951,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.8,0.2,0.275,7.1,-0.06868006724,85.09692202,0.22,5.68,-0.05494405379,68.07753762,0.0585106383,0.04159343878,0.04790245447,20.90098489,3.178215389,0.2393366322,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.85,0.15,0.275,7.1,-0.06868006724,85.09692202,0.23375,6.035,-0.05837805715,72.33238372,0.04388297872,0.03119507909,0.03592684085,15.67573867,2.383661542,0.2955378331,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,0.9,0.1,0.275,7.1,-0.06868006724,85.09692202,0.2475,6.39,-0.06181206052,76.58722982,0.02925531915,0.02079671939,0.02395122724,10.45049245,1.589107695,0.386233451,maximum_observable_response,ejecta_cooling,valid,no
B_SN1999em,SN1999em,II P,B,peak,2,0.95,0.05,0.275,7.1,-0.06868006724,85.09692202,0.26125,6.745,-0.06524606388,80.84207592,0.01462765957,0.0103983597,0.01197561362,5.225246224,0.7945538473,0.5572415681,maximum_observable_response,ejecta_cooling,valid,no
B_SN1999em,SN1999em,II P,B,peak,2,1,0,0.275,7.1,-0.06868006724,85.09692202,0.275,7.1,-0.06868006724,85.09692202,0,0,0,0,0,1,maximum_observable_response,ejecta_cooling,valid,no
B_SN1999em,SN1999em,II P,B,peak,2,1.05,0.05,0.275,7.1,-0.06868006724,85.09692202,0.28875,7.455,-0.0721140706,89.35176812,0.01462765957,0.0103983597,0.01197561362,5.225246224,0.7945538473,0.5572415681,maximum_observable_response,ejecta_cooling,valid,no
B_SN1999em,SN1999em,II P,B,peak,2,1.1,0.1,0.275,7.1,-0.06868006724,85.09692202,0.3025,7.81,-0.07554807396,93.60661422,0.02925531915,0.02079671939,0.02395122724,10.45049245,1.589107695,0.386233451,maximum_observable_response,ejecta_cooling,valid,no
B_SN1999em,SN1999em,II P,B,peak,2,1.15,0.15,0.275,7.1,-0.06868006724,85.09692202,0.31625,8.165,-0.07898207733,97.86146032,0.04388297872,0.03119507909,0.03592684085,15.67573867,2.383661542,0.2955378331,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,1.2,0.2,0.275,7.1,-0.06868006724,85.09692202,0.33,8.52,-0.08241608069,102.1163064,0.0585106383,0.04159343878,0.04790245447,20.90098489,3.178215389,0.2393366322,maximum_observable_response,ejecta_cooling,unstable,yes
B_SN1999em,SN1999em,II P,B,peak,2,1.25,0.25,0.275,7.1,-0.06868006724,85.09692202,0.34375,8.875,-0.08585008405,106.3711525,0.07313829787,0.05199179848,0.05987806809,26.12623112,3.972769237,0.2010951951,maximum_observable_response,ejecta_cooling,unstable,yes
