ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.010000,0.00090827,27,28,5.2185,0.193278,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.011253,0.00102211,30,31,5.8035,0.193450,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.012664,0.00115022,33,34,6.4660,0.195939,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.014251,0.00129438,38,40,7.1580,0.188368,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.016037,0.00145661,42,44,7.9360,0.188952,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.018047,0.00163918,49,51,8.8570,0.180755,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.020309,0.00184462,55,59,9.8825,0.179682,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.022855,0.00207582,61,65,11.1040,0.182033,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.025719,0.00233599,69,73,12.4690,0.180710,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.028943,0.00262878,75,79,13.7950,0.183933,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.032570,0.00295826,83,88,15.5020,0.186771,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.036652,0.00332903,92,98,17.4990,0.190207,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.041246,0.00374628,104,113,19.4080,0.186615,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.046416,0.00421582,114,123,21.7360,0.190667,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.052233,0.00474421,127,137,24.1420,0.190094,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.058780,0.00533883,134,154,27.1015,0.202250,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.066147,0.00600797,135,172,30.2595,0.224144,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.074438,0.00676099,136,192,33.7945,0.248489,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.083768,0.00760838,138,218,37.8350,0.274167,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.094267,0.00856198,142,249,42.2255,0.297363,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.106082,0.00963510,155,299,47.3215,0.305300,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.119378,0.01084272,457,914,54.5855,0.119443,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.134340,0.01220170,457,914,68.8865,0.150736,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.151178,0.01373100,457,914,87.9430,0.192435,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.170125,0.01545199,458,915,109.9220,0.240004,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.191448,0.01738867,459,917,133.6845,0.291252,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.215443,0.01956809,460,918,157.5880,0.342583,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.242446,0.02202067,460,919,181.6750,0.394946,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.272833,0.02478064,461,921,205.2500,0.445228,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.307029,0.02788654,462,922,227.5250,0.492478,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.345511,0.03138171,463,924,248.5170,0.536754,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.388816,0.03531496,464,927,268.7180,0.579134,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.437548,0.03974118,466,931,287.0635,0.616016,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.492388,0.04472216,478,954,304.1685,0.636336,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.554102,0.05032744,522,1043,320.7210,0.614408,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.623551,0.05663526,538,1074,336.6805,0.625800,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.701704,0.06373368,1000,1999,354.7895,0.354789,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.789652,0.07172177,1000,1999,381.6255,0.381626,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,0.888624,0.08071106,1000,1999,414.0270,0.414027,1.000000
lqc_bounce_expansion_ladder_preliminary_struc_i,unknown,1.000000,0.09082703,1000,1999,450.9295,0.450930,1.000000
