,x,y,z
0,1.0,0.0,-0.0
1,-1.0000000000000067,3.4880440250893786e-16,-0.0
2,-0.9959143491848161,1.6627014745188415e-17,-0.003461691129167156
3,-0.9994203538518464,0.0034616911291672136,-0.0035106010317195913
4,-0.9952062864175799,0.0035106010317195865,-0.000361879155656037
5,-0.9999612362939286,0.00036187915565603565,-0.00011539599674796492
6,-0.9954044054576494,0.00011539599674796604,-0.0032202584904183346
7,-0.9993610003830764,0.0032202584904183528,-0.003755298562823128
8,-0.9958241032523738,0.0037552985628231017,-0.00044162189292880013
9,-0.9998799382701515,0.0004416218929288006,0.0002858972275232496
10,-0.9953195109941533,-0.0002858972275232691,-0.0033176518753648093
11,-0.9992333938841538,0.003317651875364833,-0.0038521407957977645
12,-0.9951117433126236,0.0038521407957977315,-0.0003222427886212941
13,-0.9997236118640794,0.0003222427886212949,8.24104983852369e-05
14,-0.9954262207882129,-8.24104983852194e-05,-0.003406727156150959
15,-0.9991027660019878,0.0034067271561509993,-0.003727014157587825
16,-0.9954217220989061,0.0037270141575878103,-0.00024520257994926534
17,-0.9995424105282564,0.0002452025799492578,0.0002785057851725058
18,-0.9952849966271872,-0.00027850578517251876,-0.0033608108807947875
19,-0.9988724894293357,0.0033608108807947463,-0.004071859188502428
20,-0.9960248941407934,0.004071859188502421,-7.384068619631664e-05
21,-0.9992521444326227,7.38406861963208e-05,0.0004290462514429166
22,-0.9963376453198695,-0.00042904625144290744,-0.003530243871576935
23,-0.9985281778072442,0.003530243871576953,-0.0041321466109437025
24,-0.9967630840014431,0.0041321466109436695,4.877735137317204e-05
25,-0.9989802756861731,-4.8777351373170086e-05,0.0006456040233325688
26,-0.9966095070470128,-0.0006456040233325375,-0.0037419816902571285
27,-0.9982289453299691,0.003741981690257118,-0.004351238703708732
28,-0.9968543095508261,0.004351238703708701,0.00015714849743448975
29,-0.9986827408623223,-0.00015714849743447699,0.0006870486182856116
30,-0.9971509252538093,-0.000687048618285617,-0.003761079758415846
31,-0.9979173987497666,0.0037610797584158476,-0.0043247909549562445
32,-0.9972571664092882,0.004324790954956214,0.00016000646790002255
33,-0.9982215694656019,-0.0001600064679000213,0.0004880758331252696
34,-0.9977345121374245,-0.0004880758331252277,-0.0037610462322903815
35,-0.9976512222457145,0.003761046232290399,-0.003968235928938617
36,-0.9977314440639594,0.003968235928938566,0.00020824670374579966
37,-0.9977561221776291,-0.00020824670374579171,6.262318444222976e-05
38,-0.9981403432293396,-6.262318444225951e-05,-0.0038138901762009964
39,-0.9972228726521385,0.003813890176200974,-0.003555632633750926
40,-0.9981376513679475,0.0035556326337509085,0.0002023946458460662
41,-0.9975050839999262,-0.00020239464584604242,-0.00023586194964977066
42,-0.9983758724951238,0.0002358619496498415,-0.003765302119708587
43,-0.9966669158762048,0.0037653021197085823,-0.003423794575364482
44,-0.9984564075885886,0.003423794575364501,0.00012433965752974292
45,-0.9972423725431778,-0.00012433965752971246,-0.00021001670172328364
46,-0.9984768706207839,0.000210016701723286,-0.0037966310904962953
47,-0.9966052602617078,0.0037966310904963543,-0.0034191153714207096
48,-0.998543705761845,0.0034191153714207066,0.00026478646184241846
49,-0.9966371022941268,-0.0002647864618424227,-0.00046549414058175587
50,-0.9988108766740021,0.00046549414058176606,-0.0037764216511301206
51,-0.9960931283748609,0.0037764216511301184,-0.0029773682288238754
52,-0.9985803994060145,0.0029773682288238798,-1.1545162113507101e-05
53,-0.9968305535755039,1.1545162113518995e-05,-0.0007178007079073479
54,-0.9985889250696189,0.0007178007079073854,-0.00374856573275155
55,-0.9966821941235515,0.0037485657327515653,-0.002782517329955335
56,-0.9984983049641614,0.0027825173299553157,0.0001813889809034969
57,-0.9967819386931761,-0.0001813889809034917,-0.0010617637773545382
58,-0.9985286366698756,0.0010617637773545823,-0.00397159136279548
59,-0.9968019690448856,0.003971591362795463,-0.0023906190870177473
60,-0.998362260738035,0.0023906190870177377,0.00027837094237203496
61,-0.9973061271484909,-0.0002783709423720154,-0.0013044146316676607
62,-0.9983085060591977,0.0013044146316677045,-0.00395346173572061
63,-0.9970833663439745,0.003953461735720602,-0.002194222549589142
64,-0.9982025077198405,0.0021942225495891403,0.00028290518433668526
65,-0.9975280323528269,-0.0002829051843366761,-0.0014992359905021456
66,-0.998047201552632,0.0014992359905021987,-0.004013205344759098
67,-0.9973904207289823,0.004013205344759062,-0.0019943394581120695
68,-0.997749237243834,0.0019943394581120725,0.00013922906765226364
69,-0.9977666886632113,-0.0001392290676522577,-0.0019461935093801521
70,-0.9978761663593226,0.0019461935093801554,-0.0038197945225495497
71,-0.997688208709974,0.0038197945225495822,-0.0014946500330000165
72,-0.9976740644586546,0.0014946500330000488,6.360118889407046e-05
73,-0.9981478796252443,-6.360118889406128e-05,-0.002176834512455193
74,-0.9974309804961976,0.002176834512455198,-0.0037475712320154154
75,-0.9977323322544394,0.003747571232015375,-0.0015268429601357806
76,-0.997723648308609,0.0015268429601357554,0.00014734738295316255
77,-0.9980247689578877,-0.0001473473829531494,-0.0021754413579925212
78,-0.9977248914838135,0.0021754413579925065,-0.0037068414543795962
79,-0.9976631523047947,0.003706841454379584,-0.0013543553543521548
80,-0.9976847550766026,0.0013543553543521566,2.6494690285953073e-05
81,-0.9978685574585244,-2.6494690285968686e-05,-0.002494001216904139
82,-0.9979451110152651,0.0024940012169041223,-0.0035196685442258173
83,-0.9973715149432895,0.0035196685442258208,-0.0011212569490290992
84,-0.9979628562881558,0.0011212569490290838,-0.0001704816675462794
85,-0.9976423209011297,0.00017048166754628262,-0.002637293866551098
86,-0.9979781631119923,0.0026372938665510767,-0.0034463881774890104
87,-0.9972423269698896,0.0034463881774890125,-0.0010443812758702835
88,-0.997826026470672,0.0010443812758702685,-0.000444969754768541
89,-0.9978932414783387,0.00044496975476855915,-0.002614317583798769
90,-0.9980327653994585,0.002614317583798771,-0.002956195092480196
91,-0.9972297099541307,0.002956195092480182,-0.0011001916024998765
92,-0.9980829829083431,0.0011001916024998613,-0.0006566204755939663
93,-0.9977213878967433,0.000656620475593992,-0.0023966684435873776
94,-0.9979138655532461,0.0023966684435873997,-0.0029666774044453414
95,-0.9973543700730148,0.002966677404445325,-0.0012949643212349683
96,-0.997945880637653,0.001294964321234986,-0.0005944113932871252
97,-0.9974569979089392,0.0005944113932871221,-0.0024980843846472644
98,-0.9982159381212076,0.002498084384647316,-0.0028973588560468476
99,-0.9967338859336456,0.002897358856046818,-0.0013154330801459036
100,-0.9981647814579235,0.0013154330801458962,-0.000788247521497902
101,-0.9970198064891702,0.0007882475214979192,-0.002458159885666219
102,-0.9981268743224686,0.0024581598856661673,-0.0030026430577504842
103,-0.9967681423857698,0.0030026430577504586,-0.0013396537357371519
104,-0.9981426136481485,0.0013396537357371172,-0.0005739470893277209
105,-0.9971450961002235,0.0005739470893277093,-0.002300554058812685
106,-0.99803479989505,0.00230055405881267,-0.003147501544677244
107,-0.9968424453852158,0.003147501544677199,-0.0014388351430460352
108,-0.9979027103758361,0.0014388351430460221,-0.0005169274175784142
109,-0.9973606627665274,0.0005169274175784107,-0.0022307469053532603
110,-0.9979182993971262,0.002230746905353276,-0.0031286072465917894
111,-0.997050062063462,0.0031286072465917907,-0.001442898901892466
112,-0.9979375912789455,0.0014428989018924828,-0.0002949960391690135
113,-0.9973192260665138,0.0002949960391690124,-0.0021669927472911664
114,-0.9976417774916273,0.0021669927472912224,-0.0035740244469819366
115,-0.9971538694010865,0.003574024446981875,-0.0015697179134770717
116,-0.9976848799507545,0.0015697179134770863,7.64791238626593e-05
117,-0.9975906464327077,-7.647912386265596e-05,-0.002046297306355999
118,-0.997488863159794,0.0020462973063559817,-0.0038558469933901254
119,-0.997119789481058,0.003855846993390144,-0.001793612668437767
120,-0.9973931225969755,0.0017936126684377372,0.00015527855420820687
121,-0.9976622612329764,-0.00015527855420823848,-0.0019856316517807603
122,-0.9975096039965553,0.001985631651780764,-0.0038836351435126383
123,-0.9972464031880695,0.003883635143512598,-0.0017609592879138326
124,-0.9974165726788413,0.0017609592879138266,0.0002801611551314704
125,-0.9978458443449324,-0.0002801611551314513,-0.0018248238264732578
126,-0.9970882959384738,0.0018248238264732418,-0.004195750608454301
127,-0.9978782794872029,0.004195750608454276,-0.0016423623956110993
128,-0.9969466499007609,0.0016423623956110553,0.0007882944555729877
129,-0.9982415845088447,-0.000788294455573012,-0.0019134848894446904
130,-0.9968742061634869,0.0019134848894446948,-0.004456322063736503
131,-0.9978207980560347,0.004456322063736466,-0.0017688174668648085
132,-0.9971182117220779,0.0017688174668647838,0.0010894216775635787
133,-0.9980282400228881,-0.001089421677563535,-0.00193454696301653
134,-0.9972374326204381,0.0019345469630165644,-0.004775275028300754
135,-0.9976170842021735,0.004775275028300757,-0.0016834578859456443
136,-0.9973904046177339,0.0016834578859455979,0.001394046173627932
137,-0.9978236761393905,-0.0013940461736279377,-0.002021468236220854
138,-0.9972127609779066,0.002021468236220924,-0.00529510152758937
139,-0.9975195262452267,0.005295101527589394,-0.0016345761119789255
140,-0.9975098923431317,0.001634576111978909,0.001943166953424134
141,-0.9977151119237208,-0.0019431669534240982,-0.0020836945221383153
