,x,y,z
0,1.0,0.0,-0.0
1,1.0,0.0,-0.0
2,0.9959143491848229,-1.520980761972522e-17,0.0034616911291675207
3,0.9994327734414041,-0.0034616911291674413,0.0033785355734369687
4,0.9951859125933957,-0.0033785355734369427,0.00022004717210368296
5,0.9999608366682585,-0.00022004717210368145,0.00023414773403815137
6,0.9954242515138967,-0.00023414773403815543,0.0033464082127411037
7,0.9993731535143348,-0.0033464082127411484,0.003507775506811426
8,0.9957832406072208,-0.003507775506811424,0.00018249212862399953
9,0.999874712472246,-0.00018249212862399993,-6.200009019289137e-05
10,0.9953549073104246,6.200009019289871e-05,0.0035562863484333443
11,0.9992488577276946,-0.003556286348433305,0.003520735588564028
12,0.9950507261940643,-0.003520735588563998,-3.033948962587681e-05
13,0.999722478696787,3.033948962588079e-05,0.00021108666133984
14,0.9954859315632661,-0.00021108666133984062,0.003699626270250791
15,0.9991238473121838,-0.00369962627025075,0.003343730704149824
16,0.9953471266626915,-0.0033437307041498435,-0.00012738724858779124
17,0.9995390219199669,0.00012738724858778807,4.949927885041785e-05
18,0.9953523129277404,-4.9499278850420525e-05,0.0036499199323363997
19,0.9988887430324686,-0.0036499199323364357,0.0036841743428159784
20,0.9959339626958803,-0.0036841743428160036,-0.0002731465260261116
21,0.9992477605908819,0.000273146526026101,-0.00012353241921555028
22,0.9964181424056017,0.00012353241921551843,0.0037628023769323976
23,0.9985507121392587,-0.003762802376932329,0.003798312815309472
24,0.9966623051164575,-0.0037983128153094617,-0.00030887843654722177
25,0.9989691580946413,0.00030887843654722004,-0.00041931461609935605
26,0.9966962585976455,0.000419314616099396,0.003856193813598804
27,0.9982527166622133,-0.0038561938135988306,0.00412965207098545
28,0.996739840148714,-0.004129652070985418,-0.00027408271425446876
29,0.9986646546017541,0.00027408271425449256,-0.0006116283666915172
30,0.9972398194059343,0.0006116283666915353,0.0037003490918893996
31,0.9979381140296758,-0.0037003490918893858,0.0042949681189571156
32,0.9971363941817327,-0.004294968118957131,-6.676982177299187e-05
33,0.9981949581166721,6.67698217729961e-05,-0.0006494273913154344
34,0.9978250551505429,0.0006494273913153894,0.0034477657154776895
35,0.9976709130118337,-0.003447765715477624,0.00421167033882833
36,0.997618376133202,-0.004211670338828339,0.00018257243295961872
37,0.997725248157523,-0.00018257243295961042,-0.0005343143736894263
38,0.998231656104928,0.0005343143736894058,0.0031574825455672893
39,0.9972408695926823,-0.003157482545567275,0.0041417482676516775
40,0.9980372038006732,-0.004141748267651664,0.0005733262906038518
41,0.9974643186845507,-0.0005733262906038626,-0.0005999347114871728
42,0.9984533028693201,0.0005999347114871611,0.0026993637486175887
43,0.9966735399600257,-0.0026993637486176533,0.004408309139695636
44,0.9983659388937624,-0.004408309139695633,0.001076463750027606
45,0.99718242757687,-0.0010764637500275905,-0.0010336146206707101
46,0.9985323230519001,0.0010336146206707038,0.002296332240012302
47,0.9966065910665447,-0.002296332240012294,0.004823811766220501
48,0.9984694104979805,-0.004823811766220488,0.0013613117419135807
49,0.9965668028011582,-0.0013613117419135534,-0.0012178929974538618
50,0.9988459276657694,0.0012178929974538985,0.0018621554018809822
51,0.9960923863817092,-0.00186215540188102,0.004812504857925891
52,0.9985228051161045,-0.0048125048579258905,0.0020657956927836673
53,0.9967473489980346,-0.0020657956927836183,-0.001386470479456633
54,0.9986057348089181,0.0013864704794565917,0.001399007507214121
55,0.9966850292274845,-0.0013990075072140892,0.005026217934433476
56,0.9984655798442255,-0.005026217934433431,0.002281355773719615
57,0.9966973079580921,-0.0022813557737196145,-0.001435581631037917
58,0.9985303308406308,0.0014355816310379127,0.0012304136778027279
59,0.996813731572286,-0.0012304136778028415,0.004983744456886812
60,0.9983511185311987,-0.004983744456886749,0.002561811320512488
61,0.9972276950986034,-0.002561811320512479,-0.0014978171613436605
62,0.9982944192465483,0.0014978171613436477,0.0008758264804683474
63,0.9971023288776821,-0.0008758264804683811,0.0050472570081990815
64,0.9982099164732132,-0.005047257008199027,0.0028612117505697242
65,0.9974560801674651,-0.002861211750569686,-0.0015198951240590088
66,0.9980196973433962,0.0015198951240590044,0.0006686240059881602
67,0.9974179118186426,-0.0006686240059881823,0.0050041931336907335
68,0.997772010549926,-0.0050041931336907985,0.0032381750626911125
69,0.997699210914441,-0.003238175062691112,-0.0011909987135050918
