index,ell,gap,normalized_gap,domain,observable,source
1,2.0,-0.07260699999999999,-0.00017018759925305067,cosmology,cmb_power_spectrum_transition,planck_EE
2,3.0,-0.020283890000000002,-4.754454174684207e-05,cosmology,cmb_power_spectrum_transition,planck_EE
3,4.0,0.027793589999999996,6.514694666800166e-05,cosmology,cmb_power_spectrum_transition,planck_EE
4,5.0,-0.033070739999999994,-7.751635305303666e-05,cosmology,cmb_power_spectrum_transition,planck_EE
5,6.0,-0.008479794,-1.9876262385450766e-05,cosmology,cmb_power_spectrum_transition,planck_EE
6,7.0,0.006204922999999999,1.454406529563316e-05,cosmology,cmb_power_spectrum_transition,planck_EE
7,8.0,0.0027930109999999998,6.546694351472479e-06,cosmology,cmb_power_spectrum_transition,planck_EE
8,9.0,-0.013629194499999999,-3.1946229588164807e-05,cosmology,cmb_power_spectrum_transition,planck_EE
9,10.0,-0.00047478350000000006,-1.1128715417240871e-06,cosmology,cmb_power_spectrum_transition,planck_EE
10,11.0,-0.004403018999999999,-1.0320481951816874e-05,cosmology,cmb_power_spectrum_transition,planck_EE
11,12.0,0.01349653,3.1635269863054196e-05,cosmology,cmb_power_spectrum_transition,planck_EE
12,13.0,-0.007811067069999999,-1.830879601481759e-05,cosmology,cmb_power_spectrum_transition,planck_EE
13,14.0,0.00019635497,4.6024737209504303e-07,cosmology,cmb_power_spectrum_transition,planck_EE
14,15.0,0.0063166131,1.4805861954072887e-05,cosmology,cmb_power_spectrum_transition,planck_EE
15,16.0,0.005258306,1.232523688181459e-05,cosmology,cmb_power_spectrum_transition,planck_EE
16,17.0,0.006594600000000001,1.5457450962499044e-05,cosmology,cmb_power_spectrum_transition,planck_EE
17,18.0,-0.017970485300000002,-4.212202336715797e-05,cosmology,cmb_power_spectrum_transition,planck_EE
18,19.0,-0.0065805767,-1.5424580967035723e-05,cosmology,cmb_power_spectrum_transition,planck_EE
19,20.0,0.039243502,9.198503438597234e-05,cosmology,cmb_power_spectrum_transition,planck_EE
20,21.0,-0.0328761612,-7.706026894492671e-05,cosmology,cmb_power_spectrum_transition,planck_EE
21,22.0,0.0407122912,9.542781136004933e-05,cosmology,cmb_power_spectrum_transition,planck_EE
22,23.0,-0.005194130000000005,-1.2174811173967373e-05,cosmology,cmb_power_spectrum_transition,planck_EE
23,24.0,0.004994490000000004,1.1706863836728825e-05,cosmology,cmb_power_spectrum_transition,planck_EE
24,25.0,-0.044816383,-0.00010504762116566217,cosmology,cmb_power_spectrum_transition,planck_EE
25,26.0,0.054278933,0.00012722742018382786,cosmology,cmb_power_spectrum_transition,planck_EE
26,27.0,-0.01863978,-4.369082056557948e-05,cosmology,cmb_power_spectrum_transition,planck_EE
27,28.0,-0.0317039494,-7.431265628969929e-05,cosmology,cmb_power_spectrum_transition,planck_EE
28,29.0,0.0348038397,8.157866215834582e-05,cosmology,cmb_power_spectrum_transition,planck_EE
29,30.0,-0.08533176449999999,-0.0002000138848910118,cosmology,cmb_power_spectrum_transition,planck_EE
30,31.0,0.3613318342,0.0008469458508986647,cosmology,cmb_power_spectrum_transition,planck_EE
31,32.0,-0.3263091981,-0.0007648543396480659,cosmology,cmb_power_spectrum_transition,planck_EE
32,33.0,0.02125850398,4.982899384450016e-05,cosmology,cmb_power_spectrum_transition,planck_EE
33,34.0,-0.05213029698,-0.0001221911123083829,cosmology,cmb_power_spectrum_transition,planck_EE
34,35.0,-0.1038879139,-0.00024350867902610816,cosmology,cmb_power_spectrum_transition,planck_EE
35,36.0,0.2072873718,0.00048587243877472585,cosmology,cmb_power_spectrum_transition,planck_EE
36,37.0,0.20968332319999997,0.0004914884429711942,cosmology,cmb_power_spectrum_transition,planck_EE
37,38.0,-0.09776480299999998,-0.00022915637767732374,cosmology,cmb_power_spectrum_transition,planck_EE
38,39.0,-0.09555091219999999,-0.0002239671154813865,cosmology,cmb_power_spectrum_transition,planck_EE
39,40.0,0.13601550620000002,0.0003188143355512063,cosmology,cmb_power_spectrum_transition,planck_EE
40,41.0,-0.18672598980000002,-0.0004376774680431864,cosmology,cmb_power_spectrum_transition,planck_EE
41,42.0,0.023641264100000003,5.5414078263615554e-05,cosmology,cmb_power_spectrum_transition,planck_EE
42,43.0,-0.0595368298,-0.00013955169791892637,cosmology,cmb_power_spectrum_transition,planck_EE
43,44.0,0.2014723115,0.00047224219441855184,cosmology,cmb_power_spectrum_transition,planck_EE
44,45.0,-0.1099510061,-0.00025772029919452025,cosmology,cmb_power_spectrum_transition,planck_EE
45,46.0,-0.1310269141,-0.0003071212961314294,cosmology,cmb_power_spectrum_transition,planck_EE
