source_id,source_url,arxiv_id,doi,publication_url,source_location,row_provenance,beta,lattice_spacing_fm,quark_sep_lattice_units,quark_sep_fm,statistics,data_status,notes
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.885,0.0949777,6,0.569866,500,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,7.158,0.0738309,8,0.590647,10064,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.445,0.144692,5,0.723462,3330,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,7.158,0.0738309,10,0.738309,10181,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.885,0.0949777,8,0.75982,779,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.885,0.0949777,8,0.759821,4409,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.5824,0.126658,6,0.759947,2667,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.3942,0.15203,5,0.760151,3000,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.885,0.0949777,9,0.854799,4347,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
Baker2024_flux_tube_full_QCD,https://arxiv.org/abs/2409.20168,2409.20168,10.1140/epjc/s10052-024-13725-2,https://link.springer.com/article/10.1140/epjc/s10052-024-13725-2,Simulation-setup table / data summary in arXiv:2409.20168; pointwise fields still pending,reported_setup_row_not_pointwise_profile,6.25765,0.173715,5,0.868573,3545,reported_table_1,Full-QCD flux-tube simulation setup row; pointwise field profile values still need extraction/digitization
