ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.010000,0.01000000,17,28,14.0450,0.826176,0.971000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.011253,0.01125336,17,28,14.0590,0.827000,0.977500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.012664,0.01266380,17,28,14.0195,0.824676,0.969500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.014251,0.01425103,17,28,13.9715,0.821853,0.981500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.016037,0.01603719,17,28,13.9545,0.820853,0.975000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.018047,0.01804722,17,28,14.0245,0.824971,0.970000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.020309,0.02030918,17,28,14.0010,0.823588,0.972000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.022855,0.02285464,17,28,14.0625,0.827206,0.968500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.025719,0.02571914,17,28,14.0130,0.824294,0.976000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.028943,0.02894266,17,28,14.0380,0.825765,0.975000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.032570,0.03257021,17,28,13.8790,0.816412,0.982000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.036652,0.03665241,17,28,14.0355,0.825618,0.970500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.041246,0.04124626,17,28,13.9770,0.822176,0.978500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.046416,0.04641589,17,28,13.9510,0.820647,0.975000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.052233,0.05223345,17,28,13.9705,0.821794,0.972500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.058780,0.05878016,17,28,14.0430,0.826059,0.967500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.066147,0.06614741,17,28,13.9965,0.823324,0.972500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.074438,0.07443803,17,28,13.9385,0.819912,0.976500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.083768,0.08376776,17,28,14.0545,0.826735,0.969500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.094267,0.09426685,17,28,13.9865,0.822735,0.976000
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.106082,0.10608184,17,28,14.0115,0.824206,0.976500
phase3B_expanded_transition_ladder_transition_class_code,molecular,0.119378,0.11937766,17,28,14.0405,0.825912,0.976500
