ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.010000,0.01000000,17,28,14.0000,0.823529,0.977000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.011253,0.01125336,17,28,13.9685,0.821676,0.977500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.012664,0.01266380,17,28,13.9750,0.822059,0.974500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.014251,0.01425103,17,28,14.0550,0.826765,0.968500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.016037,0.01603719,17,28,14.0905,0.828853,0.972000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.018047,0.01804722,17,28,14.0000,0.823529,0.978500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.020309,0.02030918,17,28,13.8965,0.817441,0.978500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.022855,0.02285464,17,28,14.0640,0.827294,0.975000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.025719,0.02571914,17,28,13.9540,0.820824,0.969500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.028943,0.02894266,17,28,14.0220,0.824824,0.974000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.032570,0.03257021,17,28,13.9875,0.822794,0.973500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.036652,0.03665241,17,28,14.0235,0.824912,0.964500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.041246,0.04124626,17,28,13.9965,0.823324,0.974500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.046416,0.04641589,17,28,14.0100,0.824118,0.978000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.052233,0.05223345,17,28,14.0805,0.828265,0.970000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.058780,0.05878016,17,28,13.9970,0.823353,0.975000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.066147,0.06614741,17,28,13.9835,0.822559,0.969500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.074438,0.07443803,17,28,13.9515,0.820676,0.975000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.083768,0.08376776,17,28,14.0395,0.825853,0.977500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.094267,0.09426685,17,28,13.9740,0.822000,0.977500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.106082,0.10608184,17,28,13.9630,0.821353,0.971000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.119378,0.11937766,17,28,14.0195,0.824676,0.977500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.134340,0.13433993,17,28,13.9315,0.819500,0.973500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.151178,0.15117751,17,28,14.0065,0.823912,0.969500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.170125,0.17012543,17,28,14.0040,0.823765,0.973000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.191448,0.19144820,17,28,14.0625,0.827206,0.967500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.215443,0.21544347,17,28,13.9210,0.818882,0.978500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.242446,0.24244620,17,28,14.0100,0.824118,0.978500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.272833,0.27283334,17,28,13.9625,0.821324,0.981000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.307029,0.30702906,17,28,13.9550,0.820882,0.976500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.345511,0.34551073,17,28,13.9305,0.819441,0.978000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.388816,0.38881552,17,28,14.0250,0.825000,0.974500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.437548,0.43754794,17,28,13.9135,0.818441,0.977000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.492388,0.49238826,17,28,14.0090,0.824059,0.970000
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.554102,0.55410203,19,37,14.0550,0.739737,0.999500
phase3B_expanded_transition_ladder_category_transition_code,molecular,0.623551,0.62355073,19,37,14.2165,0.748237,0.998500
