# UNNS Normalized Spectral Ladder

# index coord spectral
0 0.000000000000 0.330692661381
1 0.017475522175 0.330876877964
2 0.044530998552 0.336772247864
3 0.052847663082 0.430729557406
4 0.058532471622 0.435887973126
5 0.067480786008 0.327929236938
6 0.085166861481 0.146278508768
7 0.088535633937 0.000000000000
8 0.100957997428 0.113854106088
9 0.105590059555 0.260501135870
10 0.112959254322 0.411201194026
11 0.128224027103 0.355563744911
12 0.133277185787 0.316138497137
13 0.150647431313 0.380618957178
14 0.158332445988 0.421149504451
15 0.168333506786 0.476418520399
16 0.200968525093 0.276344816196
17 0.206863876891 0.300663162130
18 0.213075058637 0.255711065469
19 0.213917251751 0.257921840163
20 0.218338770619 0.137803931008
21 0.226760701759 0.211127401975
22 0.230234750864 0.359985206451
23 0.258764080250 0.430729557406
24 0.264659432048 0.368459872059
25 0.275186856013 0.376197495639
26 0.280555844644 0.240972684643
27 0.307295511153 0.148857716628
28 0.310874836907 0.189388351750
29 0.312664479705 0.332719219491
30 0.321086410845 0.436256406292
31 0.334350987529 0.365143622171
32 0.363301403432 0.425202620672
33 0.374986850459 0.513632993480
34 0.383935144765 0.419675771786
35 0.385724827722 0.372512900432
36 0.388040833686 0.295873267424
37 0.391725456169 0.297715521103
38 0.393725652265 0.301768549477
39 0.400042090580 0.263448689049
40 0.410885364572 0.367722830030
41 0.419728402309 0.336035293684
42 0.447310241852 0.376197407791
43 0.459627308614 0.361090593798
44 0.472681332000 0.367354396864
45 0.474471014957 0.345983779804
46 0.486366975123 0.417096476078
47 0.498999891912 0.368091351045
48 0.500684278140 0.413043447705
49 0.501105384737 0.414885789232
50 0.503526687430 0.484524664993
51 0.553426694693 0.487103872853
52 0.567849254280 0.502579207860
53 0.582166557297 0.480103203454
54 0.583114027060 0.505895369900
55 0.604063578261 0.495210017447
56 0.653226628900 0.563006639528
57 0.700915846609 0.610906465062
58 0.747341824847 0.661753931623
59 0.792399186565 0.715549039210
60 0.836193308811 0.772660308837
61 0.878829327677 0.832719219491
62 0.920307403800 0.896831246365
63 0.960732673272 0.964996301613
64 1.000000000000 1.000000000000
