# UNNS Normalized Spectral Ladder

# index coord spectral
0 0.000000000000 0.901428399666
1 0.009348659138 0.837142751068
2 0.012720307055 0.828571263135
3 0.027432951183 0.528571569674
4 0.074482754506 0.274285910856
5 0.114482756186 0.174286013036
6 0.124904216707 0.185714436549
7 0.159233714801 0.200000136239
8 0.165057471291 0.025714463797
9 0.201072787863 0.074285774617
10 0.215325665973 0.042857099063
11 0.238927212356 0.048571310820
12 0.243678161982 0.000000000000
13 0.246130266901 0.065714286686
14 0.286590027292 0.162857248929
15 0.325517244033 0.191428648306
16 0.331494246118 0.214285835926
17 0.418850578852 0.482857194431
18 0.443218397060 0.600000068117
19 0.473409957142 0.914285801867
20 0.482605335972 0.594285856363
21 0.502222233785 0.791428716425
22 0.504980859126 0.820000115802
23 0.521226032290 1.000000000000
24 0.553409975119 0.974285876800
25 0.557547913132 0.882857466911
26 0.569808437726 0.951429029774
27 0.573026814470 0.922857289798
28 0.574406127140 0.934285713311
29 0.582222193299 0.925714225377
30 0.590804589747 0.994285788244
31 0.596781591832 0.988571576487
32 0.603984675609 0.971428600621
33 0.627586221991 0.891428614244
34 0.636321849418 0.828571603735
35 0.650727958508 0.814285904048
36 0.651340999354 0.765714593225
37 0.653333352870 0.791428716425
38 0.668812254208 0.828571603735
39 0.669885046456 0.925714225377
40 0.676781609809 0.908571249511
41 0.683524883720 0.751428552936
42 0.706360158278 0.634285679250
43 0.715095785705 0.628571467496
44 0.718927203294 0.685714266249
45 0.726283518051 0.711428730049
46 0.729348663815 0.651428655116
47 0.737931001799 0.714285665629
48 0.749731774990 0.714285665629
49 0.757394610169 0.688571542429
50 0.761992358047 0.637142955429
51 0.771647488279 0.534285781430
52 0.781915717820 0.594285856360
53 0.812720289516 0.562857521404
54 0.816245186683 0.605714620470
55 0.827586208472 0.622857255740
56 0.833563210557 0.619999979563
57 0.835708795053 0.702857242116
58 0.847049816842 0.657143207470
59 0.847203047822 0.654285931293
60 0.861762446355 0.471428770921
61 0.872643658278 0.374285808678
62 0.885670513160 0.360000108988
63 0.892720307493 0.374285808675
64 0.946666674169 0.388571508365
65 0.952796907235 0.357143173409
66 0.959080429743 0.394286060718
67 0.969195369841 0.431428948028
68 0.970268162089 0.368571596921
69 1.000000000000 0.348571515180
