time,amplitude
0.0,7506.0
0.025,6938.0
0.05,7413.0
0.075,7672.0
0.1,7799.0
0.125,7906.0
0.15,7300.0
0.175,7308.0
0.2,8249.0
0.225,8273.0
0.25,7545.0
0.275,7504.0
0.3,8183.0
0.325,8376.0
0.35,7977.0
0.375,7801.0
0.4,7768.0
0.425,8476.0
0.45,8333.0
0.475,7614.0
0.5,8212.0
0.525,8752.0
0.55,8467.0
0.575,8251.0
0.6,9036.0
0.625,8966.0
0.65,8234.0
0.675,8735.0
0.7,9378.0
0.725,9095.0
0.75,8266.0
0.775,8390.0
0.8,8907.0
0.825,8494.0
0.85,8508.0
0.875,8684.0
0.9,7961.0
0.925,8193.0
0.95,8587.0
0.975,7998.0
1.0,7677.0
1.025,7596.0
1.05,7573.0
1.075,7321.0
1.1,7250.0
1.125,7275.0
1.15,6849.0
1.175,6797.0
1.2,6846.0
1.225,6254.0
1.25,5889.0
1.275,6099.0
1.3,6402.0
1.325,6076.0
1.35,5394.0
1.375,5526.0
1.4,5743.0
1.425,5645.0
1.45,5267.0
1.475,4777.0
1.5,4598.0
1.525,4743.0
1.55,4928.0
1.575,4100.0
1.6,3263.0
1.625,3343.0
1.65,3347.0
1.675,3181.0
1.7,2634.0
1.725,2042.0
1.75,2053.0
1.775,1766.0
1.8,1662.0
1.825,1733.0
1.85,1213.0
1.875,551.0
1.9,415.0
1.925,773.0
1.95,238.0
1.975,0.0
2.0,214.0
2.025,-591.0
2.05,-1057.0
2.075,-834.0
2.1,-1153.0
2.125,-1692.0
2.15,-1840.0
2.175,-2009.0
2.2,-2268.0
2.225,-2822.0
2.25,-3186.0
2.275,-3434.0
2.3,-3774.0
2.325,-3861.0
2.35,-4135.0
2.375,-4467.0
2.4,-4786.0
2.425,-4651.0
2.45,-4544.0
2.475,-4865.0
2.5,-4570.0
2.525,-4498.0
2.55,-4840.0
2.575,-4704.0
2.6,-4979.0
2.625,-5427.0
2.65,-5603.0
2.675,-5670.0
2.7,-5597.0
2.725,-5941.0
2.75,-6366.0
2.775,-6524.0
2.8,-6699.0
2.825,-6765.0
2.85,-6782.0
2.875,-7071.0
2.9,-7085.0
2.925,-7296.0
2.95,-7331.0
2.975,-6868.0
3.0,-6946.0
3.025,-6848.0
3.05,-6944.0
3.075,-7085.0
3.1,-6220.0
3.125,-5397.0
3.15,-6284.0
3.175,-7238.0
3.2,-6499.0
3.225,-5786.0
3.25,-5554.0
3.275,-6210.0
3.3,-7133.0
3.325,-6164.0
3.35,-5695.0
3.375,-6516.0
3.4,-6335.0
3.425,-6612.0
3.45,-6435.0
3.475,-5401.0
3.5,-5645.0
3.525,-5505.0
3.55,-4673.0
3.575,-4676.0
3.6,-4942.0
3.625,-4327.0
3.65,-4092.0
3.675,-4175.0
3.7,-3318.0
3.725,-3653.0
3.75,-4481.0
3.775,-3907.0
3.8,-3278.0
3.825,-3119.0
3.85,-3493.0
3.875,-3369.0
3.9,-2663.0
3.925,-3177.0
3.95,-3062.0
3.975,-1592.0
4.0,-1646.0
4.025,-2469.0
4.05,-1865.0
4.075,-1104.0
4.1,-550.0
4.125,-248.0
4.15,-693.0
4.175,231.0
4.2,873.0
4.225,88.0
4.25,777.0
4.275,1357.0
4.3,509.0
4.325,1318.0
4.35,2518.0
4.375,1419.0
4.4,1444.0
4.425,2202.0
4.45,2331.0
4.475,3188.0
4.5,3287.0
4.525,3023.0
4.55,3046.0
4.575,3830.0
4.6,4405.0
4.625,4079.0
4.65,4893.0
4.675,5070.0
4.7,4454.0
4.725,5314.0
4.75,5903.0
4.775,5848.0
4.8,5755.0
4.825,5660.0
4.85,6711.0
4.875,7229.0
4.9,6557.0
4.925,7091.0
4.95,7589.0
4.975,7297.0
5.0,8115.0
5.025,8051.0
5.05,7981.0
5.075,9271.0
5.1,9391.0
5.125,9167.0
5.15,9649.0
5.175,10291.0
5.2,9875.0
5.225,10025.0
5.25,10918.0
5.275,10595.0
5.3,10853.0
5.325,10892.0
5.35,10460.0
5.375,10882.0
5.4,11148.0
5.425,11266.0
5.45,11711.0
5.475,11737.0
5.5,11518.0
5.525,11143.0
5.55,11292.0
5.575,12455.0
5.6,11709.0
5.625,10439.0
5.65,11442.0
5.675,11998.0
5.7,11199.0
5.725,11012.0
5.75,10851.0
5.775,10851.0
5.8,11643.0
5.825,11211.0
5.85,10547.0
5.875,10879.0
5.9,10780.0
