ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
ABC,molecular,0.010000,0.00333333,17,31,15.5135,0.912559,0.858000
ABC,molecular,0.011253,0.00375112,17,31,15.5520,0.914824,0.865000
ABC,molecular,0.012664,0.00422127,17,31,15.5270,0.913353,0.865500
ABC,molecular,0.014251,0.00475034,17,31,15.5060,0.912118,0.869500
ABC,molecular,0.016037,0.00534573,17,31,15.5480,0.914588,0.860500
ABC,molecular,0.018047,0.00601574,17,31,15.4835,0.910794,0.873000
ABC,molecular,0.020309,0.00676973,17,31,15.4915,0.911265,0.872000
ABC,molecular,0.022855,0.00761821,17,31,15.4610,0.909471,0.877000
ABC,molecular,0.025719,0.00857305,17,31,15.4310,0.907706,0.876500
ABC,molecular,0.028943,0.00964755,17,31,15.5060,0.912118,0.879500
ABC,molecular,0.032570,0.01085674,17,31,15.3935,0.905500,0.872000
ABC,molecular,0.036652,0.01221747,17,31,15.4290,0.907588,0.870500
ABC,molecular,0.041246,0.01374875,17,31,15.5270,0.913353,0.866500
ABC,molecular,0.046416,0.01547196,17,31,15.4935,0.911382,0.868000
ABC,molecular,0.052233,0.01741115,17,31,15.4580,0.909294,0.863500
ABC,molecular,0.058780,0.01959339,17,31,15.5585,0.915206,0.862500
ABC,molecular,0.066147,0.02204914,17,31,15.4935,0.911382,0.867500
ABC,molecular,0.074438,0.02481268,17,31,15.4755,0.910324,0.872000
ABC,molecular,0.083768,0.02792259,17,31,15.4830,0.910765,0.869000
ABC,molecular,0.094267,0.03142228,17,31,15.5105,0.912382,0.879000
ABC,molecular,0.106082,0.03536061,17,31,15.4605,0.909441,0.871500
ABC,molecular,0.119378,0.03979255,17,31,15.4900,0.911176,0.877500
ABC,molecular,0.134340,0.04477998,17,31,15.5795,0.916441,0.863500
ABC,molecular,0.151178,0.05039250,17,31,15.4560,0.909176,0.869000
ABC,molecular,0.170125,0.05670848,17,31,15.4805,0.910618,0.880000
ABC,molecular,0.191448,0.06381607,17,31,15.4990,0.911706,0.863000
ABC,molecular,0.215443,0.07181449,17,31,15.4645,0.909676,0.872000
ABC,molecular,0.242446,0.08081540,17,31,15.5010,0.911824,0.878000
ABC,molecular,0.272833,0.09094445,17,31,15.4870,0.911000,0.874000
ABC,molecular,0.307029,0.10234302,17,31,15.5390,0.914059,0.868000
ABC,molecular,0.345511,0.11517024,17,31,15.4855,0.910912,0.870500
ABC,molecular,0.388816,0.12960517,17,31,15.5190,0.912882,0.863500
ABC,molecular,0.437548,0.14584931,17,31,15.5530,0.914882,0.863000
ABC,molecular,0.492388,0.16412942,17,31,15.5795,0.916441,0.854000
ABC,molecular,0.554102,0.18470068,17,34,15.5290,0.913471,0.870000
ABC,molecular,0.623551,0.20785024,17,34,15.4890,0.911118,0.867500
ABC,molecular,0.701704,0.23390128,17,34,15.6440,0.920235,0.858500
ABC,molecular,0.789652,0.26321743,17,34,15.6875,0.922794,0.850000
ABC,molecular,0.888624,0.29620794,17,34,15.7725,0.927794,0.845000
ABC,molecular,1.000000,0.33333333,17,34,15.8585,0.932853,0.840000
ABC,molecular,0.010000,0.00250000,17,31,15.5540,0.914941,0.855500
ABC,molecular,0.011253,0.00281334,17,31,15.4635,0.909618,0.860500
ABC,molecular,0.012664,0.00316595,17,31,15.4870,0.911000,0.859500
ABC,molecular,0.014251,0.00356276,17,31,15.5500,0.914706,0.861500
ABC,molecular,0.016037,0.00400930,17,31,15.4215,0.907147,0.873000
ABC,molecular,0.018047,0.00451180,17,31,15.4805,0.910618,0.861500
ABC,molecular,0.020309,0.00507729,17,31,15.5140,0.912588,0.858500
ABC,molecular,0.022855,0.00571366,17,31,15.4650,0.909706,0.867500
ABC,molecular,0.025719,0.00642978,17,31,15.4110,0.906529,0.872000
ABC,molecular,0.028943,0.00723567,17,31,15.4675,0.909853,0.866000
ABC,molecular,0.032570,0.00814255,17,31,15.5025,0.911912,0.867000
ABC,molecular,0.036652,0.00916310,17,31,15.4640,0.909647,0.872000
ABC,molecular,0.041246,0.01031157,17,31,15.5180,0.912824,0.857500
ABC,molecular,0.046416,0.01160397,17,31,15.4410,0.908294,0.869500
ABC,molecular,0.052233,0.01305836,17,31,15.5260,0.913294,0.860000
ABC,molecular,0.058780,0.01469504,17,31,15.4915,0.911265,0.864500
ABC,molecular,0.066147,0.01653685,17,31,15.4995,0.911735,0.863500
ABC,molecular,0.074438,0.01860951,17,31,15.4450,0.908529,0.868500
ABC,molecular,0.083768,0.02094194,17,31,15.5130,0.912529,0.867500
ABC,molecular,0.094267,0.02356671,17,31,15.4455,0.908559,0.875000
ABC,molecular,0.106082,0.02652046,17,31,15.5295,0.913500,0.863500
ABC,molecular,0.119378,0.02984442,17,31,15.4920,0.911294,0.867000
ABC,molecular,0.134340,0.03358498,17,31,15.4785,0.910500,0.861500
