null_index,seed,swap_attempts,swap_accepted,mobility_fraction,graph_signature,scale_persistence,time_persistence,stitch_defect,stitch_p90,stitch_max,stitch_n
1,20261906,87245,1330,0.015244426614705714,545546d609a218179bfe3e2b1f759d5475b2892721b4a09702c548cf178df333,0.35076551838908304,0.506889586836289,0.21951667139197475,1.0,1.0000000000000002,4851
2,20261907,87245,1329,0.01523296463980744,36bf8ea1177658b961b1777002a11e3980309ca8d4fadeaf426655b4ad38be50,0.35059910134797806,0.5058109408542453,0.22622713116105522,1.0,1.0000000000000002,4845
3,20261908,87245,1372,0.015725829560433262,3c7799cca3b93b62bcd9349f1d49c3bf08a45b6936c70f545eb4627627812540,0.3510567482110168,0.5068684369150724,0.22658446389107909,1.0,1.0000000000000002,4855
4,20261909,87245,1380,0.01581752535961946,5b9d31157ee0d03dbd0fea0a2723caa56dbcdd2f9cc41248b0552862d947675d,0.35030787152604426,0.5061599145543182,0.2231272581905984,1.0,1.0000000000000002,4848
5,20261910,87245,1332,0.015267350564502263,b11080d2e7454bb3aed3dfba712ad26119da37cf7ff11c0588c5a8d73cc1f126,0.35059910134797806,0.5069741865211552,0.21641788418101723,1.0,1.0000000000000002,4849
6,20261911,87245,1326,0.015198578715112614,19281e1d7aa7e905187cf1792cd7ca39c72bda0710194a31c877df2fc6e1f38b,0.3504742885671493,0.506297389042226,0.2211617746348679,1.0,1.0000000000000002,4851
7,20261912,87245,1381,0.01582898733451774,a4657be8501325b5a0925925eabc0d47b3ff5802ed4bb0fed06db2ea653c3880,0.35068230986853055,0.5077038588031261,0.2231762998310693,1.0,1.0000000000000002,4855
8,20261913,87245,1343,0.015393432288383288,ccb71766140b4a3da01e4e75efb1129fac4947cfc52bfc000e0327d1f19e583a,0.349933433183558,0.5071433858908876,0.22585638822144993,1.0,1.0000000000000002,4866
9,20261914,87245,1333,0.015278812539400539,35df9c7a21ef834866ddcf9911b909cf4d6a524ea4d5d258fc7f163a2ee27876,0.3500166417041105,0.5060541649482356,0.21676899355588172,1.0,1.0000000000000002,4843
10,20261915,87245,1382,0.015840449309416013,391717941a3e61e7b74c2d34113f169de6a3ef7c92d8fe4764b736cc0e1f29bc,0.350931935430188,0.5073971849454861,0.23220967483666777,1.0,1.0000000000000002,4838
11,20261916,87245,1368,0.015679981660840163,6cb4a70125bef02115c690f5ac2185ca634ba29d6d1161d57f9bfe8d60be7206,0.35118156099184555,0.5071116610090628,0.22673165471456969,1.0,1.0000000000000002,4855
12,20261917,87245,1331,0.01525588858960399,9838e7f5fa69f9bf04050a3cc2e7f95611e2d4c444dd6529259f08310169567f,0.3501414544849393,0.5065194632149995,0.2206032203561951,1.0,1.0000000000000002,4856
13,20261918,87245,1329,0.01523296463980744,a32195badc062843fedc41055fab9a349e791469eff302ab17048a134308359f,0.35022466300549177,0.5075558093546102,0.2205165296730181,1.0,1.0000000000000002,4839
14,20261919,87245,1351,0.015485128087569489,105f4366ef130b37230e2809cdb5eaf91c5d07c0ec6158b6d37fc2ad82475915,0.3496422033616242,0.5063185389634424,0.2208854099525332,1.0,1.0000000000000002,4845
15,20261920,87245,1320,0.015129806865722965,25b01240e9ce0f3c708b3f87e73d1b4742deebfb90216f37b08ee0616485e582,0.35068230986853055,0.5066463627422988,0.22031171262576077,1.0,1.0000000000000002,4868
16,20261921,87245,1367,0.01566851968594189,eddd7ff32544ac827ab6fad384dae930c887e87fb802174bb4157d26a6dd0237,0.3510567482110168,0.5068049871514229,0.22403095989741967,1.0,1.0000000000000002,4845
