time,amplitude
0.0,627.0
0.025,624.0
0.05,614.0
0.075,607.0
0.1,588.0
0.125,571.0
0.15,559.0
0.175,530.0
0.2,504.0
0.225,499.0
0.25,492.0
0.275,454.0
0.3,459.0
0.325,477.0
0.35,452.0
0.375,453.0
0.4,457.0
0.425,433.0
0.45,422.0
0.475,405.0
0.5,377.0
0.525,352.0
0.55,319.0
0.575,290.0
0.6,277.0
0.625,263.0
0.65,247.0
0.675,242.0
0.7,236.0
0.725,203.0
0.75,172.0
0.775,162.0
0.8,149.0
0.825,141.0
0.85,122.0
0.875,111.0
0.9,107.0
0.925,75.0
0.95,58.0
0.975,49.0
1.0,27.0
1.025,-8.0
1.05,-29.0
1.075,-30.0
1.1,-45.0
1.125,-62.0
1.15,-78.0
1.175,-81.0
1.2,-80.0
1.225,-99.0
1.25,-118.0
1.275,-125.0
1.3,-136.0
1.325,-148.0
1.35,-149.0
1.375,-145.0
1.4,-152.0
1.425,-164.0
1.45,-174.0
1.475,-185.0
1.5,-195.0
1.525,-228.0
1.55,-244.0
1.575,-219.0
1.6,-230.0
1.625,-236.0
1.65,-218.0
1.675,-227.0
1.7,-225.0
1.725,-237.0
1.75,-268.0
1.775,-275.0
1.8,-299.0
1.825,-310.0
1.85,-296.0
1.875,-290.0
1.9,-281.0
1.925,-289.0
1.95,-266.0
1.975,-267.0
2.0,-314.0
2.025,-290.0
2.05,-283.0
2.075,-310.0
2.1,-289.0
2.125,-257.0
2.15,-251.0
2.175,-258.0
2.2,-241.0
2.225,-233.0
2.25,-237.0
2.275,-228.0
2.3,-220.0
2.325,-209.0
2.35,-222.0
2.375,-241.0
2.4,-230.0
2.425,-239.0
2.45,-261.0
2.475,-255.0
2.5,-241.0
2.525,-227.0
2.55,-224.0
2.575,-211.0
2.6,-198.0
2.625,-202.0
2.65,-189.0
2.675,-177.0
2.7,-171.0
2.725,-144.0
2.75,-117.0
2.775,-114.0
2.8,-106.0
2.825,-112.0
2.85,-132.0
2.875,-120.0
2.9,-122.0
2.925,-137.0
2.95,-118.0
2.975,-104.0
3.0,-94.0
3.025,-92.0
3.05,-101.0
3.075,-82.0
3.1,-85.0
3.125,-71.0
3.15,-28.0
3.175,-12.0
3.2,3.0
3.225,19.0
3.25,46.0
3.275,47.0
3.3,28.0
3.325,37.0
3.35,39.0
3.375,44.0
3.4,61.0
3.425,66.0
3.45,73.0
3.475,78.0
3.5,91.0
3.525,108.0
3.55,125.0
3.575,151.0
3.6,165.0
3.625,188.0
3.65,205.0
3.675,207.0
3.7,221.0
3.725,212.0
3.75,187.0
3.775,180.0
3.8,188.0
3.825,189.0
3.85,185.0
3.875,184.0
3.9,194.0
3.925,210.0
3.95,220.0
3.975,243.0
4.0,268.0
4.025,281.0
4.05,283.0
4.075,279.0
4.1,271.0
4.125,255.0
4.15,245.0
4.175,236.0
4.2,233.0
4.225,244.0
4.25,253.0
4.275,253.0
4.3,256.0
4.325,264.0
4.35,261.0
4.375,251.0
4.4,262.0
4.425,288.0
4.45,297.0
4.475,294.0
4.5,289.0
4.525,295.0
4.55,303.0
4.575,300.0
4.6,304.0
4.625,313.0
4.65,321.0
4.675,331.0
4.7,340.0
4.725,354.0
4.75,362.0
4.775,367.0
4.8,390.0
4.825,403.0
4.85,413.0
4.875,442.0
4.9,461.0
4.925,462.0
4.95,473.0
4.975,487.0
5.0,476.0
5.025,473.0
5.05,491.0
5.075,495.0
5.1,477.0
5.125,482.0
5.15,494.0
5.175,495.0
5.2,501.0
5.225,499.0
5.25,518.0
5.275,539.0
5.3,544.0
5.325,554.0
5.35,558.0
5.375,549.0
5.4,528.0
5.425,509.0
