# UNNS Metallic / Glass Structural Ladder
# Oxide: La2O3
# GlassID: 36810

# index wt_pct spectral_x spectral_y
0 5.119999885559 1.692999958992 4.369999885559
1 5.119999885559 1.692999958992 4.369999885559
2 5.119999885559 1.692999958992 4.369999885559
3 5.119999885559 1.694000005722 4.372000217438
4 5.119999885559 1.694000005722 4.372000217438
5 5.119999885559 1.694000005722 4.372000217438
6 5.119999885559 1.695000052452 4.376999855042
7 5.119999885559 1.695000052452 4.376999855042
8 5.119999885559 1.695000052452 4.376999855042
9 5.119999885559 1.695000052452 4.376999855042
10 5.119999885559 1.692999958992 4.370999813080
11 5.119999885559 1.692999958992 4.370999813080
12 5.119999885559 1.692999958992 4.370999813080
