# UNNS Metallic / Glass Structural Ladder
# Oxide: Yb2O3
# GlassID: 43856

# index wt_pct spectral_x spectral_y
0 4.440000057220 1.940999984741 6.480000019073
1 4.460000038147 1.962000012398 6.449999809265
2 4.480000019073 1.983000040054 6.429999828339
3 4.500000000000 2.003000020981 6.400000095367
4 4.519999980927 2.023999929428 6.380000114441
5 4.519999980927 2.023999929428 6.380000114441
6 4.539999961853 2.043999910355 6.349999904633
7 4.559999942780 2.065000057220 6.320000171661
8 4.590000152588 2.085000038147 6.300000190735
9 4.610000133514 2.105000019073 6.269999980927
