# UNNS Metallic / Glass Structural Ladder
# Oxide: Tm2O3
# GlassID: 35646

# index wt_pct spectral_x spectral_y
0 1.279999971390 2.009999990463 5.860000133514
1 2.549999952316 2.010999917984 5.869999885559
2 2.559999942780 2.065999984741 5.969999790192
3 2.569999933243 2.063999891281 5.949999809265
4 2.579999923706 2.059000015259 5.909999847412
5 2.579999923706 2.061000108719 5.929999828339
6 2.589999914169 2.056999921799 5.900000095367
7 2.589999914169 2.058000087738 5.909999847412
8 3.809999942780 2.012000083923 5.880000114441
9 5.070000171661 2.013000011444 5.889999866486
10 7.579999923706 2.016000032425 5.909999847412
11 10.069999694824 2.017999887466 5.929999828339
