# UNNS Metallic / Glass Structural Ladder
# Oxide: Er2O3
# GlassID: 41833

# index wt_pct spectral_x spectral_y
0 1.129999995232 1.539999961853 2.809999942780
1 1.129999995232 1.539999961853 2.809999942780
2 1.129999995232 1.539999961853 2.809999942780
3 1.190000057220 1.524000048637 2.690000057220
4 1.269999980927 1.508999943733 2.569999933243
5 1.269999980927 1.508999943733 2.569999933243
6 1.269999980927 1.508999943733 2.569999933243
7 1.409999966621 1.485000014305 2.390000104904
8 1.409999966621 1.485000014305 2.390000104904
9 1.409999966621 1.485000014305 2.390000104904
10 1.419999957085 1.483000040054 2.369999885559
11 1.440000057220 1.480000019073 2.349999904633
12 1.440000057220 1.480000019073 2.349999904633
13 1.440000057220 1.480000019073 2.349999904633
