# UNNS Metallic / Glass Structural Ladder
# Oxide: CeO2
# GlassID: 20810

# index wt_pct spectral_x spectral_y
0 5.000000000000 1.527999997139 2.451999902725
1 5.000000000000 1.534000039101 2.480000019073
2 5.000000000000 1.521999955177 2.430000066757
3 5.000000000000 1.516999959946 2.408999919891
4 5.000000000000 1.521999955177 2.469000101089
5 5.000000000000 1.570000052452 2.486000061035
6 5.000000000000 1.583999991417 2.506000041962
7 5.000000000000 1.598000049591 2.526999950409
8 6.000000000000 1.600000023842 2.546999931335
9 6.000000000000 1.621000051498 2.585000038147
10 6.000000000000 1.625000000000 2.548000097275
11 6.000000000000 1.648000001907 2.581000089645
