t,x,y,z
0,1.0,0.0,-0.0
300,0.996253706731391,-0.0020791377540724,0.0068152843785173
600,0.9961032200979424,-0.006029087837167,0.0087984082964292
900,0.9938646199927536,-0.0080688488650346,0.0048446662841542
1200,0.9880722036117168,-0.0048717391823346,0.0062024867536858
1500,0.9868251896371856,-0.0047420743080651,0.0071241030625539
1800,0.9835873321571172,-0.0025424761724891,0.0068000379396091
2100,0.9843688481315568,0.0037712389246772,0.0067809823456083
2400,0.980705896464698,-0.0032716590323108,0.0084389489443545
2700,0.981765559150806,-0.0032535315699478,0.00582103879201
3000,0.9838542967321824,-0.0034131277455683,0.0048091510952024
3300,0.9734714438133388,-0.0043352369800373,0.0092816022755017
3600,0.9836751846280106,-0.0007611579500448,0.0017665654152722
3900,0.9803920967829296,0.0029203879542542,0.0041799394601601
4200,0.9857408976987138,0.0037546120678444,0.0039150395007325
4500,0.9788229188752722,-0.0029925683494019,0.0063350462828066
4800,0.9795094521016976,0.0089622005870366,-0.0068446659947126
5100,0.970771255387393,0.0049212686631495,-0.0033474518259613
5400,0.970657679871379,0.011446822378043,-0.0014203091297246
5700,0.9730720262950524,0.0069907105063754,-0.0026703241509149
6000,0.9681425728315524,0.0088823981310098,-0.0046996328460905
6300,0.9640695154370944,-0.0050476079361102,-0.0062324890539718
6600,0.954596991914296,-0.006147126285659,-0.009066126673233
6900,0.9571767713522557,-0.0039705573911956,-0.0128373291950117
7200,0.9526417256803578,-0.0018952774165135,-0.007679770613129
7500,0.9548582250170772,-0.0071716019336063,-0.0008088749711223
7800,0.9591434425203847,0.0006494910495239,0.0009448802676791
8100,0.9565034045975076,-0.0065926982414747,0.0033960429497502
8400,0.9588736714189154,-0.0099206097180084,-0.0012388745312787
8700,0.9440229869052148,-0.0079647464492358,-0.0025094182883472
9000,0.9525420200038524,-0.0015184338001728,-0.0003062400494123
9300,0.946312007469766,-0.0022284712312329,-0.0004176324913907
9600,0.9496721926259808,-0.0107467566603805,-0.0001297042796221
9900,0.9527953753657524,-0.0086051221743246,0.0015369722800655
10200,0.945991766616865,-0.0110963886375429,0.0086790624673307
10500,0.9467627479146092,-0.0166109783912986,-0.0021307297128627
10800,0.9350279492321812,-0.0071868249768118,0.0051821825722246
11100,0.9473722748809488,-0.0029257606787474,0.0119189707195946
11400,0.941362733674727,0.002062053470824,0.0170775781301958
11700,0.9487928395940458,-0.0068607461551437,0.0124390025639509
12000,0.9455945874597504,-0.0018183072161853,0.0049063041030513
12300,0.9514834540407752,0.0020084461990912,0.0069698371994909
12600,0.9531780673878966,0.0019963274486391,0.000522184299064
12900,0.9465515198928224,-0.0003755434349093,0.0002249661363402
13200,0.9531140232291652,-0.0043257610926285,0.0073810148825339
13500,0.942908977956298,-0.0027048511960996,0.0100708214891267
13800,0.9482402838060096,-0.009846922327269,0.0038889245072459
14100,0.9462607003635476,-0.0020453214266224,0.0057526290720951
14400,0.9501786718546518,0.0022692385480358,0.0082907139651974
14700,0.9472754851098244,0.0119513940748991,0.0014775894268839
15000,0.9441985792888145,0.0091884251137185,-0.0059258996950249
15300,0.9426693775829932,0.011266349895269,0.0069818678439824
15600,0.9401477697344192,0.0022576995319128,-0.011257033219337
15900,0.9428767288954736,0.0086047164870631,-0.0191187421168332
16200,0.940331122416134,-0.0062946341078664,-0.0165525805538316
16500,0.9396419649558132,0.0019608647475045,-0.0066858572109548
16800,0.9366229970753154,-0.0055207985140124,-0.0158016337397328
17100,0.933230976157421,-0.0034035442903536,-0.0036250088036661
17400,0.938777780249051,-0.0225061699991951,0.0075336603720452
17700,0.933941309639769,-0.0090949746697232,-0.0047746725792973
18000,0.9388940856615332,-0.0043838247272188,-0.0106472876138372
18300,0.9301835332730152,-0.0024795012989643,0.0077184728837532
